@attribute '0.189Feature112-0.189Feature75+0.179Feature46-0.17Feature106-0.159Feature72+0.158Feature34-0.153Feature39-0.152Feature42+0.15 Feature74+0.148Feature91-0.145Feature17+0.138Feature9+0.132Feature124-0.131Feature137+0.13 Feature161-0.13Feature59-0.126Feature163+0.126Feature135-0.126Feature151+0.125Feature25-0.124Feature111-0.122Feature148+0.122Feature83-0.12Feature15-0.119Feature33...' numeric
@attribute '-0.261Feature67+0.231Feature75+0.223Feature65-0.212Feature73-0.204Feature103-0.198Feature12+0.175Feature8+0.171Feature48+0.17 Feature74+0.168Feature49+0.159Feature40-0.138Feature108-0.135Feature20-0.134Feature66-0.129Feature90-0.129Feature146-0.125Feature111-0.124Feature106+0.122Feature81-0.118Feature120+0.115Feature1+0.114Feature159+0.111Feature2+0.108Feature55+0.108Feature107...' numeric
@attribute '-0.272Feature44-0.25Feature37+0.218Feature46+0.19 Feature47-0.183Feature40-0.18Feature103+0.168Feature69-0.163Feature1+0.16 Feature15-0.157Feature2-0.148Feature25+0.148Feature106+0.141Feature91-0.137Feature73-0.134Feature3-0.134Feature100-0.129Feature22+0.125Feature64-0.122Feature109-0.116Feature16-0.115Feature94-0.115Feature18-0.112Feature43+0.109Feature13+0.105Feature93...' numeric
@attribute '-0.226Feature114-0.211Feature23+0.204Feature49-0.18Feature69-0.171Feature38-0.149Feature105+0.144Feature43-0.142Feature95+0.141Feature93+0.134Feature15+0.133Feature2+0.129Feature156+0.129Feature130-0.126Feature17-0.125Feature12+0.122Feature155-0.121Feature27-0.119Feature101-0.116Feature73-0.114Feature117-0.112Feature3+0.111Feature77+0.11 Feature5+0.109Feature52-0.109Feature14...' numeric
@attribute '0.327Feature73-0.252Feature70+0.234Feature42+0.22 Feature1+0.216Feature43+0.206Feature2-0.191Feature40-0.172Feature71+0.168Feature74+0.16 Feature6+0.147Feature46-0.144Feature20-0.14Feature111+0.138Feature49-0.136Feature4+0.127Feature5-0.126Feature119+0.122Feature68-0.121Feature93-0.12Feature37-0.111Feature110-0.111Feature69-0.11Feature38+0.108Feature28-0.107Feature7...' numeric
@attribute '-0.272Feature69-0.19Feature47+0.183Feature40-0.183Feature66+0.177Feature64-0.166Feature46-0.165Feature70-0.157Feature1+0.154Feature74-0.147Feature2+0.142Feature10-0.141Feature90-0.139Feature26+0.138Feature3+0.124Feature14-0.123Feature130+0.123Feature91+0.121Feature43+0.117Feature65+0.117Feature92-0.116Feature21-0.116Feature39+0.11 Feature111+0.109Feature25-0.108Feature107...' numeric
@attribute '0.278Feature64+0.18 Feature48+0.174Feature2+0.173Feature95-0.173Feature6-0.171Feature63+0.164Feature1-0.163Feature14+0.158Feature68-0.158Feature8+0.156Feature17+0.155Feature41-0.152Feature39+0.151Feature104-0.15Feature105-0.148Feature29-0.147Feature66+0.136Feature74+0.132Feature67+0.131Feature13+0.131Feature9+0.123Feature7-0.121Feature92-0.114Feature107+0.113Feature38...' numeric
@attribute '-0.24Feature39-0.2Feature74+0.192Feature72-0.189Feature42-0.168Feature67+0.157Feature45+0.153Feature65-0.151Feature110+0.151Feature49+0.148Feature21-0.139Feature47-0.135Feature6-0.135Feature64-0.132Feature5+0.128Feature43+0.128Feature134+0.127Feature163-0.126Feature147+0.124Feature56+0.12 Feature44+0.12 Feature85-0.12Feature19+0.12 Feature104-0.119Feature15-0.118Feature150...' numeric
@attribute -0.311Feature71-0.295Feature63-0.273Feature38-0.248Feature5+0.226Feature69-0.22Feature37+0.211Feature75-0.211Feature10-0.186Feature6-0.175Feature47+0.157Feature44+0.145Feature25-0.124Feature68-0.122Feature3-0.117Feature107-0.116Feature64-0.116Feature16-0.108Feature90-0.1Feature134-0.099Feature36+0.099Feature164+0.098Feature86+0.097Feature101-0.095Feature94-0.092Feature4... numeric
@attribute Class {-1,1}

@data

-7.517488,0.959916,0.603583,0.866732,-0.863778,1.524346,0.492835,-2.368156,1.664532,-3.683682,-2.822981,1.020566,0.335815,-2.143528,-2.18867,0.476589,1.072262,1.817141,0.77268,-0.16025,2.183929,1.096295,0.365784,0.954759,-1.259986,1
-6.790547,-0.183115,0.316891,2.403339,-3.335908,2.585944,0.9334,-1.163641,-1.467799,-1.830132,-3.284416,-0.12813,1.645187,1.618631,0.54592,-2.377547,-0.103851,1.129698,1.261151,0.314187,0.93338,-0.697698,1.557283,2.188753,0.271043,1
8.97217,0.533005,-0.766584,1.592223,-0.050372,-3.294344,2.942793,1.726704,-2.068124,-0.083438,1.112781,0.207499,-3.233035,1.723274,0.071517,-1.36732,1.015822,2.258769,-1.740175,1.225971,0.843909,-1.534336,2.350471,0.362381,-1.738288,1
15.214411,1.447081,3.65748,3.724272,3.103956,-1.293227,1.435332,-1.54385,2.553681,-3.319901,-2.245962,0.377014,-1.355854,-0.927701,0.792162,0.08238,0.364656,0.048651,-0.501651,1.050998,-0.228992,-0.25674,0.780332,-2.113205,0.495303,1
-4.483084,0.581084,-1.890662,-1.112558,2.610041,0.15675,-1.738499,-0.757722,-1.979106,-2.112778,0.635326,-1.119484,-0.222986,0.314191,-0.736563,0.857667,-0.026881,0.579327,0.214753,-0.198374,0.554102,1.13776,0.034192,-0.800084,0.594544,-1
-0.847732,-6.326328,1.237404,-3.179198,3.842418,1.987904,3.030613,-3.128382,0.031834,-1.474149,-0.174013,0.710312,-0.402779,1.226083,-0.564003,1.979507,-0.411792,0.608776,-0.922404,-0.966429,1.217955,-0.245788,0.341852,1.049277,0.816504,1
7.946914,-2.291778,0.520988,0.666678,0.002771,3.026784,0.144664,0.341231,5.006916,4.824814,0.190499,-0.097438,-1.356786,2.377929,0.356249,-0.685854,1.024578,1.479939,-0.314561,-1.287612,-0.404872,1.219305,-1.554157,-0.529971,2.845778,1
19.775991,-11.697972,-0.492606,-1.446815,3.133101,0.575997,-0.681378,-4.952374,-2.035624,0.282668,1.849602,-4.11117,3.202385,-2.032073,2.793858,1.427286,1.64721,-0.96375,2.586282,2.532303,-0.160621,0.46176,1.186967,0.863448,0.03613,1
1.101013,-3.913952,0.584039,3.579498,2.510377,-0.799935,0.607258,-3.180681,-0.319138,1.813249,1.911864,-0.803552,0.699589,-0.108036,-0.420249,-2.047109,0.501504,0.169004,-0.570883,-0.503204,-2.937235,0.15295,-0.188597,0.193643,-0.718389,1
-11.382954,-4.446092,5.03648,-4.502236,-2.711104,1.086283,-2.472897,1.151059,1.974619,-0.547926,0.98527,1.698251,0.253442,0.694922,-1.531078,1.199976,0.885487,-1.221149,-0.051941,0.653359,-0.971085,0.161643,-1.395817,-0.610115,-1.153968,-1
6.38369,-0.121845,-2.862137,1.113269,1.522447,0.641029,3.993508,0.936344,1.017968,1.144549,-0.488536,-0.131598,-1.212614,-3.080736,-0.821202,1.165853,-0.716215,-1.351171,-0.317283,-1.02182,0.884051,0.970053,1.963233,1.851358,-0.563886,-1
-10.590622,0.584278,-0.219471,-0.434699,0.626638,3.213667,0.232097,1.787804,0.214459,0.487866,1.991586,-1.344621,1.522133,1.261298,1.629709,0.671834,-3.388657,0.701817,2.333871,0.209767,-0.831258,1.695421,-0.985411,0.259153,-1.130763,-1
4.37842,2.568239,-0.655406,-0.193958,-1.325218,0.195067,-0.315712,-0.86644,-1.452554,-0.303631,0.083514,0.161744,0.742807,0.569731,-0.427286,-0.731217,-0.054458,0.74373,0.65679,-0.518942,-1.105466,1.346119,-0.159079,-0.077387,-0.79441,1
3.274609,-1.865661,-3.522686,1.596514,-0.823792,-1.870206,2.097418,-1.185812,-0.251932,-1.103464,-0.626145,1.038672,0.401933,1.74595,1.066372,0.585717,0.15221,0.965185,-0.593806,2.031061,0.062982,-1.838354,1.250334,-1.011109,-1.926681,-1
-8.400737,-0.849222,-0.160156,-0.671216,-3.908905,-1.126643,0.065687,0.878046,-0.600104,-0.075877,2.167018,-1.181462,-0.531582,0.761827,1.263718,-0.311822,0.749295,-0.151912,2.232685,-0.955007,-0.909839,-0.439642,-0.086828,0.603322,-1.000144,1
3.208072,2.572921,-1.227598,2.747515,-3.092179,-2.966891,1.6048,1.388827,-3.269395,-1.893598,-0.636277,-0.129817,-0.51992,0.360662,0.853851,-0.989594,0.438387,3.259001,-2.225763,2.092984,2.0745,-2.45641,-0.546642,3.008153,1.071856,1
-3.119045,0.902413,0.703787,0.29747,-2.199393,2.285115,1.745621,-2.137831,-0.148592,-0.660886,0.702502,-2.065722,0.348376,0.631734,0.91705,2.419743,-0.417503,1.162597,0.71264,-0.768591,-0.340475,1.303141,0.732795,0.515701,0.027888,-1
0.911364,-4.540411,4.572106,-0.022914,-3.415132,1.394102,-1.023985,-3.160748,1.773513,0.010583,-0.004955,-1.939257,-3.560081,2.207143,-0.177687,-1.852271,-0.32812,0.518381,1.172927,0.022691,0.291255,1.203458,1.986836,0.060416,-1.2198,1
-4.590999,-1.90578,-5.770606,2.75452,0.433977,-0.002939,-0.833757,4.246346,0.184968,5.164135,-1.460613,0.95285,-2.979373,1.009103,1.07197,0.96246,-0.969062,-4.128668,1.404511,-0.021914,-0.821855,-4.441902,-2.241516,0.815679,2.671255,-1
0.43034,3.868062,-1.026724,-2.219595,0.469589,0.043361,1.084894,-0.791896,-2.960094,-0.875429,0.080184,-1.305669,0.585432,0.75136,-0.897913,2.817461,0.228757,0.937528,1.279693,-1.435597,0.008493,0.084806,-0.681016,0.061886,1.874452,-1
-10.475281,3.918879,2.437765,3.895315,-0.471412,-2.923876,-2.062527,-0.411246,-1.89437,3.237986,0.016208,-1.870835,2.446741,1.41354,-2.161114,-1.803079,3.393372,-1.891945,0.533945,1.000577,1.876469,-0.233121,1.637422,-0.702258,-0.756833,-1
-1.177436,1.830753,-0.768006,-3.041236,4.224313,-4.596521,-1.315116,-0.838167,-0.700541,2.595339,-0.291485,-0.243372,0.734671,-4.5813,-1.33588,2.602936,1.585799,0.190914,1.979111,1.115097,-0.822996,3.775343,-0.691679,-0.459941,-0.806072,-1
-14.667982,-1.638974,-0.057002,-1.007561,1.50594,1.596093,3.151174,-1.47104,-3.313899,-1.235032,-0.156514,-3.256861,1.109107,2.446021,2.542788,-1.042235,1.168864,-0.98116,-0.718089,-2.63017,1.072582,0.825141,-1.328295,2.020427,-0.327818,-1
-1.652324,-0.341099,0.009152,-0.473951,-2.578726,1.281285,0.752956,1.108726,1.124049,1.071503,2.070609,0.31684,-1.138091,0.32605,0.343741,1.043331,0.133801,0.407134,-1.243514,0.331376,-0.223193,0.121126,-1.290694,0.135704,-2.098562,-1
0.130825,-1.079978,-1.296912,-2.286609,-1.6918,-0.967549,-2.675371,-1.927823,1.087074,0.551218,0.502204,-1.444408,1.048809,1.235724,-0.195594,1.193425,0.496401,0.0355,1.366849,-2.155327,0.449981,-0.190219,-0.597877,1.159202,1.360531,1
-9.128528,-3.740408,-1.763448,-2.070976,-1.145731,-2.534527,2.82125,-1.290853,1.499912,0.454543,-2.738259,0.012743,1.014249,-3.786303,-0.790051,-2.170948,-2.802374,0.724716,1.621424,0.017353,-3.088294,-0.47949,2.483096,1.431724,1.258612,-1
-9.537699,1.59039,3.893225,5.105388,-3.351458,1.374505,0.625381,0.488337,-0.553025,0.533393,0.407414,-0.183705,0.278452,-0.366903,-0.787393,1.61366,-2.833707,0.299797,-1.305533,2.605447,-0.615296,0.105603,-0.457491,0.763608,1.166027,1
5.128467,1.106767,-0.831109,-1.940444,1.416188,1.41697,0.93384,0.283922,2.664096,1.550976,1.456419,-1.123378,0.353071,-0.349536,-0.410766,1.583829,-1.014744,0.057292,-0.381885,0.929971,-0.995631,-0.18772,0.479005,0.742075,0.122034,-1
-7.561477,-0.86417,-3.697062,-1.069757,3.413925,-0.990454,0.975704,2.46883,1.197979,1.821112,-1.943827,1.140494,1.448633,1.618083,0.123624,1.041209,1.244518,-1.02913,1.869687,-0.593238,0.749211,-1.082414,0.729536,-2.28386,1.128994,1
1.896414,-2.137516,0.318251,-0.831356,-1.904334,0.453033,3.01333,-1.044645,-1.199101,-1.32158,-3.000569,-0.600692,0.807766,-3.365872,-1.45015,-4.257276,1.854511,2.693696,-0.620029,-0.874881,1.520937,1.523863,0.110856,1.339238,0.007111,-1
0.739267,-1.26656,-3.022034,3.481925,2.534167,3.101646,5.56265,0.55086,-0.758531,-1.120393,0.013447,3.057926,3.000619,-1.916969,-1.189339,0.931144,0.346779,0.821627,0.71654,2.269037,0.409529,1.271134,-0.611148,1.23083,-0.957505,1
3.652864,-2.721355,-1.490095,1.004239,-3.719309,1.959516,-2.148538,0.138637,5.059714,0.666665,-0.156295,-4.762214,2.114564,0.348485,2.618502,-1.386037,-0.354538,-2.003337,-0.138102,1.129681,0.269479,-0.11754,4.670693,0.565768,0.337529,1
6.751602,4.903224,2.062153,-1.370818,1.930293,2.186259,-0.827644,-0.984968,-1.574311,0.00376,-1.052058,-0.359901,-1.34311,-0.696061,-1.172855,-0.883806,0.144402,1.586805,-0.147686,-1.160633,-0.990962,-1.107504,0.655176,0.355714,-0.257511,1
-4.817691,4.616496,-3.933541,1.542694,0.747478,0.764992,-2.844126,1.4515,-1.522518,-0.077374,0.794285,-1.247816,-2.034296,-0.948211,0.316164,-0.019134,0.295512,0.739841,-0.77773,-1.395795,1.313286,-0.887473,0.573604,0.716013,0.00861,-1
-7.040477,-10.601435,0.307287,1.279563,0.62822,-1.653297,-0.537652,-2.733358,-3.731763,-0.278473,2.992413,0.691598,-4.693961,0.721621,3.003947,1.95325,-2.255057,-1.653504,-2.333712,3.035179,-0.389477,1.201575,1.232609,-1.524015,2.209803,1
-1.444579,3.173201,-4.123152,-4.248916,0.675685,-0.779332,-0.704778,-2.091018,-1.208808,-0.935502,0.188299,0.731802,1.162786,-0.508649,-0.764905,0.373062,0.066848,-0.528453,0.03668,-0.960284,-2.951021,-0.219196,-0.157229,1.050033,0.232667,-1
-5.552494,1.186833,2.209137,4.78081,-5.690494,2.100326,-1.797828,-0.110274,-0.884249,1.217457,2.132136,-0.032653,0.152737,-1.098679,0.803091,-0.384516,0.431483,1.117009,-0.438597,-0.303592,0.992445,0.608269,1.634517,-0.030906,0.098083,1
1.939821,4.031786,-0.986043,2.979033,0.234901,4.733297,0.620893,0.073355,-1.005243,-1.112757,0.823055,0.714579,0.285381,2.091922,-1.644433,1.083515,0.259472,-0.592717,-1.07082,-0.245198,-0.087914,-0.623513,1.033654,-1.245928,1.433666,1
-2.047607,-1.317277,-1.974103,2.543885,5.862965,1.231861,-3.867186,0.390891,-0.276363,2.553732,-1.612379,0.049858,2.817908,1.786331,2.316414,2.458457,3.454108,-0.019704,1.277136,-2.073784,-0.722381,0.995509,1.156108,1.077981,-0.171346,-1
6.138946,0.797172,-4.199986,-0.966365,0.64911,-0.721787,-1.367848,0.743089,-0.16194,-0.563977,1.273838,-1.205792,0.723361,-0.616631,-0.954816,2.511911,-1.289161,0.218708,-0.502808,0.196002,-1.118447,-0.895116,0.899422,-0.816127,0.590736,1
-2.628297,3.956895,0.41007,5.00171,-1.147871,-2.49661,0.500159,-0.065822,-0.517687,1.467707,-4.498188,0.269375,0.392393,2.223007,3.151941,1.702665,-1.385068,-0.377009,1.252993,-1.816609,-1.048922,-0.383035,0.844604,0.486343,0.113299,1
-9.945299,0.416571,-2.724431,-2.648005,2.899623,-2.498404,-3.864059,0.956847,-2.978317,0.957729,-4.021117,1.460838,-2.228032,-1.883471,1.385337,-1.062745,-1.998773,1.373159,-1.254949,-0.784634,-1.756618,2.368485,1.064516,0.941681,1.56936,-1
6.064769,-1.418104,0.000532,-0.22547,-1.225798,0.628258,-1.883802,3.897528,-3.023605,3.29798,-2.131988,-2.760974,-0.360127,-2.661339,-2.375242,0.187433,-0.991618,2.909295,1.32691,0.273142,2.467179,-0.88318,-2.346283,-2.702343,-0.152616,1
-2.731913,0.417449,5.766258,1.523241,0.752301,-1.758134,0.124011,1.098443,1.267828,2.683892,-0.074149,1.507921,-0.435347,2.761068,-0.136975,-2.21277,-0.110846,-0.780536,1.151613,2.430364,3.131952,1.698719,-1.29344,1.484086,-0.354681,1
-7.495181,3.736147,-0.589327,0.737351,2.210235,3.112964,-1.710976,0.226097,1.579741,2.503407,-0.853025,-0.141997,-0.737103,-1.036854,0.147636,1.516882,-0.627499,1.272158,-0.771541,1.368408,1.511672,-0.826041,1.238298,-1.70789,-1.711452,-1
3.306281,2.232264,-4.12823,-2.118674,-0.922888,2.048551,2.786575,1.653699,-0.81162,-1.369762,0.772023,0.261352,0.63127,-1.293402,-0.376808,-0.944108,0.153223,-0.250291,-0.216168,-0.790222,1.294682,-1.405127,-0.142482,1.6105,2.991853,1
1.003634,1.222207,-2.601035,1.298215,-2.228744,-0.263513,1.548355,0.800128,0.887133,0.197136,0.762619,-0.318068,-0.349134,-0.023559,-0.968563,0.849471,-1.148198,-0.520883,1.194989,-1.327679,-0.14854,0.384566,-1.28054,-0.021952,0.500017,1
-2.657005,-1.451171,4.234971,5.124571,-1.477715,1.576711,1.170426,-3.018945,-0.448491,0.584341,-0.222021,-1.221582,-0.304695,-0.372151,-1.552919,0.230815,2.705608,-2.017118,-1.156513,1.164509,-1.869634,-1.696256,1.32537,-2.520504,1.612981,1
0.961182,1.144304,-3.779202,1.262936,0.525808,0.685567,-1.499199,-1.018926,1.885467,0.024817,-0.411115,-2.635617,0.042518,-0.265749,-0.434284,-0.933708,-0.536731,-2.375781,-1.593177,-1.84866,-0.247562,0.128698,-0.617317,0.11588,0.644532,1
0.604161,1.039151,-2.874715,-2.453759,-1.874093,-2.51552,-1.307936,-2.263443,2.344359,0.724909,0.387222,-0.122035,2.12773,-1.365607,0.743419,-3.3273,2.183005,-0.647473,2.474782,-2.17269,0.206363,-2.202629,1.618452,-1.11238,-1.108086,1
8.854123,-1.163786,-0.662861,1.948895,1.977163,2.579053,-3.994078,1.625866,-0.948064,1.165087,-1.768282,1.296344,1.145194,-1.46114,-1.29868,-1.499825,1.072629,-0.043468,0.138519,-0.668781,-1.182507,0.28526,0.296183,-1.766225,-0.202371,1
3.97975,1.527912,3.287769,1.626475,2.562878,-0.655746,0.576404,0.789884,-1.765166,-1.530798,0.203333,0.974543,0.948524,2.344957,1.104111,1.533682,0.944971,0.314823,1.487237,-1.932858,0.370673,0.134594,0.899626,0.760693,0.575266,1
2.986656,6.010473,3.050395,0.439736,4.298724,1.92941,-0.696998,-0.03826,-0.539762,-0.010714,3.240589,0.847667,-0.36264,-0.412121,3.258148,0.001581,-1.747099,-0.855069,2.618109,-0.706753,0.088574,2.857677,-0.763956,-0.875216,-0.434617,1
-15.362002,-12.750333,4.768642,-7.450857,0.115395,1.247809,2.576278,1.132604,-4.098179,-1.71525,-4.854242,-0.399904,0.928732,-0.828614,-1.243041,-2.380813,0.037482,-3.797536,0.98905,-1.151423,-1.971981,-3.096103,0.510664,0.2218,0.988895,1
-8.701117,-1.054645,1.947944,4.70223,-3.685305,1.660908,0.580842,-0.171516,-0.238139,-1.250646,0.832246,1.552156,-0.021798,-0.08577,-0.845128,-0.206455,0.250835,-0.235954,0.441936,0.117408,-0.00173,1.756341,1.059735,1.985938,-0.836553,1
-6.323672,2.621732,3.928993,1.475814,2.407486,-1.043054,1.71159,3.800675,0.971313,0.956752,-2.210576,1.214462,-1.967152,0.505186,1.288597,-2.343374,-0.095819,1.780934,-0.438452,0.326005,-0.08908,1.657124,0.24898,-2.078608,0.644721,-1
-4.899944,3.690042,-3.816534,-0.183986,2.452928,0.150388,2.48416,0.342431,-2.524622,0.132799,1.136929,0.142316,-1.929118,0.937742,1.082241,1.723646,-0.337042,-1.16217,1.091166,-0.160786,2.095032,-0.053479,-0.134444,0.502397,-0.363464,-1
2.948347,1.08975,1.064995,0.444967,-2.740056,-3.052067,-0.003994,-1.052251,2.00226,0.260712,-0.395125,0.697866,-0.293229,1.678126,-0.729678,1.486882,0.023187,-1.343636,0.31182,0.260093,-1.379286,0.509292,-2.071344,0.816862,0.945821,1
-1.35643,0.061629,-1.969388,0.159079,-0.221884,-1.935766,-0.219999,-4.330668,0.995898,2.471937,1.658917,2.341382,2.79927,1.608124,-1.081442,-2.09968,-0.077745,-0.387756,-1.310588,0.57922,0.309004,-2.285823,0.503055,-0.112305,-1.101418,1
11.180506,-3.870278,1.589012,-3.40664,-2.415762,0.279318,-0.143517,3.615764,-0.553479,1.744373,1.879789,0.039806,1.787636,2.247935,-1.018486,1.27074,2.327629,2.596093,0.921361,-1.150569,-1.110463,-0.963573,2.452744,-3.11921,-1.175084,1
5.489574,5.304944,-0.182376,-0.92591,3.08186,0.481635,2.648682,-3.24823,0.54158,0.710465,-0.010143,1.991185,0.025424,-3.349573,1.285922,0.503979,-1.737229,-0.256165,-2.494517,-0.551804,-0.645872,-1.096705,-1.125956,-1.31965,-0.315758,-1
-4.729756,-1.757909,-1.868714,-4.26796,-0.2217,2.180639,4.179411,-1.35832,0.935102,1.793413,1.130142,-0.385826,2.593996,0.827802,0.77737,-2.511546,-0.426146,-1.266979,-2.790861,-0.665072,-1.17927,0.284085,0.20889,0.572719,2.130034,-1
-0.875859,3.348369,-0.096303,-0.674295,-0.135523,0.644821,0.194666,-0.855227,-0.336733,0.796371,0.284771,-4.778152,-0.959359,-0.403437,-1.736655,-0.512732,-1.520197,-0.318689,0.83566,-1.00388,2.21564,-0.474556,0.784475,0.544258,-1.008837,-1
-8.655018,1.721163,-2.837792,0.522659,2.50941,0.867412,-4.871452,-0.347202,1.634106,-1.474183,-0.110399,1.14526,0.548221,-1.607357,0.054248,-0.393559,0.386048,-0.052578,2.054559,0.217903,-0.519141,0.409756,2.510861,1.151575,-1.77402,-1
7.762939,4.668865,-1.127886,-2.209422,0.050582,0.316884,1.008371,-0.685226,-1.517347,-2.905269,0.308654,-0.878555,-1.052624,1.225469,-2.867036,-0.579953,0.375979,0.388688,-0.169289,1.078224,-2.713335,0.866632,0.147355,-0.268935,-1.475524,1
-10.200653,2.024539,2.251427,5.588754,-0.413329,-1.332313,-2.026414,-0.7988,-1.455086,1.15482,-0.472169,-1.022026,2.340616,-0.065429,1.653781,-0.197644,-0.212319,1.349108,1.998306,-0.357937,0.644566,-3.425596,2.12666,0.850293,0.652382,-1
18.128511,-1.159265,4.508307,-0.630642,4.346507,1.41355,-0.651628,-3.882833,-1.494938,-0.460387,1.431341,0.642976,1.005122,2.563451,0.691289,-1.662361,-1.344146,0.55298,2.234645,0.521577,-1.875948,-0.366911,-0.004952,1.534833,-0.382185,1
26.615713,-2.136531,0.478825,-3.928471,1.563543,1.821486,1.728446,-1.032266,3.31592,4.718743,-1.857257,-0.592151,-0.207134,1.418159,0.613551,-2.083938,-1.935555,1.4101,-1.657491,1.073243,-0.025957,2.765268,-0.557671,1.521375,0.178063,1
-2.582989,-3.269558,5.400753,0.323347,-3.306334,0.610937,0.525134,2.308227,-2.200318,-0.305031,1.134357,2.376607,-0.358467,-0.960664,1.840437,0.459395,-0.798875,-0.337022,-2.07911,-1.231662,-1.359634,-2.155833,0.212327,-0.780924,-1.451654,-1
5.562978,0.451104,-0.294827,-1.41049,1.623467,2.140444,0.552223,-0.278239,1.283934,-2.066112,-1.590428,-1.684476,1.289397,0.252963,1.565581,-0.286524,0.775089,1.27525,1.083811,1.144081,-2.207562,-1.693764,-2.237685,-1.65491,0.317314,1
-5.920387,3.698895,-0.315002,3.009942,-2.255552,-2.425994,1.126418,2.542158,2.701821,0.603914,-0.491579,-1.157227,0.04125,-1.294609,-0.987154,0.881503,-1.171569,-0.709986,-0.904769,1.080576,-0.915018,-0.17899,1.098492,-0.38224,0.205542,-1
-11.351252,4.005267,-2.796799,-0.884864,-3.480446,-1.767955,0.317259,-1.962961,1.181812,-3.701461,-0.705219,1.722739,0.914461,0.246801,-0.208,-2.140846,-0.788015,0.775359,0.007127,2.051704,-0.19271,0.949645,0.495132,-2.870194,1.651868,-1
0.89353,0.845257,-1.502035,-0.105077,-0.35604,-1.737992,1.386553,1.162508,2.524359,-0.845622,1.778489,2.821255,0.914907,-0.991259,-0.786459,-0.176314,0.44813,-2.007152,-0.778157,-0.900604,1.345161,0.943604,-0.656821,-1.373445,-0.069693,-1
9.714624,1.009093,-0.832267,-0.750067,0.147795,-4.0216,0.97497,-0.826521,0.919909,1.258894,-0.805635,-0.582011,-0.976678,1.66395,-0.031427,1.574366,-0.508917,-1.702332,-1.261497,-0.154786,-0.533807,0.50997,-0.086661,-0.058154,-0.698753,1
2.682109,0.808609,-3.306854,-2.458537,-0.6674,-1.703184,2.157453,0.929808,0.124546,1.324899,1.373472,0.301648,0.992534,2.363274,-0.088001,-1.177949,0.852475,0.402195,0.059898,0.533949,-0.572201,-1.599222,-0.862729,0.5031,-0.54203,-1
3.854944,2.469972,-2.235888,1.182908,-2.137624,1.619269,-0.281582,1.288802,-1.119034,-0.887722,0.63304,0.799691,-0.662545,-1.311721,1.225956,-1.028168,1.388023,0.089916,-0.969285,1.417452,-1.69771,0.818606,-1.228554,-1.222716,-0.190568,1
0.175169,4.707964,1.774739,-2.38532,4.143228,0.309045,-2.0378,0.878149,-0.500413,-2.296111,-0.913561,2.379984,-0.38637,-1.257181,0.285524,0.984124,1.452861,2.018563,-0.469562,-0.017593,0.983969,-0.99777,0.305607,3.7248,-1.84351,-1
-3.74212,3.310666,0.069823,-3.735794,-0.30541,-0.361896,-1.632646,0.674284,-3.188239,0.935726,1.864922,2.379376,-1.555346,-1.650149,-0.498778,0.760186,-0.261561,0.11877,-0.687464,-1.562769,1.714244,-0.690737,-0.286627,-0.881098,0.218697,-1
5.187975,-2.253187,-3.381891,-3.136041,-3.739657,3.544504,-2.30155,2.853836,3.812133,2.819364,1.316085,-0.342996,0.195537,2.170314,-0.44106,-1.944623,1.64399,-0.302304,-0.381547,-0.271968,1.641239,2.457568,-1.098401,-1.646214,2.147955,1
2.11692,-1.292867,-0.746451,-2.171812,-3.128427,0.117967,1.242058,-2.750668,-0.035111,0.068938,-0.845661,-1.470091,0.633224,1.136394,-0.796484,1.041258,1.374746,1.525941,0.435202,0.249173,-1.477792,0.572885,-0.055167,1.802713,-0.458026,1
1.750935,-2.838417,-4.612522,2.031227,0.341551,5.915044,-3.047342,1.245843,-1.89525,2.302803,-1.454062,0.279906,2.109186,1.412684,-3.818247,-1.728378,-2.086649,1.656545,0.412186,0.341082,-0.711371,-0.75874,-1.886076,-0.897747,-1.787838,-1
9.85039,4.565835,5.814534,3.813897,1.011743,1.701425,0.78548,-1.118754,0.27964,-0.326221,-0.679929,0.539535,0.177887,0.75059,-0.182272,-1.134564,-0.222713,-1.039196,1.580245,-0.45778,0.091567,0.115254,-0.81319,-0.369595,1.11478,1
-6.681023,1.604581,1.995206,-0.809575,-2.912198,0.316293,-0.750317,-0.916755,-0.868044,-0.623425,0.474384,-0.608502,0.093678,-0.553607,-0.147277,-0.064634,0.884119,1.065806,-1.537688,-1.232778,0.388805,-0.336479,-0.148741,1.023392,-0.494891,-1
0.096059,1.835419,1.527536,-0.695492,-0.496498,-0.291787,-1.812482,-0.192062,-0.022182,1.241412,-1.177387,0.77859,1.066104,1.275026,-2.723886,-1.053182,0.766987,-1.06653,-0.040942,0.97248,1.045077,1.39002,-0.294864,-0.492511,1.31243,-1
-0.262921,-5.848245,-7.435433,10.139985,-3.060156,2.409828,1.50454,-9.461259,-1.622784,5.192279,1.304421,3.885071,-3.694621,-0.488022,-3.624494,-2.291081,-4.108155,1.805442,4.490505,-0.602379,2.319127,-2.966539,-2.643975,0.442592,-0.952888,1
5.846263,4.216214,-0.435331,-1.541903,1.095656,0.700092,0.070162,-1.341677,-1.038127,-0.014081,-0.48792,1.225561,-0.194827,-1.578401,2.315506,0.091327,-0.165369,0.938674,0.596747,-0.842003,-0.804151,0.608299,0.07103,1.212803,0.406095,1
