@attribute '0.189Feature112-0.189Feature75+0.179Feature46-0.17Feature106-0.159Feature72+0.158Feature34-0.153Feature39-0.152Feature42+0.15 Feature74+0.148Feature91-0.145Feature17+0.138Feature9+0.132Feature124-0.131Feature137+0.13 Feature161-0.13Feature59-0.126Feature163+0.126Feature135-0.126Feature151+0.125Feature25-0.124Feature111-0.122Feature148+0.122Feature83-0.12Feature15-0.119Feature33...' numeric
@attribute '-0.261Feature67+0.231Feature75+0.223Feature65-0.212Feature73-0.204Feature103-0.198Feature12+0.175Feature8+0.171Feature48+0.17 Feature74+0.168Feature49+0.159Feature40-0.138Feature108-0.135Feature20-0.134Feature66-0.129Feature90-0.129Feature146-0.125Feature111-0.124Feature106+0.122Feature81-0.118Feature120+0.115Feature1+0.114Feature159+0.111Feature2+0.108Feature55+0.108Feature107...' numeric
@attribute '-0.272Feature44-0.25Feature37+0.218Feature46+0.19 Feature47-0.183Feature40-0.18Feature103+0.168Feature69-0.163Feature1+0.16 Feature15-0.157Feature2-0.148Feature25+0.148Feature106+0.141Feature91-0.137Feature73-0.134Feature3-0.134Feature100-0.129Feature22+0.125Feature64-0.122Feature109-0.116Feature16-0.115Feature94-0.115Feature18-0.112Feature43+0.109Feature13+0.105Feature93...' numeric
@attribute '-0.226Feature114-0.211Feature23+0.204Feature49-0.18Feature69-0.171Feature38-0.149Feature105+0.144Feature43-0.142Feature95+0.141Feature93+0.134Feature15+0.133Feature2+0.129Feature156+0.129Feature130-0.126Feature17-0.125Feature12+0.122Feature155-0.121Feature27-0.119Feature101-0.116Feature73-0.114Feature117-0.112Feature3+0.111Feature77+0.11 Feature5+0.109Feature52-0.109Feature14...' numeric
@attribute '0.327Feature73-0.252Feature70+0.234Feature42+0.22 Feature1+0.216Feature43+0.206Feature2-0.191Feature40-0.172Feature71+0.168Feature74+0.16 Feature6+0.147Feature46-0.144Feature20-0.14Feature111+0.138Feature49-0.136Feature4+0.127Feature5-0.126Feature119+0.122Feature68-0.121Feature93-0.12Feature37-0.111Feature110-0.111Feature69-0.11Feature38+0.108Feature28-0.107Feature7...' numeric
@attribute '-0.272Feature69-0.19Feature47+0.183Feature40-0.183Feature66+0.177Feature64-0.166Feature46-0.165Feature70-0.157Feature1+0.154Feature74-0.147Feature2+0.142Feature10-0.141Feature90-0.139Feature26+0.138Feature3+0.124Feature14-0.123Feature130+0.123Feature91+0.121Feature43+0.117Feature65+0.117Feature92-0.116Feature21-0.116Feature39+0.11 Feature111+0.109Feature25-0.108Feature107...' numeric
@attribute '0.278Feature64+0.18 Feature48+0.174Feature2+0.173Feature95-0.173Feature6-0.171Feature63+0.164Feature1-0.163Feature14+0.158Feature68-0.158Feature8+0.156Feature17+0.155Feature41-0.152Feature39+0.151Feature104-0.15Feature105-0.148Feature29-0.147Feature66+0.136Feature74+0.132Feature67+0.131Feature13+0.131Feature9+0.123Feature7-0.121Feature92-0.114Feature107+0.113Feature38...' numeric
@attribute '-0.24Feature39-0.2Feature74+0.192Feature72-0.189Feature42-0.168Feature67+0.157Feature45+0.153Feature65-0.151Feature110+0.151Feature49+0.148Feature21-0.139Feature47-0.135Feature6-0.135Feature64-0.132Feature5+0.128Feature43+0.128Feature134+0.127Feature163-0.126Feature147+0.124Feature56+0.12 Feature44+0.12 Feature85-0.12Feature19+0.12 Feature104-0.119Feature15-0.118Feature150...' numeric
@attribute -0.311Feature71-0.295Feature63-0.273Feature38-0.248Feature5+0.226Feature69-0.22Feature37+0.211Feature75-0.211Feature10-0.186Feature6-0.175Feature47+0.157Feature44+0.145Feature25-0.124Feature68-0.122Feature3-0.117Feature107-0.116Feature64-0.116Feature16-0.108Feature90-0.1Feature134-0.099Feature36+0.099Feature164+0.098Feature86+0.097Feature101-0.095Feature94-0.092Feature4... numeric
@attribute Class {-1,1}

@data

9.445943,5.317868,-1.72034,-0.898781,-0.851904,-0.744673,-1.877105,-0.426506,0.083157,-1.72351,-3.783963,0.006592,-0.357834,1.708764,0.854734,0.374481,1.680659,0.960804,0.454539,2.292598,-2.96688,1.159382,-0.066894,2.019072,-0.911403,1
-2.292195,4.568586,-1.237096,-1.376406,-1.141271,2.959008,3.383051,1.073586,-0.836092,1.019711,-0.488587,0.572304,-2.351477,-2.357923,1.088256,-2.334917,0.781882,0.014487,-0.842689,-0.162464,-2.619802,0.299959,-2.83043,0.682908,-0.090219,-1
3.831989,0.849214,2.48671,0.564165,-2.519531,-0.733742,0.639104,0.102524,-3.115236,1.791647,-1.639994,1.143856,0.783345,0.858748,1.311362,0.184735,0.146678,2.250074,-1.860087,-0.660776,1.347509,0.241763,-0.435826,-1.349352,3.186944,-1
6.319633,3.092928,-0.880283,-2.219971,1.312084,1.656082,2.498252,1.292671,0.939756,-1.172197,-1.569417,-0.465482,1.253485,0.497265,2.014193,0.545611,0.016466,-1.884704,0.575862,0.92658,-0.013347,-0.423417,-1.564213,-1.16561,1.371995,1
13.560517,-5.546814,-2.024676,3.068691,-3.824721,-1.538452,0.656807,2.687317,0.528644,0.215016,2.55449,0.403267,-1.750029,-2.423722,-0.957522,-1.406038,-2.4569,-0.905105,3.993432,0.326148,-0.210812,0.199798,-0.595948,0.061845,-1.595608,1
0.055761,3.544151,0.786967,1.583768,-2.840178,-0.391882,1.477097,-1.832437,1.138178,-2.242388,-1.250777,-0.55399,-0.274321,1.744239,-3.292624,-1.012686,0.773821,-2.316755,-1.210965,1.552456,1.364309,-0.745061,-0.738465,-0.183801,1.336237,1
4.162791,1.577087,-2.241753,1.566866,-1.676591,-2.496249,1.643932,-0.240858,3.794587,-3.134727,-3.678663,-0.894825,0.733357,1.49765,2.056014,0.988453,-0.020373,0.886052,-1.027349,-0.43992,0.97608,-1.228527,0.14517,-0.427245,-3.817605,1
7.306947,1.746646,-0.737731,-2.052436,0.323304,-3.215371,-2.480195,-1.575712,-3.276886,-0.691538,3.697616,0.37474,0.903087,1.293159,-0.768308,-1.226898,-0.939715,-1.140995,0.989509,1.306556,-1.922615,-0.198025,-0.900934,-0.019203,-0.270823,-1
-5.378049,5.782558,-0.707648,0.328564,1.023156,1.337565,-2.337416,-0.446485,0.071352,0.705909,0.009288,2.522523,-1.680867,-0.169403,2.195705,1.076566,-0.286068,1.786495,-0.902761,2.059586,3.260274,-0.469242,0.020889,-2.330155,1.306216,-1
-3.586041,1.884582,-0.041411,2.681019,-1.087872,2.959349,-1.348991,0.680326,-1.759116,-0.717198,-0.741582,-0.737694,1.426631,0.057379,0.320677,0.150703,-1.759867,1.448828,-1.181564,-0.146338,-0.49679,-1.017892,0.240991,-0.416602,-1.861729,1
-0.352022,-4.889325,-0.095326,-1.672982,0.578831,-0.285922,2.303799,1.733724,0.724481,-2.303739,2.155663,1.539212,-1.379092,-0.05242,-1.143516,2.627627,0.8724,1.201082,1.103429,-1.179142,0.194281,0.517767,-1.884763,2.089586,1.244114,-1
11.717895,-2.007467,-1.340551,-0.302811,1.003264,3.062401,1.404231,0.250431,-0.170295,0.387069,0.465597,-0.966006,2.474295,-1.256357,-0.677,2.663556,-1.866931,-0.905411,0.165358,-0.555812,-0.295012,-0.27469,0.20788,-1.700088,2.44356,1
-5.560038,-0.374925,-4.038586,6.422924,1.189222,2.211953,3.37034,-1.414873,-0.900652,-0.018824,-2.225204,-3.756624,2.057232,-2.87774,-2.953314,-2.953952,0.383192,-5.499839,3.282698,1.240811,2.036362,-0.781101,-2.152577,-0.648252,-1.562382,1
19.458655,-5.996882,-7.180696,0.617599,-2.437065,-6.444053,1.684647,0.806619,-4.183992,-0.18395,-1.133384,-5.085116,0.333958,-1.897109,0.755895,1.751848,1.292861,0.816602,-0.450697,1.412107,0.613678,-1.273828,-2.484851,-1.831126,-0.708906,1
3.658135,1.915063,-0.753283,-1.274729,-2.527904,-4.931018,-2.622117,-3.239051,1.027173,-1.516241,-2.041869,-0.535179,0.383825,3.478529,-0.30441,1.281067,-1.184089,0.222456,0.288846,2.704167,0.82703,0.646199,-0.405262,-0.504903,-0.280265,-1
-1.665274,0.734111,-0.647962,-0.782214,-3.430273,-0.43186,0.341814,0.011271,4.057395,1.611906,0.970478,0.994775,0.330758,-0.122348,-0.602919,2.343815,0.563024,1.106123,-0.649245,-1.057001,-1.349965,-0.794962,0.247201,-1.406169,0.642315,-1
-4.335491,2.108975,3.004148,4.341048,7.291549,0.338939,2.001654,2.369745,1.056008,-0.24401,-1.975898,-5.789975,3.269455,3.516359,0.463314,-4.894097,-1.629882,0.90469,-4.272055,-1.586877,0.341004,0.363856,-1.491183,-0.248198,-0.151126,1
2.410304,-6.39076,5.525951,0.241477,-1.345415,0.392594,0.733294,1.592699,-0.270758,-2.393023,-1.200928,-0.172829,-0.895354,2.047563,-1.189119,0.229305,0.522301,-0.103626,0.593023,-0.392408,0.049175,-0.444428,0.314057,-2.022693,-2.07296,1
0.57998,2.299891,2.608517,-0.718673,-3.451767,-1.999983,1.195335,-1.495003,-3.026627,-1.786086,0.069908,-0.157726,0.992242,-0.68973,-0.100049,1.627703,-0.927985,-0.330465,0.047916,1.16347,-2.213838,-0.934623,0.051711,-0.004226,-1.522838,-1
-3.36209,-0.276009,0.674912,-1.458001,-3.657681,1.503022,-2.891293,-1.168582,0.791658,0.431094,-1.836577,-0.574917,1.305127,-0.713084,2.451121,0.526872,-0.101718,0.475677,0.827435,2.803798,0.831943,2.038267,-1.701076,2.403371,1.025682,-1
3.142896,2.032702,-2.335626,-0.906143,-1.577809,0.621422,0.910425,1.442005,-0.984834,2.410044,1.301772,-0.461884,0.287731,-1.801133,-0.344554,-1.072438,1.469798,1.75549,0.956874,0.66249,-0.749519,1.122381,0.325769,0.015747,-1.351434,1
1.067967,0.289672,-3.152078,0.53335,-0.467117,-1.089701,2.223832,4.234499,0.199406,-0.018008,0.084858,-4.143502,-0.639485,-0.905943,-4.107627,-0.418975,1.321009,0.984378,1.517311,-0.661028,2.105734,1.846563,-0.125516,-0.173319,0.184767,1
-7.379725,-3.967269,4.422525,-0.204783,4.495248,1.021308,-0.106526,1.440211,-0.060313,-0.816853,0.515293,-2.768649,-0.68923,4.508378,1.217114,-1.8434,-0.469918,2.395052,0.389794,0.111884,0.217308,0.19486,-0.20377,-0.928103,-0.550462,-1
7.002815,-3.621259,-0.505505,-3.453714,-0.69909,-0.206948,-1.069597,-1.99181,1.048997,0.138606,-1.764497,-1.331717,-1.389449,-0.804726,-1.673008,0.347146,0.678659,-1.177561,-0.90986,-0.797836,0.08907,-2.142087,0.421945,0.267678,0.525824,-1
-2.611584,-3.753881,-2.155286,0.919249,1.675108,2.085814,1.165473,0.414057,0.598346,-2.183561,-0.312346,2.088542,-0.253005,-0.262038,-0.296672,0.010936,-1.08182,0.150266,0.518429,-0.142444,-1.135228,1.182642,1.179303,-1.155372,-0.623316,1
5.970802,1.019973,0.96912,-0.875866,0.19313,2.476674,1.471818,-0.778526,0.447549,-1.72363,0.164228,2.314793,0.05652,2.267781,0.973475,-0.264427,0.219646,0.121518,0.648348,-1.261961,-0.565563,-1.011693,-0.357635,1.74904,-0.024964,1
-15.475622,-4.607894,-7.703173,3.012369,4.85357,3.23307,-3.121878,-1.83969,-0.579009,2.035441,-0.551798,-1.526677,-2.199501,2.690512,2.369675,-0.590571,4.352599,2.767804,0.780129,-1.105109,-1.524195,-2.023849,-2.051948,0.281247,0.244417,-1
-0.669782,-0.373319,2.250167,-4.974988,0.017443,-3.323835,1.556718,-2.43656,0.799141,0.693539,-0.998378,-2.249372,-0.016078,-2.91576,2.965629,-1.715918,-1.536078,-1.314872,-0.192071,-1.135358,-1.571691,0.34013,0.593549,-0.932283,0.713153,-1
4.611732,0.335067,-0.856674,1.04462,-2.166573,3.801006,-2.656812,2.993049,1.672602,-3.19182,0.80778,-1.824722,-2.119697,0.207213,2.285714,-2.035589,2.603671,-0.647798,-1.205576,0.661067,-3.129384,-1.5227,2.520152,0.528914,1.365324,1
-11.517655,-4.056187,-0.576609,0.876471,0.908695,0.327956,0.177578,-1.522,-0.585136,1.387839,-1.151316,-0.279091,-3.337488,-0.307722,0.583469,-0.437556,-1.160996,1.530212,0.735592,1.692141,-0.082834,-0.514581,1.055555,0.035899,1.939675,-1
-9.124604,2.855952,-0.511806,0.156204,4.69293,2.715647,-2.671727,-0.106448,2.419184,0.802315,-0.382123,-0.951724,-0.621574,-0.250986,-1.191061,2.269603,-2.336185,0.992037,-1.667621,2.858916,1.467071,-0.43945,0.438829,0.343645,-1.827932,-1
-0.337257,-0.353701,-0.102827,-2.690849,-1.434997,-2.825054,2.891074,-1.675343,-1.343132,0.159733,0.815226,1.50042,0.465411,-2.139777,0.439282,1.57022,-0.76782,-0.29889,-0.819358,0.125228,0.466718,-0.463543,0.396214,0.121472,0.004797,-1
-7.278436,-0.789237,3.293359,-3.77577,-1.721241,-1.784168,2.432762,-0.545759,-2.202436,-0.67525,-0.243195,-0.273016,0.015581,0.024257,0.428662,-0.086475,-2.349285,-1.026137,1.812081,-1.129359,1.339894,-0.905839,0.157987,0.92211,-1.270776,-1
1.24663,1.039256,1.727531,-2.12996,1.263974,1.136841,-0.538527,-1.145688,-1.263816,0.630819,-1.425184,-1.469919,0.335566,-0.076164,0.344682,1.50781,-0.313126,1.889092,-0.035064,0.429471,-1.229532,-1.593228,0.959407,-1.060175,-1.943133,-1
0.434069,1.303635,-1.850289,0.825512,-0.931812,2.454878,-2.786999,-1.195496,0.731531,-2.745857,2.131005,-0.694408,-0.015167,3.383311,-1.302866,-1.566462,-0.129972,-1.234346,0.478197,2.720839,-2.399203,-0.935998,1.057065,1.511912,0.146422,1
-3.612958,5.120155,-0.101689,3.70822,-3.863215,3.447821,0.370525,-0.813081,0.592067,-0.658209,-0.587596,-0.30158,-2.33784,0.634242,-2.625802,0.341816,0.234732,0.00277,-1.849514,-1.004802,0.947767,-0.104179,-1.032548,-0.676169,0.904717,1
5.143102,1.033592,-2.342462,-0.972616,5.956601,-1.867761,-2.487736,0.148539,0.452201,4.735546,-2.675106,2.56247,0.392018,-1.855216,-3.072071,1.585166,1.931822,0.902185,-0.447857,0.86935,-0.936535,1.056353,2.375174,-0.778699,1.369931,-1
3.23462,-2.747024,2.396678,-2.058433,-0.651439,0.111005,1.251526,0.499088,-2.712139,-0.525131,0.795393,-2.158104,-0.069828,0.742809,-1.443153,-0.241893,-0.092932,-0.341241,-1.604673,-0.558903,-0.314569,-0.732949,0.221744,-0.693711,0.937319,1
-4.732442,-1.166728,-1.182989,2.333596,-0.818897,0.414098,1.262517,0.249269,0.828199,-0.044536,-0.925395,-1.214135,-2.27821,-1.827301,0.75755,-0.179508,-0.334788,1.244396,1.561014,-2.563661,-1.271564,1.406821,-0.678889,-0.990624,-0.711243,1
-1.620698,1.612818,-1.73855,2.38754,-0.265843,-1.963911,-0.148402,0.079337,1.531742,-1.501986,-1.351321,-5.186649,0.796632,-2.782857,1.847125,0.556051,-0.916379,0.39556,-0.367377,-0.12284,-0.880396,-0.186241,-0.836783,-0.251597,1.522118,1
2.787389,2.700947,0.38472,2.591445,-1.73832,1.68073,1.617414,-1.002283,-1.482887,1.861258,1.809805,1.483661,-1.287532,0.323712,1.232653,-0.682631,0.513939,-2.604376,-3.057792,-1.894164,-0.970203,0.571596,0.274805,0.430066,-0.230402,1
-0.042979,2.0828,-1.502774,-0.822337,1.508961,-5.660889,-0.270122,1.518624,2.314454,-0.985144,-0.174817,-0.088847,0.04482,1.090904,-1.60635,-0.295018,0.579819,0.645483,1.974479,-0.79258,-0.424693,1.371427,2.351168,-0.178698,-0.20166,-1
0.48568,-0.215926,-3.28692,-2.139748,-2.945591,1.84836,-0.421564,1.416589,3.980046,0.885382,-0.51916,1.668176,-3.305273,-0.058248,-1.631693,-2.952845,-0.484706,-0.197138,-1.086997,0.507489,-1.166054,1.378027,-0.541018,-0.78739,0.379894,1
8.668104,1.95015,0.231931,0.360708,0.750932,1.726213,1.890693,-1.653221,0.720693,-3.609295,1.417521,3.627234,2.062855,0.745492,1.169776,-1.812927,-0.494146,1.62578,0.922968,-1.840032,-1.520918,1.050449,-1.414927,-0.106444,-0.007559,1
4.33418,0.824475,-1.158214,2.088982,-0.578834,-0.645445,0.706798,-0.110493,0.482272,0.528772,-0.007292,0.066552,0.700827,1.040578,-0.064471,2.951735,-0.546974,-0.797483,1.247173,-2.525505,0.992914,0.676089,0.971479,0.299504,0.563315,1
5.022298,1.284259,-1.35665,1.183757,1.684565,-3.73026,2.452857,3.018674,1.136405,-1.729197,0.797267,1.151085,-1.192055,-0.356341,0.807871,1.480405,-0.766717,0.397731,0.398604,-0.983138,0.075209,1.298355,0.580427,-0.698832,-0.044059,1
6.462987,-1.258765,1.607069,-1.217659,-3.156297,-0.043058,-0.909581,0.865837,2.328551,0.87725,-2.523338,-0.575149,0.478258,0.373899,-0.777436,-2.534225,0.460428,-1.030017,-0.152929,1.274098,2.623892,1.180082,1.376313,0.393633,0.1192,1
7.683416,-6.062124,1.837818,-2.692924,-2.855711,1.65117,-1.152048,-1.212044,3.914213,-1.318045,2.606901,0.159,-0.739715,-0.996615,-0.715718,0.143859,0.284381,0.449115,-0.61128,-0.613097,0.704031,0.751038,-0.348002,0.680329,-0.40045,-1
3.919261,2.650129,-0.443002,0.434465,-1.166251,-1.808385,-0.653875,1.80889,1.570411,2.56309,-0.447226,-0.031693,0.831509,-0.316843,3.21288,-0.729952,-1.703813,-0.672499,0.445914,-0.043652,-0.614868,0.393967,-1.346502,2.015805,0.769297,1
-4.788304,-0.917691,-0.094251,-0.546011,-2.498156,-1.284411,-1.298573,-0.697952,2.766051,0.578805,-1.763864,-0.588122,0.885098,1.137454,-0.25796,2.309813,-0.813891,-0.100522,-1.223843,-1.778259,0.755552,-1.005067,0.09153,-0.949776,-1.616095,-1
2.415299,2.61495,-1.275921,-2.974526,3.197897,2.439343,0.043963,0.754527,0.808838,-0.546489,1.14174,1.040877,-0.404869,0.213302,0.562441,-0.339298,-0.307987,-0.635195,1.277406,0.579494,-1.403367,0.845415,-0.521,0.728582,-0.082226,1
6.053218,-0.531924,0.45402,3.788268,1.323145,3.110304,-2.646158,0.153511,0.638929,-2.140736,-0.999306,-1.106929,0.023435,-0.632538,0.912494,1.56768,-1.39159,-0.46266,-0.054266,1.045492,-0.241056,-2.547414,-1.350539,0.346855,2.470771,1
-5.98631,3.974119,-2.244055,3.643134,-3.150033,-0.248399,2.355815,-0.67821,0.490476,-1.627459,-1.984972,-1.760633,-0.471198,2.192016,1.223239,0.384472,0.945719,-4.411723,-0.65923,1.30879,3.366409,1.391866,2.467222,-2.462709,0.203163,1
-3.117822,-1.900457,-0.343326,0.028765,-1.12776,2.750012,-0.341824,1.65099,1.045107,-2.057769,0.896221,-1.861793,-1.1028,-1.633932,2.700476,-0.268834,0.886206,0.01625,2.730574,0.804793,-0.248536,-0.568751,-0.975659,0.69177,3.134464,1
-0.121976,1.919087,-0.57161,-1.116479,-2.340012,3.321953,-0.686053,1.792117,-0.980346,0.287155,1.691808,-0.281176,1.163711,-1.126897,-0.167362,-0.182948,-0.876776,-0.028048,-0.430381,1.697351,-1.298182,0.985449,2.003571,-1.163786,-0.34337,1
-5.22397,-0.13331,1.292536,-0.391732,-0.13332,-4.047293,3.063121,-0.164694,-0.159327,1.152532,-2.967245,-2.313732,-1.391507,1.384012,-0.752662,0.383077,2.053901,-0.461779,4.026307,0.898802,-0.470819,1.430168,1.772655,-2.426561,2.014576,-1
4.534507,2.915991,-0.415248,0.658216,0.465135,2.123897,1.004932,-0.586447,-0.824473,0.693091,0.485302,-1.675096,0.809911,1.580965,-0.365896,1.42184,-0.342632,-1.542174,0.620866,-1.62507,-0.853263,0.539909,-0.233492,0.37644,-0.651971,1
-0.913395,3.66515,-1.523684,0.75054,0.411437,0.632704,2.64885,0.17619,-0.02371,1.670058,1.484408,1.180555,1.615032,0.454571,-0.379176,2.31944,-0.558916,-0.127376,-0.292609,0.626804,0.744642,0.982897,-0.403737,0.818471,0.596522,-1
10.484438,-1.862646,0.894635,4.3507,-1.996201,0.994031,0.965772,3.960625,-0.543267,-0.83294,0.248412,0.734714,-1.792227,-1.760268,-1.503411,2.323756,3.729114,-2.040347,-2.833163,0.115019,-0.43139,0.218979,-1.639573,0.562997,-2.375142,1
10.342281,-2.640964,1.296807,4.157997,0.079466,-1.489331,1.948702,0.198264,-2.739967,0.740759,2.041471,-0.063321,-1.967989,0.66643,-0.105616,0.271985,0.022835,-0.499854,0.568024,-1.166562,-1.297704,0.630873,-0.417692,0.181794,0.092949,1
-0.888961,2.870457,-2.735339,0.11475,-0.602903,-2.267887,0.779993,-0.650944,-0.575517,-0.39056,0.608892,-0.117302,-0.35039,-0.70453,1.245548,-0.549066,1.635303,-2.033275,-0.657943,1.178684,0.059371,3.151917,-1.196469,0.051297,0.707852,1
8.60996,-15.548173,-2.066256,5.759597,-0.076447,-4.143733,-8.229457,-2.896631,-1.728719,0.406355,1.511931,5.501773,3.263039,-0.369635,1.392298,0.175979,2.142781,-1.707681,-0.785182,-2.347752,0.763066,0.410495,-0.510137,-0.72937,-1.37689,1
0.111656,4.07542,-1.76873,-4.101415,-0.450608,0.6999,-2.563876,-1.398259,-1.578141,0.896083,0.259107,-1.323412,-2.227958,1.756311,-1.347212,-0.47509,-0.134689,2.79313,-0.501914,-0.522434,1.718725,-0.258584,-0.511105,-0.896401,1.569028,-1
-4.19082,-1.91248,7.643951,0.834719,0.571785,-1.567314,1.727468,0.755264,-1.427691,-0.92665,0.173738,-0.049968,0.095267,0.880553,-0.632674,-2.174144,-0.963274,1.14077,0.561,0.034644,0.588602,0.989583,0.781814,-0.034937,0.222622,1
8.203371,1.896868,2.531894,-0.760295,0.901195,-5.311277,2.34468,-1.317979,-1.966897,0.506716,0.261181,-0.259251,-0.419372,0.016905,0.7917,-2.212868,-1.955228,0.05652,-3.314599,0.140011,1.648719,-1.164406,2.186528,-1.115309,-0.946607,1
0.026956,2.331521,3.092146,-1.422701,-0.969829,-0.288812,-0.627912,0.880101,-3.243702,-0.160611,0.139772,-1.279905,-0.340511,-0.743918,-0.809008,0.307913,-1.556524,-0.35233,-0.79677,0.004661,1.783387,0.172566,0.888376,0.755578,-2.186087,-1
-21.049819,-6.745372,-0.186899,0.087264,3.113751,3.402198,2.546201,-2.392233,-0.721391,-0.416714,0.083466,-0.878846,-0.822595,2.296465,-2.530084,1.914294,0.476434,-0.012131,-1.418601,3.510477,-1.353678,3.784648,2.326327,-1.155566,-0.671111,-1
1.78683,0.392936,5.562865,2.210364,-1.659132,2.372362,-1.556406,2.817748,0.755023,1.220187,-1.407229,-0.196358,-3.598855,0.585789,0.137813,-1.338285,2.050495,0.071402,1.630735,-0.361041,-1.451461,-1.516048,-1.821699,1.374271,-2.361692,1
-11.697111,-0.818032,3.829975,-0.245237,-2.558111,1.279796,0.580694,-0.67281,4.430042,-0.388449,1.800575,-0.000365,1.427885,0.651406,-0.123086,0.574006,-0.778195,-0.88379,2.529229,-1.017101,2.212886,-1.826047,-1.400416,0.301342,-1.458595,1
-1.370035,0.289666,3.547676,-0.922689,-2.987966,0.589343,-1.673134,-1.983634,-1.058245,-0.064472,-2.023446,-0.662167,-0.136317,-0.476958,-2.686553,1.569095,0.694735,0.010478,-0.835667,0.063009,-0.608981,1.847346,-1.38736,-0.696256,-0.212422,-1
-4.49164,2.391998,0.151536,-3.49341,-0.424812,-3.039139,-2.683359,-3.854223,1.77765,0.948703,0.648286,0.282441,1.72534,1.441317,-0.279148,-3.159849,1.023013,0.654126,-3.27186,-0.578478,0.449551,-0.990972,-1.618955,-0.792458,-1.886612,-1
-9.701393,-4.40156,-2.237274,0.530566,3.096312,2.116404,2.81407,0.158738,-1.073437,0.294658,-0.958478,1.851132,1.447222,0.495051,0.525206,-1.039025,-0.564671,1.16391,-0.637325,0.412371,-1.784666,0.930072,0.565806,-1.294246,1.008481,1
0.629347,1.875596,1.344087,-1.656645,-2.086274,-0.47949,-0.305209,0.431765,-1.861642,-0.533767,0.95961,1.469407,0.327875,-2.058927,-1.22499,-0.691289,0.084217,-0.452045,0.229933,0.836719,1.084217,-1.186129,1.163317,0.929813,-0.362549,-1
-2.332989,-4.270751,0.803393,0.108474,1.525924,1.866445,0.617375,-4.871822,0.684541,-0.042875,-1.243452,1.738839,0.495365,0.698096,-0.019657,3.046064,0.213673,0.469405,-1.469205,-0.811352,0.476599,-0.221852,-0.370875,0.945045,0.941346,-1
0.287313,3.684496,1.211558,3.53797,-3.446538,-1.099175,1.934085,0.212471,-1.670685,2.607865,-2.078878,0.478015,1.208031,0.317679,1.056127,-1.088791,-1.76296,0.21909,1.138134,0.638732,-1.148432,2.324092,0.081202,-2.193923,0.079547,1
10.093469,2.30163,-1.105687,-4.14551,0.142021,1.741948,-0.144396,-1.312192,-1.371165,2.771037,-0.476132,1.043323,0.858531,1.02515,-0.262887,-0.737912,0.344523,-0.201378,-0.087097,-1.320231,1.004861,1.627654,-0.759603,-0.514808,-0.219421,-1
1.991898,0.292191,-2.624188,-2.774737,-1.901954,-0.760167,-2.61011,2.474403,1.663126,0.245698,-0.35627,-0.236359,0.087167,0.451132,-0.550504,-2.124103,-0.519058,-1.68179,1.945486,-0.913541,-0.873649,-0.290964,-1.556237,-1.153736,1.176011,1
-6.531172,2.299453,9.164027,1.181235,5.648404,-5.126379,-2.766769,1.225103,0.120795,0.875321,3.057374,-0.797557,0.851199,-0.571856,-1.265431,-1.627742,2.394625,-0.113761,-0.40935,0.603413,-0.047503,-0.890464,0.238028,1.039824,-0.046397,-1
-11.637354,2.029107,-1.269854,4.196732,5.11372,0.896801,2.002412,0.310453,0.097919,-0.475367,2.982381,2.16174,2.018814,0.462608,1.366058,-1.223054,2.114176,0.147144,-0.26109,2.803733,-0.44111,0.370865,-2.017215,-0.47911,-1.394238,1
0.026891,4.677164,-0.017472,-2.50474,-0.160863,0.841043,-1.284335,0.150429,-1.496761,0.117936,1.976866,0.008579,0.71191,1.251169,0.621463,-0.747828,0.715912,-0.872007,0.374771,1.408979,0.737853,-0.136768,-1.498657,-0.461193,0.046407,-1
-2.373216,-6.193263,-1.23522,0.100355,6.692818,-1.661386,1.795248,1.614031,1.463242,-0.661763,-0.870369,-1.178245,0.489494,-2.650292,-1.136596,0.72513,1.222925,-1.843823,-1.990822,-0.288104,-0.547241,-1.0546,-0.075316,1.928603,-1.58321,-1
5.504901,1.667107,8.89535,8.040442,0.218822,-0.506556,-1.469975,-0.696496,-0.008983,2.551477,-2.556626,-0.634107,-0.060327,-2.056262,3.784732,1.499745,0.849762,-0.049279,-1.625479,2.392332,-1.430039,0.631323,-0.744048,-0.225878,0.667742,1
-0.351146,-5.557879,-0.218151,6.259951,-3.506026,-1.157876,-1.114656,2.105355,0.480944,-1.897734,0.409833,2.396256,-1.31169,0.52949,4.406768,-0.80574,0.062367,0.003608,-2.425961,0.545221,1.318978,1.525772,-1.096191,2.235328,0.041798,1
1.743366,-2.334621,-2.614369,1.255932,-2.348513,1.494394,2.989749,-0.546101,-1.373801,1.308322,2.962698,0.50564,3.822213,-0.865676,-0.312139,1.743344,2.725797,1.133843,-2.149647,1.139774,0.940966,0.032633,0.764281,-0.34253,0.589597,1
0.314001,3.478211,-0.579124,1.380859,0.952801,-3.014684,1.604712,-1.170312,0.334772,1.108831,0.538816,-1.613832,-0.165606,-1.016166,0.557126,0.248594,-0.034685,0.356305,0.450407,-1.793611,0.194389,0.479363,-0.041078,0.687186,-0.105855,-1
-0.934955,5.359405,-2.189872,-1.485402,0.773584,1.358848,1.429974,-2.156342,-2.097249,0.750668,-0.353166,0.029678,0.306583,-0.32221,-1.313522,-0.519732,-0.419841,1.733701,0.799419,-1.556809,-0.157383,0.926935,-1.212986,-0.309809,1.01015,-1
