@attribute '-0.24Feature73+0.227Feature48+0.183Feature49+0.175Feature110-0.168Feature90+0.165Feature113-0.165Feature12-0.162Feature44+0.158Feature75-0.15Feature20+0.147Feature156+0.147Feature19+0.145Feature40-0.142Feature117-0.141Feature9+0.141Feature26+0.136Feature22+0.136Feature4+0.134Feature104+0.131Feature78+0.12 Feature3-0.117Feature1-0.117Feature2+0.116Feature52-0.114Feature111...' numeric
@attribute -0.266Feature4-0.26Feature3+0.254Feature9-0.242Feature37+0.212Feature46-0.189Feature23+0.189Feature64+0.178Feature91-0.17Feature39-0.167Feature114+0.165Feature45+0.159Feature13-0.158Feature12+0.153Feature104+0.146Feature71-0.122Feature90-0.12Feature103-0.114Feature38-0.105Feature101+0.104Feature119-0.103Feature28-0.099Feature75+0.095Feature72+0.094Feature67-0.093Feature142... numeric
@attribute '-0.248Feature8-0.246Feature14-0.228Feature105-0.222Feature92-0.189Feature39-0.183Feature75+0.158Feature26+0.156Feature120-0.152Feature46+0.151Feature66-0.147Feature55+0.146Feature12-0.145Feature133-0.139Feature159+0.137Feature22+0.131Feature146+0.13 Feature73-0.13Feature81+0.129Feature103+0.121Feature43-0.12Feature29-0.118Feature107+0.117Feature90+0.112Feature104+0.11 Feature100...' numeric
@attribute '-0.247Feature5+0.244Feature64-0.239Feature44-0.198Feature63-0.191Feature37+0.157Feature7+0.157Feature69+0.151Feature106+0.141Feature17+0.139Feature23-0.137Feature73+0.137Feature15+0.137Feature158-0.132Feature66+0.13 Feature54+0.128Feature132+0.127Feature80+0.125Feature101-0.124Feature119+0.121Feature95+0.12 Feature108+0.119Feature143-0.114Feature156-0.112Feature6+0.11 Feature75...' numeric
@attribute '-0.249Feature21+0.246Feature106+0.234Feature67+0.197Feature37-0.19Feature114+0.188Feature64+0.184Feature28-0.181Feature112+0.164Feature5+0.155Feature15+0.154Feature111+0.153Feature7+0.15 Feature20-0.147Feature22+0.142Feature6-0.134Feature113-0.132Feature75-0.131Feature69+0.131Feature40-0.128Feature44+0.127Feature39-0.126Feature74-0.126Feature23+0.111Feature48-0.108Feature99...' numeric
@attribute '0.234Feature1+0.232Feature2+0.229Feature43-0.214Feature71-0.207Feature4+0.196Feature49+0.187Feature65+0.175Feature73+0.161Feature28-0.154Feature19+0.15 Feature74-0.147Feature90+0.141Feature40-0.134Feature97-0.128Feature110+0.124Feature44-0.123Feature12-0.121Feature67+0.115Feature104-0.114Feature30-0.113Feature155-0.108Feature93-0.103Feature46-0.103Feature119+0.098Feature158...' numeric
@attribute '-0.276Feature46+0.248Feature43-0.232Feature69+0.23 Feature44+0.214Feature10-0.212Feature47-0.199Feature26-0.187Feature1-0.184Feature45-0.177Feature2+0.169Feature49-0.15Feature74+0.148Feature63-0.138Feature73-0.125Feature142+0.12 Feature92+0.119Feature66-0.119Feature27-0.114Feature70+0.114Feature155+0.112Feature77-0.112Feature5+0.11 Feature75-0.106Feature41+0.106Feature111...' numeric
@attribute '0.289Feature42-0.287Feature40-0.197Feature70+0.19 Feature41-0.184Feature46-0.177Feature45-0.17Feature65+0.169Feature1-0.168Feature69+0.164Feature5+0.164Feature35+0.162Feature64+0.157Feature113+0.149Feature74-0.146Feature44-0.142Feature109+0.135Feature2+0.131Feature67-0.123Feature8+0.122Feature75-0.11Feature11-0.108Feature89+0.107Feature114+0.106Feature71-0.104Feature20...' numeric
@attribute '0.304Feature72-0.3Feature67-0.245Feature74+0.234Feature43-0.174Feature70-0.163Feature161+0.15 Feature107-0.148Feature68-0.147Feature83+0.146Feature46-0.144Feature20+0.132Feature16+0.129Feature122+0.128Feature148-0.122Feature66-0.119Feature98-0.118Feature57-0.117Feature40+0.114Feature134+0.112Feature63+0.11 Feature45-0.11Feature42-0.108Feature10+0.107Feature56-0.103Feature91...' numeric
@attribute Class {-1,1}

@data

8.31453,-2.971364,3.002353,1.364145,-3.326141,-1.32034,0.867884,-1.921757,-1.754382,0.412019,1.533881,1.34114,-0.130685,0.408914,1.279081,1.535208,-0.480049,1.388748,2.326467,0.432752,1.112121,2.549153,-1.960693,-0.661002,-0.157539,1
-4.987892,-1.029183,-0.027396,1.624696,-3.210668,1.753158,0.425397,-0.930841,-1.834099,1.190445,0.06203,1.774203,0.865832,1.528873,0.127607,1.096398,-0.27575,-1.226659,-0.676048,-0.190037,-0.975147,-1.003018,0.756817,-1.919879,0.498603,-1
3.18496,-3.041164,2.233866,-4.049716,-2.354503,0.161269,-0.701937,1.662316,-2.863339,0.939401,-1.563395,1.023135,-1.123209,-0.628405,-0.809294,-2.854479,0.60577,0.329566,-0.111903,-0.569338,-1.005032,3.246966,0.073588,-0.070864,0.030032,1
1.826922,-2.355787,-2.988868,-1.61953,-1.381882,-0.869067,-2.866488,-0.184647,0.726683,0.398946,4.238694,0.537757,-1.949151,-1.656293,0.854477,1.536884,1.359114,0.412352,-1.482002,-2.601519,-1.340099,2.508728,-0.417258,0.580334,-1.831479,1
-14.659238,-5.16606,-8.103732,1.218998,5.454939,-3.60805,3.866339,1.138384,2.024908,-1.999253,2.083894,-1.277241,-0.697895,1.213325,-4.883543,-0.501057,-0.914103,0.403718,-1.293548,-0.810218,-3.965196,-2.679094,-0.544182,-0.597794,1.349681,-1
-3.385905,3.134019,0.240821,0.324552,1.102279,0.022515,0.795627,-1.796902,-2.335326,-1.114127,-0.950395,1.240595,-0.340756,1.24453,-1.047083,1.885169,-0.948134,-0.868637,-1.635241,2.23677,-0.795897,-1.425893,-1.431141,1.447645,0.201557,-1
-1.272927,0.831872,2.435277,-3.710294,-2.316008,-0.117433,-0.771087,1.977034,-1.366994,0.48161,0.28494,1.603394,-0.689832,0.899399,2.025539,-1.501896,0.736002,-1.379575,0.024441,-0.479686,-1.323523,-0.266432,0.650306,1.321743,0.529678,1
1.923444,-3.1686,-4.676109,-0.334721,1.541272,-5.19179,3.855677,1.692358,-1.029219,-2.836873,1.957011,1.636137,1.156852,0.919257,3.069383,0.541663,1.051883,0.414769,-3.091126,-0.593185,1.448228,-1.365433,-0.468972,-0.472334,2.612065,-1
12.265933,-2.609439,-4.040624,-1.167982,-1.036787,1.85932,5.661029,0.869516,-1.748496,7.049494,-6.245715,0.168098,2.058895,0.795357,1.01133,-1.206836,2.009543,1.172723,-0.123866,3.750474,-0.381604,1.223006,-0.702222,2.861279,-0.488519,1
-1.838059,1.487403,1.665376,-0.991511,-2.825968,-0.065853,-1.914396,2.952362,-0.099966,1.100139,0.559432,-1.145351,-0.501963,-0.299685,0.660894,0.175793,0.570567,-0.691337,0.800666,-2.31661,-0.646772,-1.682662,0.880592,-0.514449,0.123354,-1
9.759361,-0.430106,-1.52711,0.645455,-1.435532,3.275455,-2.486387,-1.311944,-2.850076,1.193839,0.946846,-1.468881,2.456156,2.091571,1.001822,-0.329343,-0.947854,-2.052793,1.481898,0.618877,-1.34381,-1.78336,0.094219,-0.050321,-0.127722,1
3.968639,1.479503,2.852952,-0.775511,3.076504,0.431253,-1.192979,1.46383,-1.934965,0.928715,0.394115,0.50539,0.627603,-0.639274,-0.807828,2.219278,-0.522533,-1.040989,0.566649,1.816125,-2.818175,-0.06887,0.401884,0.337291,-0.458976,1
0.025509,4.409019,0.724136,2.412009,-1.474665,-0.840536,0.925301,0.113122,-0.923249,0.608218,2.344726,-0.554734,0.130812,-1.523496,-0.682907,1.035361,-1.471195,-0.173265,-0.31462,-1.217881,1.047415,-0.571151,1.514185,-0.148211,0.359913,-1
2.758273,0.963825,1.687416,-4.16055,-0.385385,3.770983,-0.699567,0.50729,4.002986,3.695116,-0.147471,0.939217,-0.322342,2.717011,-0.29163,-0.392196,-1.518934,-1.380898,-1.450132,-0.91804,0.618197,0.795264,0.558135,-1.411732,-0.846824,1
-14.667921,-13.3976,5.226209,4.66127,-2.6323,-2.108073,-4.429335,4.077144,-1.626405,-2.002615,-2.747254,-0.892719,1.868559,0.528308,2.388846,-0.950848,-2.679111,2.246521,-0.011323,-0.444244,-0.201076,-2.184632,-3.622144,-0.576722,-0.888182,1
-8.924785,3.269387,-0.442525,-6.195405,3.67503,3.427681,-1.962067,-4.404261,-0.468868,2.94778,-0.759215,0.340258,-1.892663,-1.160518,-0.630267,2.80815,-3.319466,-1.054684,-1.04838,-0.192929,-0.332517,1.136081,-1.424755,-0.016031,0.549258,1
-15.51268,-5.210297,2.185338,-0.019358,3.322685,2.729212,0.21358,0.617263,-2.844463,-1.838969,1.549007,-0.951144,-0.472512,2.170223,1.046578,-0.712943,-0.663681,-2.242126,-0.702381,0.025923,0.765376,-0.426912,-1.012132,-0.833245,0.892897,-1
-8.999277,1.477078,-5.762767,-2.162242,-1.457415,0.392421,-1.374749,-0.210016,-2.079513,-2.237599,0.863069,-0.139822,-1.507545,-0.027546,-1.131049,1.803221,-0.326302,-0.28609,0.145999,-0.759073,-1.479949,-0.587611,-0.87075,-0.162157,0.439752,-1
-5.555935,3.52554,-1.150905,-3.702421,-0.86586,1.927157,-0.694449,-2.569116,-0.072719,-1.345743,-1.255449,-0.169741,0.272428,0.118349,1.792021,-0.655183,1.834992,-0.104705,1.372883,-0.063075,0.6673,-0.63118,0.371912,0.377515,-0.909989,-1
-8.685815,2.433532,-0.102,2.237963,3.674273,-2.492613,3.367917,-1.862367,1.305871,-1.061295,-0.935148,-1.293259,-0.928534,-0.677936,1.122251,0.614244,1.979733,-0.260427,1.906448,-1.296097,2.084717,2.137586,0.819983,1.359242,0.989868,-1
-15.339832,1.688594,1.59117,-4.380355,-0.439216,1.503528,1.16679,-1.54766,0.577632,-2.240759,0.616894,1.722346,-0.601151,-3.825018,-1.810811,-0.087348,3.00176,-0.548012,3.646667,-0.153531,1.412112,0.783408,1.070965,-1.621361,1.208696,-1
-2.093197,4.372155,-0.846145,0.877333,-1.552285,-3.798274,-2.865211,-0.913115,-0.957135,-0.886476,-0.381027,0.781026,-1.698392,0.773557,-1.178702,-4.104304,-0.915687,0.762722,-1.441738,-0.916989,0.306992,-2.575132,2.790814,-0.470985,0.813065,-1
-4.43293,3.332692,-2.472026,-2.039775,-0.384473,1.200141,0.528956,-0.438907,1.084073,0.521675,-0.580417,0.378626,1.162174,1.130939,1.796255,0.705325,0.102875,1.991948,0.385082,-0.415715,-1.320148,-1.613955,-0.505342,-1.00065,-1.00059,-1
-4.496556,-0.984267,-0.007542,-1.103416,-2.60777,0.729939,1.637337,-0.376242,2.21803,-1.012793,-1.812846,0.654421,0.806631,0.60238,0.19592,1.774986,0.545018,-2.475196,0.688575,-1.527138,0.083911,-0.351586,-1.027257,1.004286,0.344706,-1
25.631635,-1.39303,1.2843,4.328838,-0.523262,-1.348271,-0.435139,-3.509405,4.08087,-3.5432,0.31852,0.794804,2.085226,2.28811,0.671044,-1.456785,-0.214259,1.084108,-0.73206,1.27091,-0.33755,2.443496,2.043737,-0.385135,0.839159,1
-1.579683,1.685417,3.703612,4.305718,-3.171587,-1.479118,0.981925,0.299417,-2.233628,-1.783701,-1.048054,0.87428,-0.829154,-0.873413,0.073781,-0.562321,-0.295183,-1.107768,0.376543,0.053208,-0.355092,-0.100177,-0.838082,1.646896,0.348469,-1
0.505965,-0.072534,-3.005951,0.985303,-3.640666,-2.215182,1.664959,-3.736488,-0.462905,0.08114,-0.92487,1.896115,0.815433,4.035749,0.799379,-2.277324,-0.747373,0.856705,0.168781,1.493799,1.082657,0.035424,2.33514,0.682172,-0.184938,1
-8.285343,1.023731,-2.728397,1.43281,1.82117,-0.901986,4.876885,-0.142548,-0.061359,1.596601,-1.192298,0.873039,-0.972294,-2.353419,0.026017,0.481723,-0.075286,2.521955,1.013317,0.884969,0.434078,-0.302072,-0.302912,-0.313474,-0.266699,-1
-2.969479,-0.64528,-4.506003,1.470511,0.04689,-0.640288,0.790547,1.23175,1.060776,-0.569881,-1.332102,1.668079,-0.883188,-0.511682,-0.407783,0.122467,-2.721675,1.161155,3.404077,-1.849923,0.880116,0.340026,0.469577,-0.041036,0.050895,-1
-1.495112,0.594963,0.235756,2.495516,1.153495,1.68557,-1.060808,-1.744582,-2.323409,1.507763,0.10544,0.943627,1.213177,-1.699869,2.3788,-0.930945,-0.603436,-1.566753,0.094866,-1.208768,0.32528,0.360506,0.700413,0.653619,1.022412,-1
1.780339,2.415689,0.865229,3.811525,-2.067805,1.229037,1.332835,3.321825,2.136172,0.174629,-0.226474,-1.144634,-0.686324,0.515529,1.45298,0.435532,-0.592184,0.329516,-2.123612,0.143981,-0.013906,-0.140286,-2.184526,-0.384961,0.010652,-1
2.032942,-1.152776,-0.624683,0.706794,-3.642236,-0.538102,-0.95066,1.160953,1.710892,-0.279843,0.568184,-1.499225,0.841109,1.02477,-0.456021,1.161771,1.826255,1.627116,-0.839052,0.088342,-2.258381,-0.026763,2.145077,0.58243,0.23505,1
0.476833,1.009972,-2.25925,1.930447,-3.472735,2.37299,1.151789,-1.137405,3.053292,1.727058,0.024285,0.245448,0.157717,-1.362205,-0.35113,0.338777,-2.034166,1.828136,-2.095498,0.817201,0.217925,-1.641122,-4.26437,-0.222499,-2.715011,1
2.08738,2.928624,-2.115028,0.92735,-2.691459,1.083265,-0.5857,0.723357,0.313977,0.030789,0.817995,-0.794581,-0.783985,-0.368989,-1.822664,0.79533,0.035326,0.923868,-0.690308,-0.49157,0.944949,2.33361,-0.036884,0.737769,-0.087146,-1
-4.261197,0.539621,1.953656,5.189833,2.475955,-1.447894,3.799864,0.433274,-1.649349,1.609983,-1.335044,0.537111,1.909797,-1.534681,-2.278533,-0.262599,-0.317618,-3.006691,-2.154683,-3.042298,-1.978532,1.356842,-2.508913,0.234359,-2.795582,-1
-3.952456,0.826908,0.344909,-1.336016,-2.276774,-0.363915,1.286574,-1.018485,1.713137,2.767762,-0.614556,-0.156806,-2.641652,0.779254,-1.153322,-0.567842,1.140895,-0.72378,-1.455766,-0.588658,0.586455,-0.709884,0.129464,-0.807646,0.477554,-1
-5.439793,2.913315,-0.753479,-3.946567,-3.496139,-0.497754,1.462482,0.87567,-1.254351,-1.257486,-0.876811,0.250795,-0.803062,-1.358639,0.363236,1.74413,0.099822,-2.42473,0.797536,0.781452,-0.374222,1.341019,0.496256,-0.858865,0.355702,1
7.091697,2.390326,0.646271,3.228764,-0.435179,-2.613969,1.042976,-1.428779,-1.118073,0.802723,-0.935742,-0.874133,-0.855708,0.308221,0.79205,-1.151084,0.152218,-1.696396,0.345316,-0.546323,0.582369,-0.546489,-0.878113,0.994308,0.201634,-1
-4.660098,3.654669,-3.323974,2.247523,1.74893,-0.51336,-3.081234,0.364922,-1.763851,-0.502989,0.925851,-0.504666,-1.538557,-0.741233,-1.355334,0.984547,-0.697657,-1.473989,1.264305,0.865613,0.809992,0.964579,-0.246645,0.030998,1.172819,-1
6.329716,-4.448518,0.861879,0.564537,-1.761271,3.230868,-1.929888,-0.648761,-0.277927,0.61143,-2.115624,0.488579,-2.71572,2.289637,0.051717,0.549526,0.776684,0.280379,-0.068261,-0.415011,0.288944,0.653816,-1.45709,-0.389685,1.785764,1
-9.891427,-1.441501,3.798995,6.147138,3.352865,5.083742,1.761422,1.948267,-1.895172,-2.099955,2.907465,2.277791,0.424851,-1.341685,0.597466,-0.832054,1.664604,1.234421,-0.160636,0.621433,-0.806555,1.465113,0.753888,2.287927,-1.728737,-1
-8.91097,-1.963179,3.251737,0.200085,-5.03987,-0.253909,-0.804971,2.85814,-1.51,0.388125,0.8539,-0.195643,1.04275,-0.23351,-0.463527,0.980358,0.166661,-0.419074,-0.211255,-0.971689,-0.955642,-1.383017,1.923047,0.302019,1.118205,-1
-2.993144,1.801529,-1.999223,-0.895091,2.074305,-0.777691,0.417905,-1.287663,-0.628016,-0.03788,0.867371,0.933262,0.982927,-0.047324,-1.35782,-1.115849,0.500644,0.806703,-2.090446,0.631656,2.666231,-0.166856,1.365861,-0.874547,-0.982701,1
12.298421,-1.222575,0.994846,1.019015,0.242087,1.29381,-0.944766,-3.706788,-1.043046,-5.257984,4.842881,1.502981,1.693325,-2.169945,2.216213,-0.63657,2.898085,-0.612603,2.932009,1.112104,-0.289358,0.3986,0.692385,0.779428,2.229312,1
-10.928346,-0.350622,1.616909,-0.636211,-3.934135,-3.137224,-0.540825,0.595296,-2.120364,-1.322192,-0.033473,-0.195134,-1.049636,-3.323343,0.549589,-2.429925,0.059484,-0.083083,-0.886604,-0.309588,0.037274,-0.160728,1.197002,0.534108,-0.766542,-1
10.345352,-1.71995,-0.486459,-5.338816,0.61492,-1.188536,-0.652269,-1.430289,-4.074946,-0.135943,-0.706826,-0.550235,-2.724394,1.407132,0.136843,0.262539,-0.710506,0.480687,1.478254,-3.898936,0.004806,-0.081561,2.017597,0.561507,-1.588612,1
-0.869669,-2.508134,0.452201,1.094692,2.793847,0.537946,4.1571,0.895883,-0.248596,-0.963865,-1.312663,0.869855,1.369963,3.406848,2.116631,-5.458458,0.682885,-0.033602,-1.259538,1.186541,-1.070697,1.512779,1.737407,0.081576,-1.310137,1
-8.977936,-1.766759,1.063637,0.282698,-3.752389,-1.48802,1.170933,-0.134154,-2.427968,0.287468,1.728151,-0.05214,-1.494036,-1.104888,-0.810201,0.529619,-1.819112,-1.379917,0.162081,1.827534,1.340611,0.954428,-0.217094,0.350898,-1.289919,-1
-7.723087,0.965829,3.650245,-3.411605,2.125423,1.687571,-0.210944,-2.235795,-2.428184,3.029247,0.107769,1.054942,0.227918,-0.229879,0.239299,0.255287,0.441941,-0.678241,-0.415894,1.834179,-0.615073,-0.719191,1.048657,-2.118065,1.492556,-1
4.456523,0.130301,-1.692178,-1.851508,-1.359561,-3.965294,3.437864,-1.747236,-2.209492,1.137736,0.214513,-2.727314,1.422549,-0.446354,-0.543024,-3.420656,-0.948235,0.36522,2.184398,1.375393,-2.78891,-2.373572,-0.214647,-0.753235,-4.747856,1
-12.257481,-2.526986,2.505231,-7.4772,0.499178,0.150014,3.386434,-3.021346,1.864797,2.062369,2.289821,0.928986,0.279967,0.563661,-0.728275,0.765162,0.38521,1.6099,-1.966862,-2.100962,0.479392,0.911855,0.515974,-0.747479,-0.174094,1
-6.277757,0.575668,-0.357177,-1.164351,1.116234,2.80922,-1.859983,-1.424633,4.375637,1.702917,0.268652,1.201073,-1.254802,0.875486,-0.712188,-0.272788,-0.717771,-1.761241,2.687387,0.251426,-0.395829,0.176208,-0.686529,0.792728,0.324783,-1
5.460079,-2.945175,2.70829,-1.991631,-2.306765,0.103905,0.404636,3.062929,0.292387,0.548164,-1.086349,-0.24753,0.355601,-2.48602,-1.59063,0.965872,1.403368,-2.621889,0.225329,0.956472,-0.845428,0.165325,0.403723,1.039586,-0.402338,1
6.25503,-1.217713,1.475271,-0.864009,-3.002821,-0.071485,1.407632,-2.139202,0.466979,-1.358747,-0.661035,0.07684,2.311213,0.559134,1.028121,0.672515,-1.964433,2.866935,0.324212,0.209946,0.766972,1.506273,0.406106,2.300688,0.569493,1
-4.379629,-1.246872,-1.895597,-2.401363,0.186953,-0.963645,-1.042972,-0.35637,0.224677,-0.673867,-2.35458,-0.409508,-1.329943,1.289713,-1.515444,-1.336101,1.044263,-0.867945,-1.526529,1.65408,-0.537633,-1.880874,-0.448465,-0.397069,0.492634,1
0.109985,1.681955,1.481364,0.121767,-0.901198,0.174265,2.016558,0.127434,-0.090789,-0.792171,1.09196,0.762613,1.219126,1.655078,1.038089,1.970264,-0.873373,1.842755,0.282271,-1.18102,1.226972,0.959593,0.014444,-0.367516,0.360591,-1
-1.231142,0.132933,3.317648,-1.345099,-3.033783,-0.798006,1.581732,2.583568,0.020534,-0.767873,-1.091052,-1.028871,-0.534364,2.648846,0.969893,1.326844,1.296014,1.285593,-0.340258,-1.733759,0.113692,0.179125,1.568757,0.717607,1.082299,-1
5.545926,1.530948,3.351811,-2.116872,4.215841,-0.717921,-0.610706,1.296714,-2.48666,-0.1594,-1.288979,-0.863226,0.16691,1.026632,-0.397416,1.898109,0.565863,-0.711723,-0.295138,1.564941,-0.804081,-0.580941,0.459,0.071493,0.554734,1
13.190243,-5.099908,-3.226699,-4.022658,-2.056888,2.34659,-0.591215,-2.535661,-2.437922,0.597016,0.51892,0.462322,-1.022747,-1.663558,0.46732,-1.22285,0.044011,1.012321,0.051241,1.505968,4.014083,-2.460971,-1.040903,-0.403214,2.02051,1
3.141458,2.007573,-2.26789,0.733274,-1.756555,-0.320813,-0.737237,-1.090973,-0.852535,-1.596407,2.42648,0.210353,-1.2249,-0.489657,0.150579,-0.965729,1.210674,1.649936,-2.403112,-1.05086,-0.41609,-0.65274,-0.39759,0.062399,-0.058197,1
0.390603,3.563503,-0.879394,-0.706313,1.252116,2.638898,-1.324581,-0.451161,2.013748,-0.716489,-0.50036,-0.959269,-1.229476,-0.393436,-0.52027,-0.143495,-0.144805,-0.697177,-0.715931,0.557355,-0.622393,-0.005894,-0.704994,-0.451709,0.672105,-1
-11.197622,-5.103275,-3.18515,3.386292,-0.603683,0.547349,3.343361,-4.071837,1.821175,2.033831,-2.480328,-6.621789,-2.795978,1.848307,-1.439726,-0.959967,-1.283688,1.717306,2.245839,-2.082979,-2.711892,0.166029,1.609291,0.235015,-0.139679,-1
3.475499,0.458221,0.543812,-3.164776,-1.581802,-0.198741,0.230783,2.900264,0.78558,-2.79773,1.08683,0.551999,-2.015323,-0.219818,-0.605361,0.722123,-0.690799,-1.244827,-0.213107,-0.093349,-1.321408,-0.694891,0.214467,0.017913,1.083508,1
9.606335,4.6751,4.974522,-3.639456,2.823433,-2.078021,-0.508501,0.30963,0.618868,1.063204,-0.418361,0.554635,0.697223,-0.139065,0.472895,0.940994,-1.637741,0.671721,-0.486012,1.667171,0.473707,-0.199139,0.599854,-0.434435,0.841931,1
-2.412018,-1.656634,2.799616,-5.815973,1.396193,-1.939492,-0.717061,2.070154,2.649377,0.371327,1.705495,-1.586596,-0.972405,1.996856,-0.106047,-0.408313,0.585139,1.45561,1.118346,-0.157809,1.490104,-0.834561,-0.731853,-0.344969,-3.916575,1
8.376568,2.153284,0.207956,0.368971,0.908816,-2.033085,-1.51312,0.434847,-0.037046,5.408915,0.076297,2.736246,2.019106,-0.780626,-0.484737,-0.521556,-0.322443,-0.433566,-2.452764,0.616265,-0.72552,-0.091432,1.191725,-1.270858,0.583065,1
0.423438,3.841344,0.122418,-4.495863,-1.221171,0.72515,-1.747655,1.881089,0.650217,-3.497401,0.220348,2.22984,1.448607,-0.04859,-0.058859,-0.302118,0.453313,0.811528,-2.189121,2.231913,1.50325,-0.328359,1.126774,0.788882,-0.193817,1
-5.830103,3.479673,-0.950505,0.191581,1.252957,0.60839,0.545734,-1.532771,0.237303,1.777383,0.274227,-1.138425,0.241312,0.913712,1.840803,1.348599,-2.241523,0.504763,-1.639815,0.725782,2.030157,2.094773,-0.577615,0.650448,-0.696544,-1
-9.610558,3.599273,-0.229269,3.158814,1.069215,2.707971,1.649629,-2.114838,-0.756429,0.743437,0.812405,-0.2098,-1.938356,2.195134,-0.070254,1.329598,1.46957,1.127881,0.557582,-0.530528,-0.430473,-1.014888,-0.498432,-1.633483,0.708507,-1
3.700833,2.254083,-1.240522,-0.10066,-1.095275,-0.281544,-0.390085,1.839308,-0.84388,2.23149,-0.670337,1.323633,1.062152,-0.986096,-0.445105,0.841402,0.413784,1.250889,-1.094821,-0.014645,-0.198872,-0.58869,1.339708,0.841468,-0.563378,-1
13.807681,-4.387691,1.641277,0.998495,-1.52816,-2.297925,0.558015,-0.790148,-3.668829,2.652197,0.796001,1.327982,-1.362638,-4.025851,-0.220067,1.292152,-2.462131,-0.851157,1.394498,0.762932,0.567853,-0.864315,3.536457,1.883553,-0.373399,1
5.968635,-3.857238,3.952288,-4.374258,0.547567,-0.946285,4.123081,-0.74571,1.938091,-1.248042,-0.753521,1.251485,-2.367223,0.412936,-0.93099,0.555641,-0.669887,-0.808743,-1.818259,0.379491,-0.931707,-1.738362,-0.235337,-0.863956,1.06583,1
-4.37677,2.319032,0.871751,2.932774,-2.304205,2.453233,2.953269,0.510823,4.376748,1.254381,1.06632,0.099478,1.412654,1.79127,0.561296,-0.564211,-3.133587,-0.225336,-1.93444,-2.024118,-0.23989,-0.462575,-0.576262,0.919971,0.673723,-1
-2.093347,-4.376038,0.806018,0.22686,1.519172,-2.293652,-0.55664,2.206856,4.053972,1.617688,-0.759885,1.301693,-1.23889,1.882034,-0.757304,1.811726,1.318999,-0.358187,0.568559,-0.027715,-1.474891,1.410427,0.320968,0.224552,1.670676,-1
0.139444,4.40604,2.575616,3.584279,2.467172,-0.75053,1.946525,-0.055093,-2.488851,1.639353,-1.812208,0.517528,-1.048664,-1.581969,-1.696464,-0.743893,0.258911,1.758165,1.066168,-2.438265,-1.272574,1.757609,-1.470661,-1.119428,2.105752,-1
-4.791599,0.626608,-0.492525,-0.645931,-0.3155,-3.435962,0.781096,-0.726277,0.321376,-1.214884,-0.31017,0.983784,0.842139,-1.97207,-0.168125,0.258954,0.77428,-1.065862,2.399679,-1.541227,1.495164,-1.004789,-1.481748,0.284608,-0.301171,1
-7.017078,-1.009374,3.70776,1.495528,-3.192296,1.418427,-3.266995,1.845439,-0.384055,-0.560781,-0.56523,-0.359197,0.347419,-1.155479,0.740256,0.277504,-0.931301,-0.942407,0.837159,1.645065,0.115508,-0.178509,-0.794722,0.389544,1.611035,-1
5.763322,8.676309,4.505356,4.776256,2.577877,-0.39979,0.343725,0.573034,-0.550172,-0.825829,-2.569262,0.793391,2.916975,-1.508568,-1.115887,0.909234,1.052112,-0.366721,-1.132159,-0.35519,-0.137783,-0.040964,0.952008,-1.174037,0.150357,-1
2.361717,2.541908,-0.398822,4.486766,1.299476,-2.405229,-0.02105,-1.402122,-0.787517,0.853475,-0.007738,0.497617,-0.028052,-0.626401,-0.155329,-0.33049,-0.111999,0.347887,0.546287,1.139036,0.389405,-1.512954,0.633215,-1.073284,-0.248155,1
-4.594816,4.320602,-4.154767,-0.291512,1.032227,-0.55887,3.066295,0.117479,-2.17256,-0.855946,0.208205,-1.505236,-2.620789,-0.579727,-0.171759,-0.946634,-1.627535,-0.821263,0.142648,0.428845,-0.654265,0.548065,-0.425296,0.689107,0.752371,-1
-2.214338,-6.429831,-1.575003,2.548476,5.474671,1.513667,-1.759767,-1.798144,0.406418,-0.370544,-2.922473,-1.334169,-1.571621,-0.463251,1.392623,-0.428808,-0.474895,1.329974,2.267809,-1.892114,0.554658,0.151963,0.277128,-1.780166,-1.177428,-1
-14.027423,-2.094504,-0.130259,1.368567,0.92731,-2.331262,-3.756093,2.769734,0.846208,-0.554895,1.452212,-3.142079,0.706393,-0.413268,-0.961323,0.618417,-3.552949,-1.693613,-0.029912,-0.044482,-1.744737,1.505032,0.478991,-2.395993,0.024406,-1
-20.118002,-7.443561,-0.537366,1.475856,3.213607,-3.796072,-1.916603,1.315654,1.227453,-0.555293,2.299697,-1.451684,0.668234,3.489817,0.292277,1.273835,3.780386,0.643617,2.208712,0.82809,1.426446,1.546928,3.223128,1.740426,-2.101661,-1
-11.190446,-1.316006,3.594367,-2.119128,-2.342772,-1.476065,-0.335319,-3.700994,2.117342,1.999421,-0.120654,0.017624,1.191281,-1.783924,-0.523326,1.841945,-0.023369,-1.372795,-0.272421,-0.715005,2.224651,-0.125807,-3.013542,-3.006927,1.033549,1
0.064865,4.07849,-0.459748,3.879892,-2.208725,-0.639511,3.10323,0.753902,-0.466374,-0.797159,1.552677,-1.651625,-0.912918,1.808653,-1.096019,0.145266,-0.630965,-1.180824,-1.482425,1.08279,-0.037512,1.78264,-0.322069,0.711028,2.752476,-1
0.50112,1.221714,-2.184028,-0.213225,-0.333558,-2.758099,3.17427,0.711229,0.37868,2.855993,2.865864,-1.940089,3.105002,0.482265,0.918735,-0.267032,0.711772,1.128221,2.624497,0.794764,0.253481,-1.567645,-1.107915,-2.096934,0.519549,1
