@attribute -0.121Feature52-0.121Feature85-0.121Feature78-0.12Feature84-0.12Feature86-0.119Feature58-0.119Feature57-0.119Feature163-0.119Feature83+0.118Feature148+0.118Feature149-0.118Feature162+0.118Feature150+0.118Feature151-0.118Feature79... numeric
@attribute '-0.229Feature33-0.227Feature34-0.223Feature35+0.215Feature98-0.193Feature32-0.191Feature36+0.19 Feature99+0.174Feature97+0.173Feature101+0.163Feature100-0.163Feature113-0.16Feature31+0.136Feature126-0.129Feature30-0.124Feature61...' numeric
@attribute -0.226Feature29+0.217Feature94+0.214Feature93+0.203Feature95-0.183Feature30+0.181Feature96+0.166Feature18-0.166Feature28+0.162Feature92-0.151Feature31+0.148Feature15+0.144Feature14+0.144Feature16-0.135Feature26+0.135Feature17... numeric
@attribute -0.21Feature25-0.208Feature103-0.207Feature102-0.2Feature27-0.186Feature11+0.165Feature116-0.158Feature26-0.153Feature104-0.149Feature51-0.142Feature89-0.14Feature129-0.14Feature36+0.139Feature101+0.131Feature118+0.122Feature68... numeric
@attribute '0.225Feature50+0.22 Feature154-0.218Feature115+0.213Feature128+0.212Feature76+0.197Feature24-0.197Feature141+0.194Feature14+0.186Feature105-0.16Feature96+0.159Feature104+0.158Feature92+0.145Feature112+0.144Feature13-0.14Feature62...' numeric
@attribute '0.235Feature13+0.229Feature91+0.212Feature104+0.207Feature12+0.2  Feature107+0.186Feature141-0.183Feature76-0.182Feature50-0.177Feature128+0.176Feature16+0.175Feature115-0.172Feature154+0.172Feature90+0.161Feature89+0.161Feature105...' numeric
@attribute '0.36 Feature110+0.311Feature19+0.296Feature109+0.252Feature111+0.22 Feature18+0.211Feature108+0.21 Feature20+0.174Feature97+0.168Feature17+0.134Feature30-0.121Feature15-0.116Feature93-0.112Feature100-0.112Feature45+0.109Feature31...' numeric
@attribute 0.344Feature106+0.286Feature15+0.271Feature107+0.245Feature16-0.223Feature12-0.211Feature90-0.204Feature89-0.194Feature11+0.188Feature28-0.171Feature102-0.162Feature103+0.161Feature93+0.158Feature94-0.133Feature91+0.124Feature109... numeric
@attribute '0.302Feature21-0.246Feature23+0.23 Feature99-0.226Feature114+0.209Feature20-0.203Feature108+0.195Feature112-0.19Feature17+0.175Feature98-0.149Feature105-0.146Feature101-0.135Feature14-0.134Feature95-0.133Feature9+0.132Feature111...' numeric
@attribute '-0.315Feature17-0.286Feature108-0.253Feature95+0.174Feature3-0.165Feature99-0.157Feature21-0.155Feature9+0.153Feature4+0.141Feature24+0.14 Feature15+0.125Feature93+0.123Feature23-0.12Feature6+0.12 Feature1-0.119Feature22...' numeric
@attribute '-0.356Feature22-0.272Feature113-0.217Feature18-0.194Feature109-0.193Feature100+0.189Feature108-0.182Feature96-0.162Feature5-0.162Feature110+0.16 Feature8+0.156Feature17+0.154Feature48-0.149Feature41+0.147Feature47-0.127Feature19...' numeric
@attribute '-0.317Feature114-0.293Feature23-0.205Feature20-0.192Feature111-0.172Feature70+0.17 Feature1+0.16 Feature18-0.159Feature69+0.158Feature2-0.149Feature104-0.145Feature40+0.144Feature96-0.143Feature13+0.139Feature71-0.13Feature91...' numeric
@attribute '0.259Feature44-0.238Feature107+0.195Feature15+0.189Feature93-0.171Feature1-0.166Feature2-0.166Feature16+0.16 Feature43-0.151Feature101+0.15 Feature5-0.148Feature29+0.142Feature106+0.138Feature90-0.121Feature26-0.12Feature133...' numeric
@attribute 0.231Feature8+0.225Feature20+0.219Feature111+0.215Feature105-0.186Feature91+0.186Feature12+0.169Feature40-0.167Feature13-0.164Feature34+0.162Feature14+0.157Feature72+0.155Feature90-0.152Feature95-0.146Feature4+0.145Feature103... numeric
@attribute 0.347Feature46+0.275Feature45-0.214Feature74+0.186Feature69+0.177Feature68-0.173Feature3-0.154Feature122+0.153Feature72-0.151Feature48-0.135Feature148-0.134Feature103+0.133Feature161+0.132Feature57+0.129Feature135+0.125Feature83... numeric
@attribute Class {-1,1}

@data

19.265913,-11.400874,0.561592,3.661494,2.262101,-0.250883,0.600393,5.090091,-0.564621,2.504127,-1.326918,2.282572,3.659256,-1.486093,1.988152,1
-12.660648,-2.910664,-2.127597,-8.092445,-0.071549,-0.39421,1.702752,-0.051826,-2.963298,1.546038,2.221577,-0.314812,-1.467307,-2.724552,1.458655,1
3.708821,4.449965,-0.444139,-0.132953,2.988058,-2.10931,0.149811,-1.576102,0.4359,3.327084,0.025047,-0.159069,0.052844,-1.727526,2.977163,-1
9.206584,1.291938,2.736951,4.563877,3.542285,-2.210549,-4.934013,-1.336484,-0.782745,0.24518,1.168726,-0.213518,0.838475,2.152985,-0.21838,1
1.90613,-1.02246,1.013628,1.024818,-3.483446,0.817534,-0.007989,-1.64409,-4.024359,0.054507,3.220514,2.224966,0.963018,-0.453996,-1.971992,1
3.595913,-3.166444,-0.620138,-1.069749,-1.652943,-0.473036,-0.450285,0.742477,-0.204158,-0.89728,-1.372275,-1.69623,-1.232987,1.302417,-0.968298,1
-6.460154,-0.424979,1.312075,-2.60805,-0.489251,-0.840157,2.471987,1.039756,-0.148782,-1.172098,0.077411,2.0924,-1.441537,0.668394,-1.111833,-1
18.67932,-4.848445,-7.257273,4.842548,-2.206125,-6.6013,0.021352,1.745242,3.874065,-0.335194,-4.488506,2.352979,1.53729,1.626683,0.000028,1
-6.246531,4.898708,-1.20725,-0.523205,1.830868,2.163831,-1.157701,-1.962814,0.040036,-1.267351,2.744756,0.251222,-2.829742,-0.305407,-1.592892,1
-5.974861,3.72291,-4.754623,-1.154518,-1.342342,0.861104,-1.961931,0.124407,0.142191,-0.379052,-3.733812,0.179797,1.75891,-2.375146,-1.271944,1
-4.78387,3.794043,-1.47871,3.581331,2.095791,0.825831,-2.098406,-0.339458,2.103501,0.795751,-0.116569,1.768965,0.582459,-0.048033,-2.574769,-1
-9.092391,-6.310106,-0.237075,6.880484,1.904026,2.085571,-1.69903,-1.110143,2.413485,-1.116151,0.205637,-1.072339,-0.572362,-0.961158,0.353986,-1
5.575407,0.593783,0.983589,-11.301422,2.617853,-0.386342,1.299777,2.89628,-0.478456,-2.423234,-1.565796,1.102452,3.013391,2.580551,-0.469527,1
-0.844209,-6.447719,3.765333,3.098182,2.655631,2.199135,-3.351044,0.734871,-0.776925,-0.039765,-0.844883,-0.728655,-1.322318,-1.050302,-1.122712,1
5.504615,4.493269,-1.392774,1.328614,-0.291452,0.980283,-1.053536,0.750837,0.020599,-1.258869,1.645727,-2.312825,0.443866,-0.040875,3.810881,1
11.710014,-1.280108,-0.389611,-2.048701,-0.414541,-2.057173,-1.479877,2.499691,1.180742,-2.300827,-0.548518,-0.730279,-0.396974,2.132972,-1.11607,1
3.863686,1.472947,2.15115,-2.615672,2.831108,-0.623846,-1.063941,-0.234935,2.670346,0.057431,-0.273212,-1.367274,0.615735,-2.083291,-0.924776,1
25.826748,-2.055898,2.761605,2.213907,-1.016014,0.182843,-1.276902,-0.31023,-4.567273,-3.398429,1.930353,1.975693,0.319323,-0.786278,-0.096809,1
6.02681,-2.952539,0.815146,2.436287,-2.514928,-0.500489,0.214635,-2.201122,1.24095,-0.540299,1.597315,-0.353001,1.292856,2.733416,-2.199835,-1
-8.437188,-1.762374,-2.824884,-5.01421,-0.994686,2.374785,-1.036681,-0.245539,1.042857,1.026163,0.690757,-0.248579,0.21899,-0.192434,1.349274,1
-1.520086,0.555677,0.063065,-4.106961,-2.637586,0.465558,-1.072588,0.493699,2.556975,-0.497845,1.130858,-0.709099,-0.230471,1.865624,0.210931,1
-4.298753,1.294677,5.030454,2.086849,2.914833,0.574576,3.854136,-0.821992,0.328031,0.611601,-0.473248,-4.436224,0.76208,-0.275022,-0.887774,-1
-7.015196,-11.139331,-1.246357,0.979682,2.408957,-0.604811,-0.265202,4.369841,2.466125,3.070439,0.479825,-0.018011,-0.132916,4.297648,-5.162574,1
6.184284,-4.709596,0.637052,0.573989,-1.46368,-3.19412,-1.807164,-0.987435,-0.567525,-0.589622,-0.265097,-0.230447,-2.520375,1.563929,-0.450648,1
0.688868,1.123025,-1.457148,0.537835,-0.413992,-1.869319,-2.012981,-2.8989,-1.000351,1.356579,1.713909,-1.753899,0.067948,0.271774,0.001449,-1
-4.769702,-1.051645,-0.485005,-0.579946,-2.738883,-1.213716,1.193183,0.811534,-2.305324,-2.039252,-0.710834,-1.70086,0.208145,-1.03515,-2.076684,-1
-1.598814,1.613895,-2.963715,-0.124919,0.172382,-1.716096,1.430053,0.886239,-1.300136,-0.323456,-4.624054,0.578665,3.051166,1.636194,0.914284,1
-0.104226,1.275693,-0.702055,1.925476,-1.003704,-2.959137,-0.132734,0.342202,0.483631,-2.604626,0.538705,-1.138432,-0.488868,-2.398605,-0.713376,-1
2.072722,-1.259526,-1.752643,0.11817,-1.201406,1.863786,-1.926863,1.303959,-0.537951,0.187814,1.177327,1.987471,0.861652,-0.068343,2.08184,1
2.254124,-6.77678,2.65143,-3.787999,-1.079421,-0.111596,-0.311045,-1.333319,1.914559,0.390997,-2.0561,-1.391645,-0.518544,-2.008205,-0.660185,1
-9.2182,0.594501,-1.493693,-6.563274,-1.143462,1.760396,-0.233378,1.311588,1.525525,-0.665963,0.412627,1.119167,1.500876,0.616994,-1.288642,1
-10.262336,1.73036,-2.663154,-2.2821,-2.384705,-3.846032,-0.85776,-2.077748,-2.008179,0.972594,-0.617045,0.63398,-0.923388,-1.363866,-0.865203,-1
-5.675702,2.768275,-2.436623,-2.628363,-3.973159,0.688287,1.767705,0.271842,1.054735,-0.731097,-0.348774,-0.70053,1.111333,0.015352,-2.205143,1
6.148353,-1.400328,0.589874,-1.477613,-3.705555,-0.764637,0.80067,-1.263694,-2.221719,-1.294092,0.590326,0.323494,-0.109495,-1.624984,1.921729,1
8.296642,6.861973,3.302553,3.508124,-1.092497,0.83278,-1.39774,1.500196,0.871959,1.409288,-0.154239,1.23219,-0.274195,0.861298,1.185283,-1
-0.00213,4.238595,2.070069,3.244033,-2.402087,0.941668,1.932411,1.75484,-0.20352,0.56021,-0.001304,1.306445,-3.074819,-0.550401,-1.908118,-1
-3.136673,2.089957,-2.218579,-0.199323,2.233201,0.422192,0.014775,-1.055127,-0.068931,-0.243492,1.064805,0.218172,-0.489681,-0.529849,0.758504,1
-0.900782,3.090982,0.309401,0.527023,-1.159824,0.650376,0.194807,0.825786,-1.352702,0.367372,-2.300456,4.170974,-1.26878,-1.154076,0.169561,-1
3.264649,2.248812,-0.517412,0.67223,-3.055082,-4.07657,1.038938,4.504383,-1.467445,-0.118648,-1.835536,-2.920238,0.147185,-1.877751,-0.823888,-1
0.285046,3.391392,-1.088891,-0.355045,1.14751,-2.66748,-1.803247,1.008467,-1.422959,-0.216475,-1.109736,1.587934,0.410357,0.719545,-0.412906,-1
-3.479068,4.647656,-3.03134,-3.718029,-2.155816,3.816584,-0.760596,-0.231055,0.022569,-0.057407,-1.103802,0.00893,-2.955235,-0.258589,-1.56531,1
-6.532792,-2.192456,2.211503,-5.319809,-0.916121,0.204577,0.384444,-2.728041,1.510721,-1.793714,-1.055746,-2.32384,2.505671,1.945008,2.063788,-1
6.044313,1.509423,0.733021,-1.999998,1.071795,3.874608,1.671179,-1.494665,-1.765956,0.359796,-0.208516,0.113109,-1.417571,1.1613,1.26372,1
0.324323,-1.586923,-2.425685,0.361886,-3.045377,1.144399,0.697006,-1.516309,0.883451,0.007307,-1.460912,-0.558986,-0.028617,-0.527854,0.37664,1
-0.39747,-5.730459,-6.096291,-4.96062,-0.306232,-0.562948,0.940845,-0.975595,0.487336,1.603662,1.178947,-3.433604,0.737158,2.544239,-1.113058,1
3.042928,0.092965,0.634615,1.698797,-0.215351,-0.21857,-1.664389,1.274581,1.56701,1.519144,0.670804,0.744831,0.218334,-0.366701,0.547657,-1
-7.190103,-1.313847,3.94785,0.402361,-2.940407,-1.188416,-2.985098,1.074429,1.717432,-0.318031,-0.43741,0.704897,0.97425,0.790756,0.262519,-1
3.679282,2.034547,-3.771913,0.838386,1.687535,0.274997,-0.888979,7.13979,1.777476,-2.424075,4.354265,-0.118468,1.480136,-0.706466,1.155104,-1
3.01341,-3.410223,-0.108308,-4.14898,-2.709892,-0.090964,-0.414502,-1.024305,2.65104,0.373225,-0.198685,-2.042396,0.810124,3.422414,0.489158,1
-9.459678,-4.520445,-1.150589,2.871281,3.834532,2.2677,-2.022316,-0.645046,1.144783,-1.863153,1.488317,-1.233794,1.250968,0.156041,0.037474,1
-4.94313,0.864885,-0.574581,-0.359972,-0.670934,2.71788,1.069849,-0.746522,-0.687999,-0.663508,0.896991,-0.338539,3.195063,-0.896956,-1.094851,1
-11.210454,3.972792,-1.945078,1.739061,-2.935455,-0.372421,-1.78056,1.475431,-0.064585,1.123867,0.105918,-4.459584,-0.66413,-0.876349,2.097721,-1
-11.147657,-5.118324,5.304392,-1.431365,-4.217035,0.632852,2.026446,-1.594515,-0.251742,0.82555,1.389523,-1.646584,-0.692274,-1.251668,-0.634864,-1
-3.802685,3.683165,-0.084199,4.497871,1.175859,0.705063,0.276277,0.220652,2.080355,2.563875,-3.370378,1.872045,-0.198423,2.322422,-1.714499,-1
4.155184,0.966604,-2.439772,-0.827954,0.216542,-0.762934,-1.015653,0.178439,-0.054929,-1.070834,0.4808,-0.506643,-0.037478,-1.610919,-2.206399,1
0.1831,4.710735,4.347542,0.414918,2.224933,0.564757,1.499318,-1.708421,-0.415372,0.698905,-0.169173,-1.219135,-0.072385,1.362104,1.063631,-1
2.942216,2.612411,-3.789513,-1.67593,-1.819116,-1.930271,-1.499581,-0.150599,3.621995,0.481868,-1.028741,0.327824,0.136796,0.720425,1.098739,1
5.369805,-3.222767,1.183567,-2.814741,-2.796581,-0.196739,0.573006,1.992301,1.487061,-0.429405,-1.117199,-2.510825,2.124696,-0.546298,-1.828029,1
-4.581498,3.513349,-0.276494,-0.257992,-1.966311,0.568637,0.273943,-0.268214,-0.63344,-0.910874,0.273338,-0.446542,-1.701039,-0.031841,-1.883334,1
7.383403,-6.288093,1.525177,-0.408366,-3.681479,0.791907,0.40618,-0.899001,-3.504068,3.087804,0.984161,-0.955703,-1.487566,-0.984972,-0.207418,-1
0.473898,1.709589,1.418566,-0.411223,-2.808949,-0.456315,-0.116912,0.017631,1.823019,0.982504,1.160733,0.994635,-0.283242,1.382349,2.035455,-1
-3.545296,3.268088,0.618677,-0.457246,1.211863,-0.534638,0.418746,-2.199984,0.021087,-0.451684,0.666101,-0.104819,-2.089646,0.111354,-1.62662,-1
-14.988092,-13.470714,7.075939,3.449706,-2.321065,1.63127,-1.937561,-1.414105,3.564361,-3.091005,-2.909255,-1.19037,1.178952,1.922011,3.78857,1
5.055338,-8.754652,-6.312948,0.670948,5.309817,-4.235181,-1.698578,-1.509246,1.656445,5.459921,2.772256,1.115555,1.741076,0.029345,1.149703,1
-1.396879,2.948948,-0.911815,-0.654422,0.976785,-3.287441,-1.481318,0.30466,1.274659,-2.710633,-1.167065,-0.691322,0.241643,0.481518,0.097559,1
3.359611,-0.859915,0.882893,2.849776,-5.189118,-1.971046,-1.132054,0.484801,-1.229374,-0.265714,-0.048088,-1.302397,-1.560273,-1.681618,0.817367,-1
-3.037113,0.24215,-0.197967,-1.040545,-1.921001,2.406637,-1.770251,1.746523,-0.203422,0.539984,-1.274503,0.750937,1.137481,-2.082316,-2.087466,-1
-4.659687,3.449894,-3.078001,-0.623011,-0.503411,-1.326184,0.063041,-0.110266,-1.055612,-0.895921,-0.423636,-1.263664,-0.794292,-0.825735,2.253117,-1
16.813749,3.481481,2.446172,2.618947,3.083763,1.615561,1.533514,-1.180199,2.657087,-0.909848,-0.72495,0.077592,-0.152949,-0.484216,-1.67979,1
4.685167,-5.108165,3.452578,-0.261113,-1.49065,0.931098,0.959727,-1.156872,0.845215,-0.316096,-1.313962,0.248578,1.389457,1.740876,0.41183,1
-1.507832,3.550312,0.596676,5.700132,-1.153736,-0.131947,0.032761,1.754579,0.817947,-0.10006,0.662255,-1.882219,-1.11948,0.360097,0.87667,-1
0.887045,0.572336,-3.239513,1.553859,-0.975836,-1.828931,0.302133,-4.883215,0.851291,-0.207916,-3.048639,4.084148,-2.183928,-2.261393,1.23,1
-0.822083,-0.763886,2.208913,3.062885,-1.195901,0.939931,0.61455,-0.206324,-0.157353,-0.612012,0.786342,-0.425831,0.125707,0.1392,-0.630991,1
20.973561,-2.393419,4.902141,-2.422472,1.279878,3.93359,-0.348371,1.721562,0.496764,-1.403961,1.006264,-0.404663,1.909862,0.591828,0.109796,1
-7.142906,-4.74986,4.194635,-1.17688,3.728147,0.661032,1.141197,-0.417233,0.445491,1.266058,-1.857341,0.706428,0.740818,-3.08415,-0.949621,-1
-3.049807,2.339172,-0.412189,1.883136,-2.791076,-0.196014,0.411692,2.392544,-0.809465,1.082507,-1.040601,-1.442148,0.375411,0.687736,0.692884,-1
2.982589,5.812449,3.491735,-1.798274,3.573292,1.092726,-0.440869,0.485104,-0.12577,3.037343,1.710107,0.789436,2.56269,0.900307,-2.393283,1
5.72491,-0.155526,-2.47459,-1.802378,4.210159,1.077763,-0.774188,-1.613446,-3.693724,0.774754,2.177477,-1.5986,0.454896,1.994114,-0.155707,1
3.408637,-1.616071,5.404431,2.628001,0.244719,0.32586,0.009616,1.720859,-2.410586,0.168106,2.068733,-1.452863,-0.478793,0.645168,-1.662338,-1
9.634212,-0.607623,-1.040967,1.421617,-1.692234,-4.084038,-1.837322,-2.149019,2.627473,2.277245,-0.28059,-0.861461,-1.229765,-0.802509,-0.946318,1
-7.35512,0.556731,-0.481877,-1.34891,-0.457072,2.283584,-1.478779,-0.212395,-2.036431,-0.401668,-2.013139,-2.609583,-2.110143,-0.732028,2.167946,1
-5.258987,-0.665528,0.940068,1.501867,-2.874829,-2.107984,-0.051951,-1.712545,0.899154,0.363598,1.773576,-2.36465,-1.458948,-1.118277,0.005255,-1
-0.942617,5.784956,2.002666,0.630405,2.752881,-0.974459,-0.207869,0.939583,-0.034162,3.069469,-1.863734,2.687394,0.639607,2.394509,3.393503,-1
-5.809776,3.404414,-2.858628,-2.460778,-1.302048,-2.36115,-0.145265,-1.873074,-0.744886,-1.313108,-0.66041,0.759427,1.321164,-0.00551,-0.296674,-1
-4.724268,4.882462,-3.165428,1.453668,0.885305,0.958142,3.339004,-0.542828,0.367655,1.482143,-0.676862,1.334803,-1.283003,2.058021,-1.146265,-1
-2.271849,-4.52804,0.743099,0.158704,1.769912,2.808566,-1.903245,2.864366,-1.932868,-1.4263,-0.297213,-1.835496,-1.114214,-0.555601,-1.580165,-1
1.47608,0.267338,-2.521044,1.46004,1.103499,2.953227,1.427418,0.441215,0.698297,-0.885186,-0.908222,-0.199699,1.793434,-1.272568,-0.370953,1
1.864369,-1.495457,-0.114746,1.463382,-3.509589,0.378311,-1.404485,1.916795,-0.332467,-0.822171,-1.289133,0.319243,-0.675655,-2.237556,0.507357,1
3.055089,5.456435,0.328088,0.148559,0.242692,0.521413,0.22771,2.688171,-1.954652,-0.884836,-0.671481,-0.319548,2.414857,0.664856,-1.267061,-1
1.856009,-0.214393,1.866235,-6.476593,-1.44148,1.818305,1.434555,-2.928638,0.192101,-0.200653,-0.797491,1.617677,-0.851882,0.462441,0.602999,1
-0.977768,5.338967,0.257133,2.300983,-0.195931,1.806903,-1.907963,1.443744,0.527048,-0.555166,-0.110275,0.740642,-1.625238,0.246267,0.492875,-1
-11.137847,-1.843306,4.12504,0.519886,-4.481827,-0.375025,-2.360387,-0.850395,-1.435513,-0.710044,0.713009,0.633612,-0.251749,0.460482,0.458878,-1
1.983804,-6.288489,2.200409,0.03982,-0.852638,-1.210611,3.150337,3.930507,-0.709505,5.433066,-0.717389,0.079205,2.104336,-0.554271,-1.437267,1
-11.210682,1.842296,-1.800635,-0.306674,6.515935,1.586414,-1.423539,-0.967875,1.36203,2.240412,1.688786,0.469302,2.349654,-1.221923,1.514644,1
-10.29515,-0.160823,0.989333,-0.903781,-1.65027,-0.419946,0.447984,-0.633701,-1.368609,0.76857,-0.055994,2.642115,-0.386039,0.752623,-0.43854,-1
14.80011,1.634793,0.824371,-3.909176,3.834285,-1.350727,-2.102728,0.514037,-1.873816,0.18812,-3.12871,-2.543306,0.856797,0.098922,0.376585,1
-6.545162,1.011369,1.204569,-1.815013,-3.087288,0.801699,0.012537,0.952747,0.346904,1.143989,-0.17949,-0.338459,-0.847622,0.143421,-0.04873,-1
-7.469169,-0.365731,-0.981812,4.070728,2.910952,-1.108827,0.404047,-2.808618,-0.424152,-3.123988,0.913132,-0.379212,1.101241,-1.455573,-0.640248,1
-4.546047,2.295462,2.390453,1.645855,-2.177417,-2.153352,1.001579,3.291388,-3.299544,1.227417,0.802162,-1.753462,-1.505316,-0.047962,2.009733,-1
1.116586,-4.35602,-1.556175,-0.979345,3.873766,-0.56553,-0.878445,3.353214,-0.409513,0.760308,0.572844,1.009742,-0.429747,-0.065311,1.602374,1
5.487842,-8.853339,2.031155,-0.346207,-3.840041,-1.321348,1.645323,-0.794637,-0.573206,-3.243956,-1.049363,1.684912,-0.331508,0.732372,0.315883,1
13.391073,3.542267,1.405982,-1.288481,0.963319,-3.323344,2.054664,1.654787,1.489795,-1.769859,-0.435181,0.069679,1.084395,-1.941534,1.079913,1
5.901221,-4.154409,0.577798,-5.965124,0.056278,0.880409,2.637607,0.93014,-2.94493,-1.215693,1.1858,-0.283369,-1.699592,0.786253,0.016677,1
-0.497021,-0.466408,0.847225,1.931929,-2.271978,-2.045441,-3.600834,1.228929,0.842932,-0.329395,0.618064,0.303765,0.742782,1.633308,-0.522389,-1
5.890884,1.282593,-2.189121,3.778404,-0.267691,-0.933607,2.484025,0.244881,0.926006,0.3273,-0.310463,-0.248584,0.16264,-0.30805,-1.087096,1
0.707871,-5.145934,1.746131,-3.584958,-3.002518,1.425994,-0.478744,2.17354,-3.136634,1.307358,-0.707746,0.628345,-2.506888,-2.240896,-0.726994,1
0.482097,-3.19038,0.788728,-4.428391,0.699394,-0.47309,-0.871216,-1.104824,1.632625,0.015039,-1.493394,1.11233,-0.636235,-1.099193,0.297863,1
2.377124,0.234106,-0.800673,2.120606,-2.425015,1.111902,0.885645,-1.291113,1.249121,-0.400811,2.400687,1.040962,2.234928,-0.177051,0.610445,-1
5.887133,-1.310592,-0.591455,-0.55686,-1.65343,-0.447287,4.270837,-1.655006,1.660074,-3.018961,-1.076481,3.832479,-2.249076,2.068126,0.392695,1
-8.20947,2.212452,4.870082,0.692205,3.732673,1.091722,0.129624,0.734064,1.504795,-0.356971,-0.942893,-0.830915,1.802186,-0.28974,-1.774096,-1
-5.222483,-2.341038,9.858081,-3.845206,3.449421,1.573235,0.209756,2.154817,-3.011116,-0.940411,-2.32334,-1.423223,-0.563571,-0.184447,0.053693,-1
-20.549394,-7.590199,0.663327,2.712324,3.710978,4.112615,-1.23146,1.126621,1.228081,-0.900674,-1.095484,1.383189,-1.030433,-3.353895,-2.273707,-1
-1.847729,-0.94471,-0.995418,1.329852,5.940013,0.996298,4.825512,0.625182,0.233634,-3.083073,1.019871,-0.219877,1.536661,-2.706989,-0.132043,-1
12.190112,-1.338137,0.800789,-0.140389,-0.320141,-1.926357,0.977675,-1.82393,1.335749,-2.538731,5.118734,5.954059,3.113862,-2.163035,-0.854281,1
-1.064852,-2.500671,1.129968,0.155075,2.88569,-0.447566,3.582192,0.187161,-0.791759,-2.039003,0.744223,-2.035841,-2.812583,3.410458,1.671157,1
0.423024,1.294778,-1.843914,0.537051,-0.716785,2.765226,2.456934,1.884819,0.223216,3.230012,0.873561,-1.356557,-0.332435,-3.135046,1.531066,1
3.924204,2.123741,-3.314484,-0.489043,-1.103978,-2.222731,-1.824762,-0.694944,-3.195545,-0.85226,-2.717082,-3.313272,2.513229,-1.579884,-0.356501,1
-2.616106,-4.517847,6.834583,-0.433966,4.0211,-1.299905,-0.620572,2.131788,-2.384372,1.507288,-2.942403,2.39067,-1.55417,1.121265,-1.949721,1
9.090775,-4.836234,-1.921704,-2.042041,5.516863,0.682299,0.849633,-3.285661,0.135398,0.427028,-0.135178,-1.147481,-1.077509,-0.982516,1.56479,1
-3.514325,-1.535517,-2.36654,2.178297,3.810457,3.14514,-3.899618,-4.613694,-0.167418,0.708081,-0.504157,-2.169148,-0.794678,-2.790786,0.731421,1
17.669331,-1.234738,4.826242,-1.112454,3.383629,1.217649,-1.021879,4.368482,0.246627,1.3936,1.765596,-0.689343,0.325424,-1.763422,2.17934,1
7.115806,2.577355,2.259954,1.67844,-0.749083,2.148996,0.858322,-1.768797,-0.813752,1.466753,-0.143672,-0.065505,-0.64358,1.171494,-1.152448,-1
-6.408328,1.49004,7.11644,-5.620998,4.725351,-5.647629,2.270444,0.375695,0.309078,2.192143,-0.465758,2.405114,-0.715561,0.132998,2.443139,-1
8.153564,-2.83741,-10.838304,-0.395816,2.246572,-1.115041,8.825982,1.460617,4.38561,1.179118,-2.100015,-2.271795,-4.714072,-0.575607,-1.085734,1
-1.834904,3.616533,-0.206344,4.813523,-1.64025,-2.072001,0.413393,1.087124,-0.09604,-0.765875,2.02498,0.288956,-0.105526,0.560019,-1.598785,-1
-5.99561,3.5163,-0.419577,0.202892,1.332817,-0.476676,0.232064,-0.762858,-1.619031,2.102883,-0.488043,0.053796,-1.437116,-0.721623,1.369604,-1
1.990841,3.93065,-1.815891,-1.368775,1.268235,4.71072,-0.013927,-0.09269,2.333017,0.094315,0.177633,-0.193613,-0.750514,-1.955848,-0.763923,1
-0.791701,-0.777641,4.199318,2.085681,-2.521549,-2.950753,-2.653359,1.700356,-2.806968,-0.267985,-1.638343,0.365508,2.06914,2.913523,0.710768,-1
-4.16632,0.513585,-0.402406,-1.358789,-2.168812,0.302154,-0.572472,1.27883,-2.536674,2.544303,0.172844,-1.062676,-1.767755,1.416586,-0.727707,-1
-4.509391,0.795289,1.843669,0.977274,-2.840893,-1.773619,0.51516,0.623627,1.344387,-0.982733,0.057844,0.468954,-0.040763,-0.598354,-0.049556,1
-6.73186,-0.602333,-2.112915,-2.074937,-1.818331,3.151082,-1.109039,1.254282,1.312846,-1.239521,-0.61891,-0.961164,0.555278,-1.565226,2.953878,1
3.881585,4.274547,2.539122,4.552678,-2.322506,3.261828,1.923231,1.464266,0.759944,5.399246,-0.931645,2.15573,0.498001,1.409882,0.845525,1
-3.961412,1.336281,-2.504558,3.769393,0.995015,0.858554,-1.576055,0.348423,2.239368,1.238831,2.208124,-1.567374,-0.064512,-1.244238,-0.308905,-1
1.739457,-2.418435,-0.293344,0.338561,-1.876354,0.785804,-2.988599,-1.062487,-0.149744,-1.272422,-2.023622,0.613113,-1.340365,1.302284,5.762708,-1
4.968952,0.997664,0.972504,1.899516,0.035446,0.603459,0.057852,-0.863525,-2.284496,0.02519,1.013208,1.954698,1.347508,-1.038363,-0.967781,-1
2.717396,2.384337,-1.747873,-2.377938,-0.522779,2.193588,-2.435312,0.720803,1.034444,0.479227,1.814632,0.813687,-0.090343,1.821778,-1.507317,1
-7.715584,-2.605957,0.205663,-0.90196,-0.395785,2.598118,-1.196945,-0.079717,-1.55008,-1.424491,-0.065438,0.301432,1.021764,3.298179,2.999563,1
4.452168,0.291817,-2.008626,-0.95888,-1.851541,2.707423,3.880479,-2.428136,0.011296,3.118291,-1.211379,-1.853753,1.182209,0.04204,0.248033,1
-0.913835,3.565584,-1.215821,0.503786,0.721416,0.517183,-2.389898,-0.537356,0.63978,-0.597009,2.128775,1.331818,1.143885,-1.149057,-1.556314,-1
1.242954,0.778362,3.36,0.590573,-0.266688,1.256786,0.6072,1.754203,0.247201,-1.271012,-0.549793,0.529775,0.29536,-0.918426,-0.523474,-1
-2.223242,4.398383,-0.027402,1.063686,-1.660661,3.245524,-3.172531,-2.736346,0.55397,-0.345416,0.329945,1.476247,0.380366,3.311385,0.360231,-1
