@attribute '-0.122Feature85-0.122Feature84-0.121Feature52-0.12Feature86-0.12Feature162-0.12Feature78-0.12Feature163+0.12 Feature150-0.119Feature57+0.119Feature149-0.118Feature59+0.118Feature151-0.118Feature58-0.118Feature83+0.118Feature148...' numeric
@attribute '-0.23Feature34-0.228Feature33-0.222Feature35-0.201Feature32+0.197Feature98+0.193Feature99-0.191Feature36-0.187Feature31+0.172Feature100+0.17 Feature97+0.169Feature101-0.145Feature113+0.143Feature96-0.141Feature30+0.128Feature126...' numeric
@attribute 0.199Feature95+0.184Feature96+0.175Feature94-0.17Feature30+0.166Feature103-0.154Feature31+0.151Feature18-0.148Feature29+0.143Feature93+0.137Feature15+0.134Feature12-0.131Feature127+0.129Feature140+0.128Feature16+0.125Feature62... numeric
@attribute -0.234Feature27-0.221Feature25+0.204Feature92-0.2Feature28-0.189Feature26-0.189Feature102-0.183Feature29-0.177Feature11-0.16Feature103+0.157Feature93+0.145Feature1-0.14Feature89+0.136Feature116+0.123Feature2+0.123Feature118... numeric
@attribute '0.237Feature50-0.236Feature115+0.229Feature154+0.216Feature76+0.216Feature128+0.208Feature24-0.198Feature141+0.176Feature14+0.174Feature105+0.17 Feature104+0.153Feature13+0.152Feature112+0.144Feature22+0.141Feature102+0.139Feature90...' numeric
@attribute -0.263Feature91-0.253Feature13-0.222Feature104-0.22Feature12-0.209Feature89-0.196Feature90-0.189Feature141+0.185Feature128+0.179Feature50+0.179Feature76-0.165Feature115+0.164Feature154-0.157Feature11+0.157Feature24-0.149Feature107... numeric
@attribute 0.317Feature110+0.314Feature19+0.242Feature109+0.225Feature108+0.222Feature111+0.192Feature97+0.188Feature20+0.181Feature17+0.176Feature18+0.142Feature30-0.128Feature93+0.126Feature107-0.119Feature100+0.118Feature74-0.117Feature21... numeric
@attribute '0.277Feature106+0.266Feature107+0.255Feature21+0.245Feature16+0.232Feature20+0.215Feature15+0.197Feature111+0.194Feature99-0.183Feature11-0.179Feature102+0.171Feature28+0.17 Feature112-0.167Feature89+0.155Feature94+0.152Feature22...' numeric
@attribute '0.213Feature108+0.207Feature17-0.187Feature20-0.176Feature98+0.173Feature106+0.167Feature15+0.161Feature23+0.157Feature114-0.156Feature91-0.147Feature19-0.147Feature13-0.144Feature97+0.14 Feature109+0.136Feature107+0.128Feature18...' numeric
@attribute '0.281Feature23-0.277Feature108-0.27Feature17+0.262Feature114-0.185Feature21-0.18Feature95+0.172Feature104-0.167Feature99-0.166Feature18+0.157Feature101+0.147Feature13+0.13 Feature4-0.123Feature96+0.122Feature106-0.121Feature136...' numeric
@attribute '-0.252Feature114-0.25Feature22-0.236Feature6-0.236Feature23+0.212Feature4+0.204Feature3-0.203Feature113-0.202Feature5+0.185Feature112-0.166Feature100+0.153Feature107+0.15 Feature1+0.149Feature16-0.147Feature9+0.136Feature2...' numeric
@attribute -0.324Feature18-0.302Feature109-0.238Feature96-0.191Feature22-0.18Feature113+0.171Feature108+0.163Feature105+0.161Feature17+0.152Feature14-0.149Feature110+0.148Feature8+0.148Feature48+0.144Feature69-0.136Feature19+0.133Feature12... numeric
@attribute -0.321Feature105-0.272Feature14+0.251Feature5+0.199Feature37+0.196Feature44+0.195Feature42+0.184Feature43-0.172Feature3+0.165Feature6+0.164Feature11-0.163Feature71-0.161Feature92+0.155Feature89-0.144Feature1-0.143Feature103... numeric
@attribute -0.198Feature15-0.191Feature46+0.191Feature25-0.187Feature93+0.186Feature107+0.184Feature101+0.173Feature7-0.172Feature151-0.167Feature69-0.165Feature35-0.165Feature45+0.164Feature86+0.163Feature138+0.162Feature16+0.161Feature60... numeric
@attribute 0.291Feature72-0.227Feature5+0.224Feature17+0.202Feature95+0.189Feature42+0.173Feature108+0.166Feature67-0.155Feature10-0.154Feature74+0.151Feature63-0.148Feature70-0.147Feature40+0.143Feature4+0.143Feature22-0.136Feature65... numeric
@attribute Class {-1,1}

@data

0.476833,1.009972,-2.25925,1.930447,-3.472735,2.37299,1.151789,-1.137405,3.053292,1.727058,0.024285,0.245448,0.157717,-1.362205,-0.35113,1
2.08738,2.928624,-2.115028,0.92735,-2.691459,1.083265,-0.5857,0.723357,0.313977,0.030789,0.817995,-0.794581,-0.783985,-0.368989,-1.822664,-1
-4.261197,0.539621,1.953656,5.189833,2.475955,-1.447894,3.799864,0.433274,-1.649349,1.609983,-1.335044,0.537111,1.909797,-1.534681,-2.278533,-1
-3.952456,0.826908,0.344909,-1.336016,-2.276774,-0.363915,1.286574,-1.018485,1.713137,2.767762,-0.614556,-0.156806,-2.641652,0.779254,-1.153322,-1
-5.439793,2.913315,-0.753479,-3.946567,-3.496139,-0.497754,1.462482,0.87567,-1.254351,-1.257486,-0.876811,0.250795,-0.803062,-1.358639,0.363236,1
7.091697,2.390326,0.646271,3.228764,-0.435179,-2.613969,1.042976,-1.428779,-1.118073,0.802723,-0.935742,-0.874133,-0.855708,0.308221,0.79205,-1
-4.660098,3.654669,-3.323974,2.247523,1.74893,-0.51336,-3.081234,0.364922,-1.763851,-0.502989,0.925851,-0.504666,-1.538557,-0.741233,-1.355334,-1
6.329716,-4.448518,0.861879,0.564537,-1.761271,3.230868,-1.929888,-0.648761,-0.277927,0.61143,-2.115624,0.488579,-2.71572,2.289637,0.051717,1
-9.891427,-1.441501,3.798995,6.147138,3.352865,5.083742,1.761422,1.948267,-1.895172,-2.099955,2.907465,2.277791,0.424851,-1.341685,0.597466,-1
-8.91097,-1.963179,3.251737,0.200085,-5.03987,-0.253909,-0.804971,2.85814,-1.51,0.388125,0.8539,-0.195643,1.04275,-0.23351,-0.463527,-1
-2.993144,1.801529,-1.999223,-0.895091,2.074305,-0.777691,0.417905,-1.287663,-0.628016,-0.03788,0.867371,0.933262,0.982927,-0.047324,-1.35782,1
12.298421,-1.222575,0.994846,1.019015,0.242087,1.29381,-0.944766,-3.706788,-1.043046,-5.257984,4.842881,1.502981,1.693325,-2.169945,2.216213,1
-10.928346,-0.350622,1.616909,-0.636211,-3.934135,-3.137224,-0.540825,0.595296,-2.120364,-1.322192,-0.033473,-0.195134,-1.049636,-3.323343,0.549589,-1
10.345352,-1.71995,-0.486459,-5.338816,0.61492,-1.188536,-0.652269,-1.430289,-4.074946,-0.135943,-0.706826,-0.550235,-2.724394,1.407132,0.136843,1
-0.869669,-2.508134,0.452201,1.094692,2.793847,0.537946,4.1571,0.895883,-0.248596,-0.963865,-1.312663,0.869855,1.369963,3.406848,2.116631,1
-8.977936,-1.766759,1.063637,0.282698,-3.752389,-1.48802,1.170933,-0.134154,-2.427968,0.287468,1.728151,-0.05214,-1.494036,-1.104888,-0.810201,-1
-7.723087,0.965829,3.650245,-3.411605,2.125423,1.687571,-0.210944,-2.235795,-2.428184,3.029247,0.107769,1.054942,0.227918,-0.229879,0.239299,-1
4.456523,0.130301,-1.692178,-1.851508,-1.359561,-3.965294,3.437864,-1.747236,-2.209492,1.137736,0.214513,-2.727314,1.422549,-0.446354,-0.543024,1
-12.257481,-2.526986,2.505231,-7.4772,0.499178,0.150014,3.386434,-3.021346,1.864797,2.062369,2.289821,0.928986,0.279967,0.563661,-0.728275,1
-6.277757,0.575668,-0.357177,-1.164351,1.116234,2.80922,-1.859983,-1.424633,4.375637,1.702917,0.268652,1.201073,-1.254802,0.875486,-0.712188,-1
5.460079,-2.945175,2.70829,-1.991631,-2.306765,0.103905,0.404636,3.062929,0.292387,0.548164,-1.086349,-0.24753,0.355601,-2.48602,-1.59063,1
6.25503,-1.217713,1.475271,-0.864009,-3.002821,-0.071485,1.407632,-2.139202,0.466979,-1.358747,-0.661035,0.07684,2.311213,0.559134,1.028121,1
-4.379629,-1.246872,-1.895597,-2.401363,0.186953,-0.963645,-1.042972,-0.35637,0.224677,-0.673867,-2.35458,-0.409508,-1.329943,1.289713,-1.515444,1
0.109985,1.681955,1.481364,0.121767,-0.901198,0.174265,2.016558,0.127434,-0.090789,-0.792171,1.09196,0.762613,1.219126,1.655078,1.038089,-1
-1.231142,0.132933,3.317648,-1.345099,-3.033783,-0.798006,1.581732,2.583568,0.020534,-0.767873,-1.091052,-1.028871,-0.534364,2.648846,0.969893,-1
5.545926,1.530948,3.351811,-2.116872,4.215841,-0.717921,-0.610706,1.296714,-2.48666,-0.1594,-1.288979,-0.863226,0.16691,1.026632,-0.397416,1
13.190243,-5.099908,-3.226699,-4.022658,-2.056888,2.34659,-0.591215,-2.535661,-2.437922,0.597016,0.51892,0.462322,-1.022747,-1.663558,0.46732,1
3.141458,2.007573,-2.26789,0.733274,-1.756555,-0.320813,-0.737237,-1.090973,-0.852535,-1.596407,2.42648,0.210353,-1.2249,-0.489657,0.150579,1
0.390603,3.563503,-0.879394,-0.706313,1.252116,2.638898,-1.324581,-0.451161,2.013748,-0.716489,-0.50036,-0.959269,-1.229476,-0.393436,-0.52027,-1
-11.197622,-5.103275,-3.18515,3.386292,-0.603683,0.547349,3.343361,-4.071837,1.821175,2.033831,-2.480328,-6.621789,-2.795978,1.848307,-1.439726,-1
3.475499,0.458221,0.543812,-3.164776,-1.581802,-0.198741,0.230783,2.900264,0.78558,-2.79773,1.08683,0.551999,-2.015323,-0.219818,-0.605361,1
9.606335,4.6751,4.974522,-3.639456,2.823433,-2.078021,-0.508501,0.30963,0.618868,1.063204,-0.418361,0.554635,0.697223,-0.139065,0.472895,1
-2.412018,-1.656634,2.799616,-5.815973,1.396193,-1.939492,-0.717061,2.070154,2.649377,0.371327,1.705495,-1.586596,-0.972405,1.996856,-0.106047,1
8.376568,2.153284,0.207956,0.368971,0.908816,-2.033085,-1.51312,0.434847,-0.037046,5.408915,0.076297,2.736246,2.019106,-0.780626,-0.484737,1
0.423438,3.841344,0.122418,-4.495863,-1.221171,0.72515,-1.747655,1.881089,0.650217,-3.497401,0.220348,2.22984,1.448607,-0.04859,-0.058859,1
-5.830103,3.479673,-0.950505,0.191581,1.252957,0.60839,0.545734,-1.532771,0.237303,1.777383,0.274227,-1.138425,0.241312,0.913712,1.840803,-1
-9.610558,3.599273,-0.229269,3.158814,1.069215,2.707971,1.649629,-2.114838,-0.756429,0.743437,0.812405,-0.2098,-1.938356,2.195134,-0.070254,-1
3.700833,2.254083,-1.240522,-0.10066,-1.095275,-0.281544,-0.390085,1.839308,-0.84388,2.23149,-0.670337,1.323633,1.062152,-0.986096,-0.445105,-1
13.807681,-4.387691,1.641277,0.998495,-1.52816,-2.297925,0.558015,-0.790148,-3.668829,2.652197,0.796001,1.327982,-1.362638,-4.025851,-0.220067,1
5.968635,-3.857238,3.952288,-4.374258,0.547567,-0.946285,4.123081,-0.74571,1.938091,-1.248042,-0.753521,1.251485,-2.367223,0.412936,-0.93099,1
-4.37677,2.319032,0.871751,2.932774,-2.304205,2.453233,2.953269,0.510823,4.376748,1.254381,1.06632,0.099478,1.412654,1.79127,0.561296,-1
-2.093347,-4.376038,0.806018,0.22686,1.519172,-2.293652,-0.55664,2.206856,4.053972,1.617688,-0.759885,1.301693,-1.23889,1.882034,-0.757304,-1
0.139444,4.40604,2.575616,3.584279,2.467172,-0.75053,1.946525,-0.055093,-2.488851,1.639353,-1.812208,0.517528,-1.048664,-1.581969,-1.696464,-1
-4.791599,0.626608,-0.492525,-0.645931,-0.3155,-3.435962,0.781096,-0.726277,0.321376,-1.214884,-0.31017,0.983784,0.842139,-1.97207,-0.168125,1
-7.017078,-1.009374,3.70776,1.495528,-3.192296,1.418427,-3.266995,1.845439,-0.384055,-0.560781,-0.56523,-0.359197,0.347419,-1.155479,0.740256,-1
5.763322,8.676309,4.505356,4.776256,2.577877,-0.39979,0.343725,0.573034,-0.550172,-0.825829,-2.569262,0.793391,2.916975,-1.508568,-1.115887,-1
2.361717,2.541908,-0.398822,4.486766,1.299476,-2.405229,-0.02105,-1.402122,-0.787517,0.853475,-0.007738,0.497617,-0.028052,-0.626401,-0.155329,1
-4.594816,4.320602,-4.154767,-0.291512,1.032227,-0.55887,3.066295,0.117479,-2.17256,-0.855946,0.208205,-1.505236,-2.620789,-0.579727,-0.171759,-1
-2.214338,-6.429831,-1.575003,2.548476,5.474671,1.513667,-1.759767,-1.798144,0.406418,-0.370544,-2.922473,-1.334169,-1.571621,-0.463251,1.392623,-1
-14.027423,-2.094504,-0.130259,1.368567,0.92731,-2.331262,-3.756093,2.769734,0.846208,-0.554895,1.452212,-3.142079,0.706393,-0.413268,-0.961323,-1
-20.118002,-7.443561,-0.537366,1.475856,3.213607,-3.796072,-1.916603,1.315654,1.227453,-0.555293,2.299697,-1.451684,0.668234,3.489817,0.292277,-1
-11.190446,-1.316006,3.594367,-2.119128,-2.342772,-1.476065,-0.335319,-3.700994,2.117342,1.999421,-0.120654,0.017624,1.191281,-1.783924,-0.523326,1
0.064865,4.07849,-0.459748,3.879892,-2.208725,-0.639511,3.10323,0.753902,-0.466374,-0.797159,1.552677,-1.651625,-0.912918,1.808653,-1.096019,-1
0.50112,1.221714,-2.184028,-0.213225,-0.333558,-2.758099,3.17427,0.711229,0.37868,2.855993,2.865864,-1.940089,3.105002,0.482265,0.918735,1
-0.904433,5.368305,-1.439851,2.402522,-0.208261,-1.465781,-1.395589,1.752297,0.466023,-0.142186,0.667593,0.115497,-1.121393,0.826915,0.238495,-1
-6.231565,1.849685,8.493637,-0.28346,5.119052,5.304293,2.253702,-1.530229,-0.824585,0.235497,1.815205,-2.248519,-0.242538,-0.156934,1.255723,-1
-0.324582,-0.303591,0.144004,1.723575,-2.880229,2.529898,-3.602498,1.533496,1.043246,0.77862,0.221419,0.770671,-1.833691,-0.276916,0.335195,-1
-8.212159,-1.377619,0.544834,-6.299697,-0.531111,-1.97939,-0.573476,0.551471,-0.66452,1.36416,0.93071,0.920253,-0.272919,0.449254,-0.128693,1
3.050407,5.272294,-0.398658,0.68185,0.279383,-1.315554,1.626794,0.257484,3.010575,-0.990779,0.061996,-0.37416,2.702167,-1.40413,-2.149942,-1
1.996888,-0.907307,0.467388,1.661321,-3.545679,-1.567205,0.607481,-4.654356,1.73225,-0.916565,0.415355,1.268361,-2.194216,-0.892506,-0.542203,1
-1.782493,0.744588,1.724659,1.417248,-3.019707,1.79658,0.036159,0.068514,-0.461899,0.470128,1.310259,-1.245555,0.58167,1.257067,-0.402134,-1
0.50648,3.891563,-0.468031,2.385005,-0.647547,-0.303511,-1.53497,2.725064,-1.061496,-0.280115,0.207948,-1.710068,-1.042642,-0.381065,0.24633,-1
-1.46112,0.735668,-0.486483,-1.0207,-3.499886,0.195592,0.437367,-3.093871,1.810883,0.381146,-0.288433,1.704182,-0.801944,1.135405,0.466329,-1
-4.30673,0.359877,-1.633147,2.590011,1.515399,-0.258323,1.316862,2.097249,-1.03502,1.140422,0.035739,-2.103174,-0.63489,0.136638,0.008001,-1
-8.845998,-6.893286,-3.44553,4.810975,0.759215,-1.799311,-3.055654,1.787342,-0.982712,0.70693,0.525462,1.29704,-0.814029,0.897844,0.281446,-1
3.640987,-2.918553,-2.236857,-2.641104,-3.21366,-1.762976,2.967169,-3.227716,4.180097,-1.34447,0.062911,-2.589068,2.297981,-3.091568,1.682109,1
0.070867,0.925919,-1.625206,1.048166,-1.433519,2.801469,-0.041053,0.82754,0.381256,-1.035115,0.105774,1.916555,0.289772,0.158143,-0.889875,-1
7.317431,-0.311127,3.348694,-1.126163,1.538949,0.569281,-0.032025,-0.43683,-0.883395,-1.816159,1.04662,0.219184,1.52976,3.176665,-1.082072,1
0.507559,-1.591525,-2.150657,-1.231704,-2.708751,-1.600351,-0.10388,-0.040172,-1.488599,-0.739204,-0.818107,-1.252137,1.28439,0.446292,0.774018,1
-9.604824,0.07408,-2.23767,4.014822,0.897342,2.161158,3.306908,3.79249,-1.795458,-3.234819,-3.240776,2.022709,-1.461542,1.141808,-1.236637,-1
-3.338587,4.954849,-0.804445,-4.81242,-1.482457,-3.966994,0.641294,-0.122956,-0.577096,0.519106,0.225411,-0.713556,-0.87462,3.335427,1.040602,1
13.364081,3.658351,1.690832,0.236129,1.380414,3.030896,1.316308,1.705651,-0.122702,-1.382254,0.317154,-0.750713,1.206048,-1.053453,-0.04656,1
-4.049378,1.261892,-0.355501,-5.457389,-0.327304,0.14505,-2.988505,0.272415,0.179806,2.576865,-1.840815,2.92284,-0.50572,2.626867,1.905311,1
9.070244,-4.920182,-0.696471,-2.478459,6.045281,-1.459261,0.458388,-1.842544,-1.533372,0.960596,-0.024746,0.063938,0.204824,1.204808,1.881637,1
-8.743261,-3.885375,-1.562377,1.424998,-2.336718,1.967579,-2.974148,0.13242,2.57005,-0.975789,-3.245603,1.367723,0.715263,-0.584937,2.459625,-1
7.436251,4.923738,-0.709447,2.598218,-1.059154,-0.873978,-0.846896,1.749121,-1.9391,2.137513,0.75928,-2.344172,1.472958,2.130454,0.841559,1
5.612535,-8.45428,2.6711,0.317813,-3.642885,0.801214,0.442136,-0.896631,0.449099,-3.712404,-0.715888,-1.364727,-0.086361,1.471399,0.365234,1
5.288627,-9.055746,-5.001344,-2.967011,4.131867,4.040344,-2.598219,-2.781512,-1.013551,3.208301,3.870457,0.150294,-0.019935,-3.233068,-2.693655,1
-0.268355,1.73689,-0.122368,3.042117,2.327866,-1.412387,0.325145,0.490124,-0.89619,0.276448,1.221574,-0.649369,-1.242641,0.220339,-0.042704,-1
5.391309,-1.83347,0.738031,-3.464482,-4.479748,0.228158,-0.794923,1.808495,-3.9887,0.349911,-0.804076,0.023563,0.195989,-1.80957,-2.39083,1
0.956001,-1.364823,-3.845996,-1.081502,4.086747,-3.1106,-5.09394,-0.2703,-0.875683,1.390452,0.775239,2.800795,-0.438893,-2.150629,1.63039,1
1.05504,1.391267,-2.958634,-1.709245,-1.577258,0.226346,-1.374325,-1.37994,-0.510617,0.054861,-0.244851,0.150725,-0.585774,0.593608,0.944411,1
-2.567507,0.303163,4.989019,-2.179003,1.488806,1.44881,0.024586,-2.698764,0.016877,-1.858093,1.274742,1.684408,2.214388,0.801715,-1.103545,1
3.15008,2.242695,-3.548243,2.177867,-1.915868,-2.087758,-2.670914,-0.953137,-2.013957,1.08291,0.672217,-0.175627,-0.651985,-1.579092,1.311502,1
4.322462,0.984207,-1.609843,-1.982888,0.234587,0.676673,-0.849208,-0.082048,0.345859,-0.277684,-0.433011,1.094864,-0.606651,0.232643,0.634077,1
-2.373139,-3.978153,-2.621466,0.500175,1.85062,-2.246466,-1.016901,0.035837,-0.892693,1.793237,-1.202234,1.744008,0.393566,0.062612,0.671337,1
22.431661,-5.146004,-4.040173,-2.51611,3.536063,3.334279,-0.287173,-0.398611,1.732874,-0.63778,0.07147,0.596817,0.138806,2.721331,-0.523423,1
5.317499,5.29179,0.547187,2.354218,1.95306,-0.805751,-2.501088,0.413882,3.386502,1.6831,-1.509794,2.02436,-2.884311,-0.404275,0.122856,-1
3.746453,4.136662,-1.025995,0.555687,3.135517,1.507482,0.151395,-2.463829,-1.970057,3.579414,0.74591,-1.657079,1.018157,-1.515711,0.581308,-1
-0.310344,4.097905,-0.292472,-0.270577,1.911546,3.007274,-0.831534,-1.852163,1.126715,-1.669933,-0.043658,-0.724003,0.465693,1.367828,-0.672425,-1
-6.935199,-0.669877,-4.109889,2.408588,1.275592,-0.736091,0.97049,1.065409,-1.761908,1.375194,-0.05588,2.298178,1.807309,-1.422258,-1.966743,-1
4.906612,1.513297,-1.908479,-0.052291,1.830511,3.278283,-2.662324,-2.626455,-2.285618,1.609218,-1.875338,0.697113,-0.31464,-0.182448,-1.065896,1
-1.652381,4.671985,2.021064,-1.190431,2.993744,0.931191,1.811135,0.672591,-0.429635,1.579856,-1.209545,1.632906,-1.533229,0.474393,1.695567,-1
2.395094,-6.376364,4.714531,-2.27301,-0.522187,-1.006679,-0.61667,0.379251,-2.475891,0.661963,-0.769564,-0.986168,2.475307,0.824823,-1.237652,1
5.1002,-2.321436,-2.965784,1.280076,-4.498469,-2.838245,3.552612,-5.248782,-0.550996,-1.842721,2.104383,1.141103,0.932793,1.460716,0.692449,1
-8.519767,-1.001945,0.063,-2.682719,-1.253706,-0.443082,-1.091694,0.500241,0.496169,0.140233,2.774436,1.969032,-1.14989,1.890741,-3.147468,-1
2.108469,-6.050735,2.219489,0.854696,-0.78712,1.289582,2.668682,0.870725,2.0032,2.105135,2.42963,-4.905878,0.345419,-2.834286,-0.55963,1
10.133434,-2.217262,0.132689,-3.669015,2.187047,1.555203,-2.319869,1.190705,-1.027908,-0.142309,2.038003,-0.303657,-1.443307,1.556701,-1.330155,1
-1.073309,1.706898,-0.13232,4.639816,1.526279,4.814578,0.662155,0.791802,0.875378,-2.078416,-1.997725,0.016982,-4.85322,-0.082603,0.154208,-1
-3.911451,0.528688,1.290098,-0.9508,0.370661,0.604141,-0.31259,-2.153702,-0.07105,0.6784,0.440452,1.015137,-0.564093,-1.265892,-0.417731,-1
-9.145012,-3.886737,4.832221,-0.117177,-2.857069,-0.214838,-0.793127,-2.329216,2.783736,1.953952,-0.371923,-0.711561,-0.318929,-0.31128,-0.859016,-1
-4.520194,-2.012344,-1.192377,3.733784,-2.002183,-2.372548,-3.938531,-1.0745,3.407664,-0.250444,2.420229,0.870649,1.218928,-0.305969,1.839745,-1
-9.936177,3.405069,1.537477,-3.741178,1.274099,2.862154,1.57576,1.163416,0.736849,-2.428269,3.659828,-1.030365,0.74047,0.636065,1.377594,-1
-4.576662,-0.912483,4.526254,1.763166,-5.076362,3.259163,0.247689,-0.249431,-1.42722,1.159473,-0.346969,0.045091,0.902571,-0.250266,-1.446302,-1
4.825688,4.850661,4.389503,3.814985,4.599699,0.734983,-0.664803,-1.856623,-1.995051,2.302155,-1.40238,0.17425,-0.948126,-0.43376,0.320123,-1
16.342574,-1.507302,1.701964,0.473821,4.563743,-2.960348,2.322857,0.036957,0.078099,-0.009123,-3.358129,-0.881548,-0.771754,0.449167,1.08357,1
2.592987,1.037978,-2.694074,2.430147,-1.876725,1.44732,-1.974536,-1.678351,-0.046106,-0.684306,2.371923,0.424553,1.701679,0.152546,-0.388446,-1
5.643719,1.56812,6.762845,-8.306495,4.027896,0.23554,1.982762,1.44144,2.496735,-2.765933,-1.007276,-0.254626,-1.07481,-1.303204,-2.316669,1
-9.604625,1.542164,0.957894,-5.274637,2.092469,1.376131,1.97093,2.038003,1.033472,-0.959818,1.218927,-0.133112,0.246334,-3.974363,-0.150257,-1
-5.26514,-1.218667,-1.140636,1.416994,2.334345,0.648621,3.690931,0.857798,0.799163,-0.90295,-0.855993,0.601183,-1.933278,0.579895,0.904468,-1
-8.082894,2.193642,3.22739,3.346377,3.633865,-1.283602,-0.452064,1.638802,-0.28205,-0.412138,0.480404,-0.144324,1.776737,-0.789346,-0.74878,-1
-0.860265,2.820226,-2.959372,0.135857,-0.838763,1.707722,-1.290435,0.340991,0.323442,0.54696,-0.067251,-0.295613,-0.962009,0.418271,-0.968454,1
0.58453,1.641091,1.593058,0.279629,-2.641799,0.654258,-0.127195,0.843909,-1.954712,0.908071,0.872869,0.422948,-1.088667,-1.239514,0.820778,-1
-2.334277,4.10585,-0.480864,-4.826516,1.30112,1.292633,-0.459572,2.563399,1.478697,-3.004432,-2.237615,2.20598,1.672557,-0.83292,-2.632754,1
1.925976,0.166397,4.633576,-4.04274,-0.0911,-2.952595,1.767996,-2.08016,-2.429143,-1.668014,-0.884331,-0.409566,0.116785,1.50978,-2.354091,1
-0.210234,1.313244,0.211232,-0.762147,-4.258462,-0.510655,2.142655,-1.994802,-0.896382,-1.809129,-1.254477,1.605204,1.828449,-2.853268,1.370792,1
-7.490369,-2.542309,1.093637,-1.346814,-0.755167,-2.314932,-1.228003,0.429537,1.381706,-0.298809,-2.941561,1.048002,-1.398971,-1.374882,2.516649,1
1.511438,2.170929,1.901326,3.133735,-2.53611,-2.590117,1.666044,-1.151909,-3.220022,-0.684866,-2.063371,-0.10716,-1.569603,0.35212,0.067237,-1
-4.478381,-0.926127,0.518192,2.399944,-3.489296,1.752552,-1.170312,-0.56817,2.514537,1.233328,-0.569133,0.084138,-0.99111,-1.34693,1.105222,-1
0.884241,1.992609,-1.080795,2.096398,2.704203,-1.589124,-1.164401,-1.497959,-0.167309,-0.061465,1.949396,0.070473,-0.064125,1.81294,0.863287,-1
18.755295,-5.247269,-7.981358,-0.384388,-2.138991,6.502569,-2.719269,2.474089,-0.852657,-2.660207,-0.810787,-4.831149,0.302373,-1.029825,-1.340335,1
-3.61341,-8.619514,5.04258,-0.718368,-3.271921,-2.191505,0.395677,-0.144621,-1.630048,0.338702,0.306664,0.48858,0.700425,-0.812638,1.410767,1
4.508804,2.856299,-0.483597,-0.20433,0.686917,-2.125176,-1.070165,0.733328,0.582907,-0.876717,0.775467,-0.906739,-0.409606,-0.0612,1.096018,1
9.708299,2.36651,0.210171,4.22764,-1.778381,-1.353497,0.182925,0.793445,0.741009,-1.446846,1.699063,1.705809,-0.17852,1.464677,0.334341,-1
-5.143684,-0.642829,-5.656314,-4.515871,3.512149,-2.791169,-3.584908,1.066703,1.95644,-1.422642,-1.74562,-2.677963,-0.613024,-2.12139,4.48307,1
-4.419939,3.512515,-0.382307,-0.12651,-2.355574,-0.420772,1.116262,-0.332431,-1.194131,-0.350041,-0.904505,0.24335,-0.322467,1.033814,-3.16996,1
-12.215639,1.20219,2.633114,-1.444698,0.395533,6.258203,-0.558543,-4.190406,1.067708,-1.741119,-1.458886,-0.777288,2.075945,-1.073518,1.268133,-1
6.72118,0.641558,-0.883884,0.227739,-0.110411,3.00982,0.296002,-0.590603,0.356065,-3.44414,-1.925897,0.633923,-1.770461,-1.016003,1.168552,1
-6.977292,-4.28089,4.041609,1.35642,4.052548,-1.358774,0.316257,-1.012416,-0.550577,-1.058131,1.196502,-3.252727,3.512755,0.545659,-1.371996,-1
-5.791536,3.809028,-3.43715,-4.207585,-1.046587,-0.945296,-2.095897,0.612884,1.076924,-0.411451,-0.42764,-1.947073,2.250055,0.180841,-0.484728,1
3.437255,-1.157113,1.954923,-3.084547,-0.700087,1.55451,-0.426759,2.637634,-0.798301,0.868048,0.035922,-0.985757,-0.747406,2.28599,-0.137123,1
11.797934,-0.735933,1.227762,-2.127569,-0.216503,2.391978,-1.373565,2.683388,1.129885,-0.916921,-1.344094,0.804685,-1.455807,0.582213,0.893416,1
-1.437771,1.46308,-2.651235,-2.091408,0.334536,1.570788,0.383729,-0.146904,1.743158,-1.139976,-3.436141,-4.013586,0.330994,-2.149755,1.265484,1
6.987016,1.873425,-0.192027,2.665288,-0.963568,3.494898,1.426667,3.017938,-0.755207,2.163223,3.218645,-0.645508,0.590102,-0.508411,0.728946,-1
-8.299181,2.4699,-1.175976,-2.832347,0.409169,2.147927,0.578995,-2.519065,-0.257112,0.404672,0.257226,-0.976341,0.173498,0.009706,0.18822,-1
8.726752,-1.341002,-0.939769,-0.350919,2.592962,-2.047093,4.400005,1.158941,-1.299878,-1.435274,-0.124235,2.011314,-0.828509,-0.49312,1.424341,1
5.024652,1.114092,-0.245187,2.504462,0.077124,-1.17799,-0.174151,-2.96982,1.806631,-0.731817,0.773764,-0.647895,-0.580587,-0.442362,1.333411,-1
-9.983948,0.112084,1.424805,-0.65475,-1.564641,0.448992,0.450372,-2.135901,0.119433,-1.496289,0.634898,-1.559921,-0.076523,1.323803,0.928831,-1
8.550392,-15.633506,-3.686779,-4.691307,2.543968,5.122485,7.069966,4.631777,1.52034,3.13158,1.184075,5.268491,-1.915604,-0.714097,-1.548269,1
-0.76653,-1.441353,1.271123,0.167926,1.608507,-2.443776,-2.713003,1.682938,-2.415755,-1.208088,-1.649076,0.283369,-2.294708,-0.139679,1.390696,1
-2.919665,-2.234265,-0.884656,-0.725672,-1.113183,-2.866213,0.423275,-1.983097,-1.113105,0.936706,-1.063334,-2.340069,-0.665341,-2.739628,-1.589364,1
