@attribute -0.124Feature84-0.122Feature85-0.121Feature162+0.121Feature149-0.121Feature52-0.121Feature86-0.12Feature58-0.12Feature78+0.119Feature148+0.119Feature150-0.119Feature57-0.119Feature163-0.119Feature164-0.118Feature59-0.118Feature83... numeric
@attribute '-0.23Feature33-0.226Feature34-0.21Feature35+0.203Feature98+0.196Feature99-0.195Feature32-0.178Feature31-0.174Feature36+0.174Feature97+0.156Feature100-0.154Feature30+0.15 Feature101+0.146Feature96-0.144Feature113-0.124Feature29...' numeric
@attribute '0.186Feature103+0.157Feature96+0.149Feature94+0.148Feature95+0.147Feature25-0.146Feature116-0.14Feature30+0.139Feature51+0.134Feature129-0.133Feature115-0.133Feature127+0.131Feature18+0.13 Feature140+0.129Feature102-0.128Feature31...' numeric
@attribute '0.215Feature26+0.209Feature29+0.206Feature27+0.19 Feature28+0.189Feature102+0.157Feature11-0.148Feature95-0.145Feature93+0.141Feature104-0.136Feature96+0.136Feature24+0.134Feature25-0.129Feature1-0.129Feature92-0.129Feature94...' numeric
@attribute 0.216Feature50+0.215Feature14+0.214Feature92+0.212Feature128+0.207Feature76-0.206Feature141+0.206Feature154-0.203Feature115+0.175Feature90+0.152Feature105-0.139Feature25-0.134Feature36+0.134Feature24-0.132Feature140+0.131Feature101... numeric
@attribute 0.258Feature13+0.257Feature91+0.226Feature104+0.208Feature89+0.202Feature12+0.196Feature90+0.175Feature105+0.157Feature14+0.154Feature11-0.152Feature50-0.151Feature128-0.15Feature24-0.147Feature76+0.146Feature141-0.144Feature154... numeric
@attribute '-0.321Feature110-0.316Feature19-0.278Feature111-0.259Feature20-0.254Feature109-0.195Feature108-0.192Feature97-0.168Feature18-0.144Feature17-0.135Feature30+0.12 Feature89+0.117Feature121-0.117Feature98+0.109Feature100-0.105Feature28...' numeric
@attribute '-0.284Feature106-0.282Feature107-0.268Feature16-0.244Feature15-0.202Feature94+0.19 Feature89+0.19 Feature11+0.187Feature90-0.186Feature23+0.176Feature12+0.174Feature102-0.165Feature114-0.146Feature93-0.135Feature101+0.132Feature98...' numeric
@attribute '-0.312Feature21+0.238Feature23-0.235Feature99+0.234Feature114-0.206Feature20-0.187Feature112+0.163Feature17-0.161Feature106+0.16 Feature101-0.155Feature1-0.154Feature111+0.148Feature108-0.147Feature107-0.146Feature2-0.135Feature98...' numeric
@attribute '0.33 Feature108+0.321Feature17-0.225Feature114-0.213Feature23+0.203Feature95-0.201Feature91-0.187Feature19-0.182Feature13-0.158Feature104+0.158Feature105-0.155Feature22+0.147Feature8-0.143Feature110-0.137Feature15+0.13 Feature14...' numeric
@attribute 0.323Feature4-0.268Feature5+0.268Feature3-0.237Feature9-0.21Feature6-0.163Feature22-0.143Feature17-0.134Feature100-0.134Feature108-0.131Feature113-0.13Feature64+0.129Feature24+0.123Feature120-0.116Feature99-0.115Feature110... numeric
@attribute '-0.347Feature18-0.331Feature109-0.231Feature96-0.197Feature113-0.188Feature22+0.157Feature12+0.145Feature104+0.143Feature103+0.133Feature16+0.133Feature94+0.131Feature26+0.13 Feature105+0.123Feature42-0.123Feature44+0.114Feature48...' numeric
@attribute '-0.231Feature71+0.197Feature46+0.184Feature4-0.183Feature2-0.174Feature101+0.162Feature36+0.16 Feature17-0.16Feature1+0.16 Feature161-0.159Feature122+0.152Feature57+0.148Feature135+0.145Feature83-0.142Feature148+0.14 Feature44...' numeric
@attribute '-0.249Feature105-0.223Feature14-0.22Feature45-0.204Feature46+0.175Feature37-0.142Feature92+0.138Feature43+0.137Feature73+0.137Feature16+0.131Feature138+0.13 Feature60+0.128Feature118-0.127Feature157-0.127Feature125+0.125Feature44...' numeric
@attribute '-0.198Feature63+0.19 Feature65+0.181Feature15+0.18 Feature70-0.174Feature68+0.163Feature40+0.158Feature44+0.151Feature8+0.149Feature106+0.147Feature12+0.146Feature90-0.139Feature72-0.137Feature95-0.136Feature3-0.134Feature97...' numeric
@attribute Class {-1,1}

@data

-7.278436,-0.789237,3.293359,-3.77577,-1.721241,-1.784168,2.432762,-0.545759,-2.202436,-0.67525,-0.243195,-0.273016,0.015581,0.024257,0.428662,-1
1.24663,1.039256,1.727531,-2.12996,1.263974,1.136841,-0.538527,-1.145688,-1.263816,0.630819,-1.425184,-1.469919,0.335566,-0.076164,0.344682,-1
0.434069,1.303635,-1.850289,0.825512,-0.931812,2.454878,-2.786999,-1.195496,0.731531,-2.745857,2.131005,-0.694408,-0.015167,3.383311,-1.302866,1
-3.612958,5.120155,-0.101689,3.70822,-3.863215,3.447821,0.370525,-0.813081,0.592067,-0.658209,-0.587596,-0.30158,-2.33784,0.634242,-2.625802,1
5.143102,1.033592,-2.342462,-0.972616,5.956601,-1.867761,-2.487736,0.148539,0.452201,4.735546,-2.675106,2.56247,0.392018,-1.855216,-3.072071,-1
3.23462,-2.747024,2.396678,-2.058433,-0.651439,0.111005,1.251526,0.499088,-2.712139,-0.525131,0.795393,-2.158104,-0.069828,0.742809,-1.443153,1
-4.732442,-1.166728,-1.182989,2.333596,-0.818897,0.414098,1.262517,0.249269,0.828199,-0.044536,-0.925395,-1.214135,-2.27821,-1.827301,0.75755,1
-1.620698,1.612818,-1.73855,2.38754,-0.265843,-1.963911,-0.148402,0.079337,1.531742,-1.501986,-1.351321,-5.186649,0.796632,-2.782857,1.847125,1
2.787389,2.700947,0.38472,2.591445,-1.73832,1.68073,1.617414,-1.002283,-1.482887,1.861258,1.809805,1.483661,-1.287532,0.323712,1.232653,1
-0.042979,2.0828,-1.502774,-0.822337,1.508961,-5.660889,-0.270122,1.518624,2.314454,-0.985144,-0.174817,-0.088847,0.04482,1.090904,-1.60635,-1
0.48568,-0.215926,-3.28692,-2.139748,-2.945591,1.84836,-0.421564,1.416589,3.980046,0.885382,-0.51916,1.668176,-3.305273,-0.058248,-1.631693,1
8.668104,1.95015,0.231931,0.360708,0.750932,1.726213,1.890693,-1.653221,0.720693,-3.609295,1.417521,3.627234,2.062855,0.745492,1.169776,1
4.33418,0.824475,-1.158214,2.088982,-0.578834,-0.645445,0.706798,-0.110493,0.482272,0.528772,-0.007292,0.066552,0.700827,1.040578,-0.064471,1
5.022298,1.284259,-1.35665,1.183757,1.684565,-3.73026,2.452857,3.018674,1.136405,-1.729197,0.797267,1.151085,-1.192055,-0.356341,0.807871,1
6.462987,-1.258765,1.607069,-1.217659,-3.156297,-0.043058,-0.909581,0.865837,2.328551,0.87725,-2.523338,-0.575149,0.478258,0.373899,-0.777436,1
7.683416,-6.062124,1.837818,-2.692924,-2.855711,1.65117,-1.152048,-1.212044,3.914213,-1.318045,2.606901,0.159,-0.739715,-0.996615,-0.715718,-1
3.919261,2.650129,-0.443002,0.434465,-1.166251,-1.808385,-0.653875,1.80889,1.570411,2.56309,-0.447226,-0.031693,0.831509,-0.316843,3.21288,1
-4.788304,-0.917691,-0.094251,-0.546011,-2.498156,-1.284411,-1.298573,-0.697952,2.766051,0.578805,-1.763864,-0.588122,0.885098,1.137454,-0.25796,-1
2.415299,2.61495,-1.275921,-2.974526,3.197897,2.439343,0.043963,0.754527,0.808838,-0.546489,1.14174,1.040877,-0.404869,0.213302,0.562441,1
6.053218,-0.531924,0.45402,3.788268,1.323145,3.110304,-2.646158,0.153511,0.638929,-2.140736,-0.999306,-1.106929,0.023435,-0.632538,0.912494,1
-5.98631,3.974119,-2.244055,3.643134,-3.150033,-0.248399,2.355815,-0.67821,0.490476,-1.627459,-1.984972,-1.760633,-0.471198,2.192016,1.223239,1
-3.117822,-1.900457,-0.343326,0.028765,-1.12776,2.750012,-0.341824,1.65099,1.045107,-2.057769,0.896221,-1.861793,-1.1028,-1.633932,2.700476,1
-0.121976,1.919087,-0.57161,-1.116479,-2.340012,3.321953,-0.686053,1.792117,-0.980346,0.287155,1.691808,-0.281176,1.163711,-1.126897,-0.167362,1
-5.22397,-0.13331,1.292536,-0.391732,-0.13332,-4.047293,3.063121,-0.164694,-0.159327,1.152532,-2.967245,-2.313732,-1.391507,1.384012,-0.752662,-1
4.534507,2.915991,-0.415248,0.658216,0.465135,2.123897,1.004932,-0.586447,-0.824473,0.693091,0.485302,-1.675096,0.809911,1.580965,-0.365896,1
-0.913395,3.66515,-1.523684,0.75054,0.411437,0.632704,2.64885,0.17619,-0.02371,1.670058,1.484408,1.180555,1.615032,0.454571,-0.379176,-1
10.484438,-1.862646,0.894635,4.3507,-1.996201,0.994031,0.965772,3.960625,-0.543267,-0.83294,0.248412,0.734714,-1.792227,-1.760268,-1.503411,1
10.342281,-2.640964,1.296807,4.157997,0.079466,-1.489331,1.948702,0.198264,-2.739967,0.740759,2.041471,-0.063321,-1.967989,0.66643,-0.105616,1
-0.888961,2.870457,-2.735339,0.11475,-0.602903,-2.267887,0.779993,-0.650944,-0.575517,-0.39056,0.608892,-0.117302,-0.35039,-0.70453,1.245548,1
8.60996,-15.548173,-2.066256,5.759597,-0.076447,-4.143733,-8.229457,-2.896631,-1.728719,0.406355,1.511931,5.501773,3.263039,-0.369635,1.392298,1
0.111656,4.07542,-1.76873,-4.101415,-0.450608,0.6999,-2.563876,-1.398259,-1.578141,0.896083,0.259107,-1.323412,-2.227958,1.756311,-1.347212,-1
-4.19082,-1.91248,7.643951,0.834719,0.571785,-1.567314,1.727468,0.755264,-1.427691,-0.92665,0.173738,-0.049968,0.095267,0.880553,-0.632674,1
8.203371,1.896868,2.531894,-0.760295,0.901195,-5.311277,2.34468,-1.317979,-1.966897,0.506716,0.261181,-0.259251,-0.419372,0.016905,0.7917,1
0.026956,2.331521,3.092146,-1.422701,-0.969829,-0.288812,-0.627912,0.880101,-3.243702,-0.160611,0.139772,-1.279905,-0.340511,-0.743918,-0.809008,-1
-21.049819,-6.745372,-0.186899,0.087264,3.113751,3.402198,2.546201,-2.392233,-0.721391,-0.416714,0.083466,-0.878846,-0.822595,2.296465,-2.530084,-1
1.78683,0.392936,5.562865,2.210364,-1.659132,2.372362,-1.556406,2.817748,0.755023,1.220187,-1.407229,-0.196358,-3.598855,0.585789,0.137813,1
-11.697111,-0.818032,3.829975,-0.245237,-2.558111,1.279796,0.580694,-0.67281,4.430042,-0.388449,1.800575,-0.000365,1.427885,0.651406,-0.123086,1
-1.370035,0.289666,3.547676,-0.922689,-2.987966,0.589343,-1.673134,-1.983634,-1.058245,-0.064472,-2.023446,-0.662167,-0.136317,-0.476958,-2.686553,-1
-4.49164,2.391998,0.151536,-3.49341,-0.424812,-3.039139,-2.683359,-3.854223,1.77765,0.948703,0.648286,0.282441,1.72534,1.441317,-0.279148,-1
-9.701393,-4.40156,-2.237274,0.530566,3.096312,2.116404,2.81407,0.158738,-1.073437,0.294658,-0.958478,1.851132,1.447222,0.495051,0.525206,1
0.629347,1.875596,1.344087,-1.656645,-2.086274,-0.47949,-0.305209,0.431765,-1.861642,-0.533767,0.95961,1.469407,0.327875,-2.058927,-1.22499,-1
-2.332989,-4.270751,0.803393,0.108474,1.525924,1.866445,0.617375,-4.871822,0.684541,-0.042875,-1.243452,1.738839,0.495365,0.698096,-0.019657,-1
0.287313,3.684496,1.211558,3.53797,-3.446538,-1.099175,1.934085,0.212471,-1.670685,2.607865,-2.078878,0.478015,1.208031,0.317679,1.056127,1
10.093469,2.30163,-1.105687,-4.14551,0.142021,1.741948,-0.144396,-1.312192,-1.371165,2.771037,-0.476132,1.043323,0.858531,1.02515,-0.262887,-1
1.991898,0.292191,-2.624188,-2.774737,-1.901954,-0.760167,-2.61011,2.474403,1.663126,0.245698,-0.35627,-0.236359,0.087167,0.451132,-0.550504,1
-6.531172,2.299453,9.164027,1.181235,5.648404,-5.126379,-2.766769,1.225103,0.120795,0.875321,3.057374,-0.797557,0.851199,-0.571856,-1.265431,-1
-11.637354,2.029107,-1.269854,4.196732,5.11372,0.896801,2.002412,0.310453,0.097919,-0.475367,2.982381,2.16174,2.018814,0.462608,1.366058,1
0.026891,4.677164,-0.017472,-2.50474,-0.160863,0.841043,-1.284335,0.150429,-1.496761,0.117936,1.976866,0.008579,0.71191,1.251169,0.621463,-1
-2.373216,-6.193263,-1.23522,0.100355,6.692818,-1.661386,1.795248,1.614031,1.463242,-0.661763,-0.870369,-1.178245,0.489494,-2.650292,-1.136596,-1
5.504901,1.667107,8.89535,8.040442,0.218822,-0.506556,-1.469975,-0.696496,-0.008983,2.551477,-2.556626,-0.634107,-0.060327,-2.056262,3.784732,1
-0.351146,-5.557879,-0.218151,6.259951,-3.506026,-1.157876,-1.114656,2.105355,0.480944,-1.897734,0.409833,2.396256,-1.31169,0.52949,4.406768,1
1.743366,-2.334621,-2.614369,1.255932,-2.348513,1.494394,2.989749,-0.546101,-1.373801,1.308322,2.962698,0.50564,3.822213,-0.865676,-0.312139,1
0.314001,3.478211,-0.579124,1.380859,0.952801,-3.014684,1.604712,-1.170312,0.334772,1.108831,0.538816,-1.613832,-0.165606,-1.016166,0.557126,-1
-0.934955,5.359405,-2.189872,-1.485402,0.773584,1.358848,1.429974,-2.156342,-2.097249,0.750668,-0.353166,0.029678,0.306583,-0.32221,-1.313522,-1
-7.517488,0.959916,0.603583,0.866732,-0.863778,1.524346,0.492835,-2.368156,1.664532,-3.683682,-2.822981,1.020566,0.335815,-2.143528,-2.18867,1
-6.790547,-0.183115,0.316891,2.403339,-3.335908,2.585944,0.9334,-1.163641,-1.467799,-1.830132,-3.284416,-0.12813,1.645187,1.618631,0.54592,1
8.97217,0.533005,-0.766584,1.592223,-0.050372,-3.294344,2.942793,1.726704,-2.068124,-0.083438,1.112781,0.207499,-3.233035,1.723274,0.071517,1
15.214411,1.447081,3.65748,3.724272,3.103956,-1.293227,1.435332,-1.54385,2.553681,-3.319901,-2.245962,0.377014,-1.355854,-0.927701,0.792162,1
-4.483084,0.581084,-1.890662,-1.112558,2.610041,0.15675,-1.738499,-0.757722,-1.979106,-2.112778,0.635326,-1.119484,-0.222986,0.314191,-0.736563,-1
-0.847732,-6.326328,1.237404,-3.179198,3.842418,1.987904,3.030613,-3.128382,0.031834,-1.474149,-0.174013,0.710312,-0.402779,1.226083,-0.564003,1
7.946914,-2.291778,0.520988,0.666678,0.002771,3.026784,0.144664,0.341231,5.006916,4.824814,0.190499,-0.097438,-1.356786,2.377929,0.356249,1
19.775991,-11.697972,-0.492606,-1.446815,3.133101,0.575997,-0.681378,-4.952374,-2.035624,0.282668,1.849602,-4.11117,3.202385,-2.032073,2.793858,1
1.101013,-3.913952,0.584039,3.579498,2.510377,-0.799935,0.607258,-3.180681,-0.319138,1.813249,1.911864,-0.803552,0.699589,-0.108036,-0.420249,1
-11.382954,-4.446092,5.03648,-4.502236,-2.711104,1.086283,-2.472897,1.151059,1.974619,-0.547926,0.98527,1.698251,0.253442,0.694922,-1.531078,-1
6.38369,-0.121845,-2.862137,1.113269,1.522447,0.641029,3.993508,0.936344,1.017968,1.144549,-0.488536,-0.131598,-1.212614,-3.080736,-0.821202,-1
-10.590622,0.584278,-0.219471,-0.434699,0.626638,3.213667,0.232097,1.787804,0.214459,0.487866,1.991586,-1.344621,1.522133,1.261298,1.629709,-1
4.37842,2.568239,-0.655406,-0.193958,-1.325218,0.195067,-0.315712,-0.86644,-1.452554,-0.303631,0.083514,0.161744,0.742807,0.569731,-0.427286,1
3.274609,-1.865661,-3.522686,1.596514,-0.823792,-1.870206,2.097418,-1.185812,-0.251932,-1.103464,-0.626145,1.038672,0.401933,1.74595,1.066372,-1
-8.400737,-0.849222,-0.160156,-0.671216,-3.908905,-1.126643,0.065687,0.878046,-0.600104,-0.075877,2.167018,-1.181462,-0.531582,0.761827,1.263718,1
3.208072,2.572921,-1.227598,2.747515,-3.092179,-2.966891,1.6048,1.388827,-3.269395,-1.893598,-0.636277,-0.129817,-0.51992,0.360662,0.853851,1
-3.119045,0.902413,0.703787,0.29747,-2.199393,2.285115,1.745621,-2.137831,-0.148592,-0.660886,0.702502,-2.065722,0.348376,0.631734,0.91705,-1
0.911364,-4.540411,4.572106,-0.022914,-3.415132,1.394102,-1.023985,-3.160748,1.773513,0.010583,-0.004955,-1.939257,-3.560081,2.207143,-0.177687,1
-4.590999,-1.90578,-5.770606,2.75452,0.433977,-0.002939,-0.833757,4.246346,0.184968,5.164135,-1.460613,0.95285,-2.979373,1.009103,1.07197,-1
0.43034,3.868062,-1.026724,-2.219595,0.469589,0.043361,1.084894,-0.791896,-2.960094,-0.875429,0.080184,-1.305669,0.585432,0.75136,-0.897913,-1
-10.475281,3.918879,2.437765,3.895315,-0.471412,-2.923876,-2.062527,-0.411246,-1.89437,3.237986,0.016208,-1.870835,2.446741,1.41354,-2.161114,-1
-1.177436,1.830753,-0.768006,-3.041236,4.224313,-4.596521,-1.315116,-0.838167,-0.700541,2.595339,-0.291485,-0.243372,0.734671,-4.5813,-1.33588,-1
-14.667982,-1.638974,-0.057002,-1.007561,1.50594,1.596093,3.151174,-1.47104,-3.313899,-1.235032,-0.156514,-3.256861,1.109107,2.446021,2.542788,-1
-1.652324,-0.341099,0.009152,-0.473951,-2.578726,1.281285,0.752956,1.108726,1.124049,1.071503,2.070609,0.31684,-1.138091,0.32605,0.343741,-1
0.130825,-1.079978,-1.296912,-2.286609,-1.6918,-0.967549,-2.675371,-1.927823,1.087074,0.551218,0.502204,-1.444408,1.048809,1.235724,-0.195594,1
-9.128528,-3.740408,-1.763448,-2.070976,-1.145731,-2.534527,2.82125,-1.290853,1.499912,0.454543,-2.738259,0.012743,1.014249,-3.786303,-0.790051,-1
-9.537699,1.59039,3.893225,5.105388,-3.351458,1.374505,0.625381,0.488337,-0.553025,0.533393,0.407414,-0.183705,0.278452,-0.366903,-0.787393,1
5.128467,1.106767,-0.831109,-1.940444,1.416188,1.41697,0.93384,0.283922,2.664096,1.550976,1.456419,-1.123378,0.353071,-0.349536,-0.410766,-1
-7.561477,-0.86417,-3.697062,-1.069757,3.413925,-0.990454,0.975704,2.46883,1.197979,1.821112,-1.943827,1.140494,1.448633,1.618083,0.123624,1
1.896414,-2.137516,0.318251,-0.831356,-1.904334,0.453033,3.01333,-1.044645,-1.199101,-1.32158,-3.000569,-0.600692,0.807766,-3.365872,-1.45015,-1
0.739267,-1.26656,-3.022034,3.481925,2.534167,3.101646,5.56265,0.55086,-0.758531,-1.120393,0.013447,3.057926,3.000619,-1.916969,-1.189339,1
3.652864,-2.721355,-1.490095,1.004239,-3.719309,1.959516,-2.148538,0.138637,5.059714,0.666665,-0.156295,-4.762214,2.114564,0.348485,2.618502,1
6.751602,4.903224,2.062153,-1.370818,1.930293,2.186259,-0.827644,-0.984968,-1.574311,0.00376,-1.052058,-0.359901,-1.34311,-0.696061,-1.172855,1
-4.817691,4.616496,-3.933541,1.542694,0.747478,0.764992,-2.844126,1.4515,-1.522518,-0.077374,0.794285,-1.247816,-2.034296,-0.948211,0.316164,-1
-7.040477,-10.601435,0.307287,1.279563,0.62822,-1.653297,-0.537652,-2.733358,-3.731763,-0.278473,2.992413,0.691598,-4.693961,0.721621,3.003947,1
-1.444579,3.173201,-4.123152,-4.248916,0.675685,-0.779332,-0.704778,-2.091018,-1.208808,-0.935502,0.188299,0.731802,1.162786,-0.508649,-0.764905,-1
-5.552494,1.186833,2.209137,4.78081,-5.690494,2.100326,-1.797828,-0.110274,-0.884249,1.217457,2.132136,-0.032653,0.152737,-1.098679,0.803091,1
1.939821,4.031786,-0.986043,2.979033,0.234901,4.733297,0.620893,0.073355,-1.005243,-1.112757,0.823055,0.714579,0.285381,2.091922,-1.644433,1
-2.047607,-1.317277,-1.974103,2.543885,5.862965,1.231861,-3.867186,0.390891,-0.276363,2.553732,-1.612379,0.049858,2.817908,1.786331,2.316414,-1
6.138946,0.797172,-4.199986,-0.966365,0.64911,-0.721787,-1.367848,0.743089,-0.16194,-0.563977,1.273838,-1.205792,0.723361,-0.616631,-0.954816,1
-2.628297,3.956895,0.41007,5.00171,-1.147871,-2.49661,0.500159,-0.065822,-0.517687,1.467707,-4.498188,0.269375,0.392393,2.223007,3.151941,1
-9.945299,0.416571,-2.724431,-2.648005,2.899623,-2.498404,-3.864059,0.956847,-2.978317,0.957729,-4.021117,1.460838,-2.228032,-1.883471,1.385337,-1
6.064769,-1.418104,0.000532,-0.22547,-1.225798,0.628258,-1.883802,3.897528,-3.023605,3.29798,-2.131988,-2.760974,-0.360127,-2.661339,-2.375242,1
-2.731913,0.417449,5.766258,1.523241,0.752301,-1.758134,0.124011,1.098443,1.267828,2.683892,-0.074149,1.507921,-0.435347,2.761068,-0.136975,1
-7.495181,3.736147,-0.589327,0.737351,2.210235,3.112964,-1.710976,0.226097,1.579741,2.503407,-0.853025,-0.141997,-0.737103,-1.036854,0.147636,-1
3.306281,2.232264,-4.12823,-2.118674,-0.922888,2.048551,2.786575,1.653699,-0.81162,-1.369762,0.772023,0.261352,0.63127,-1.293402,-0.376808,1
1.003634,1.222207,-2.601035,1.298215,-2.228744,-0.263513,1.548355,0.800128,0.887133,0.197136,0.762619,-0.318068,-0.349134,-0.023559,-0.968563,1
-2.657005,-1.451171,4.234971,5.124571,-1.477715,1.576711,1.170426,-3.018945,-0.448491,0.584341,-0.222021,-1.221582,-0.304695,-0.372151,-1.552919,1
0.961182,1.144304,-3.779202,1.262936,0.525808,0.685567,-1.499199,-1.018926,1.885467,0.024817,-0.411115,-2.635617,0.042518,-0.265749,-0.434284,1
0.604161,1.039151,-2.874715,-2.453759,-1.874093,-2.51552,-1.307936,-2.263443,2.344359,0.724909,0.387222,-0.122035,2.12773,-1.365607,0.743419,1
8.854123,-1.163786,-0.662861,1.948895,1.977163,2.579053,-3.994078,1.625866,-0.948064,1.165087,-1.768282,1.296344,1.145194,-1.46114,-1.29868,1
3.97975,1.527912,3.287769,1.626475,2.562878,-0.655746,0.576404,0.789884,-1.765166,-1.530798,0.203333,0.974543,0.948524,2.344957,1.104111,1
2.986656,6.010473,3.050395,0.439736,4.298724,1.92941,-0.696998,-0.03826,-0.539762,-0.010714,3.240589,0.847667,-0.36264,-0.412121,3.258148,1
-15.362002,-12.750333,4.768642,-7.450857,0.115395,1.247809,2.576278,1.132604,-4.098179,-1.71525,-4.854242,-0.399904,0.928732,-0.828614,-1.243041,1
-8.701117,-1.054645,1.947944,4.70223,-3.685305,1.660908,0.580842,-0.171516,-0.238139,-1.250646,0.832246,1.552156,-0.021798,-0.08577,-0.845128,1
-6.323672,2.621732,3.928993,1.475814,2.407486,-1.043054,1.71159,3.800675,0.971313,0.956752,-2.210576,1.214462,-1.967152,0.505186,1.288597,-1
-4.899944,3.690042,-3.816534,-0.183986,2.452928,0.150388,2.48416,0.342431,-2.524622,0.132799,1.136929,0.142316,-1.929118,0.937742,1.082241,-1
2.948347,1.08975,1.064995,0.444967,-2.740056,-3.052067,-0.003994,-1.052251,2.00226,0.260712,-0.395125,0.697866,-0.293229,1.678126,-0.729678,1
-1.35643,0.061629,-1.969388,0.159079,-0.221884,-1.935766,-0.219999,-4.330668,0.995898,2.471937,1.658917,2.341382,2.79927,1.608124,-1.081442,1
11.180506,-3.870278,1.589012,-3.40664,-2.415762,0.279318,-0.143517,3.615764,-0.553479,1.744373,1.879789,0.039806,1.787636,2.247935,-1.018486,1
5.489574,5.304944,-0.182376,-0.92591,3.08186,0.481635,2.648682,-3.24823,0.54158,0.710465,-0.010143,1.991185,0.025424,-3.349573,1.285922,-1
-4.729756,-1.757909,-1.868714,-4.26796,-0.2217,2.180639,4.179411,-1.35832,0.935102,1.793413,1.130142,-0.385826,2.593996,0.827802,0.77737,-1
-0.875859,3.348369,-0.096303,-0.674295,-0.135523,0.644821,0.194666,-0.855227,-0.336733,0.796371,0.284771,-4.778152,-0.959359,-0.403437,-1.736655,-1
-8.655018,1.721163,-2.837792,0.522659,2.50941,0.867412,-4.871452,-0.347202,1.634106,-1.474183,-0.110399,1.14526,0.548221,-1.607357,0.054248,-1
7.762939,4.668865,-1.127886,-2.209422,0.050582,0.316884,1.008371,-0.685226,-1.517347,-2.905269,0.308654,-0.878555,-1.052624,1.225469,-2.867036,1
-10.200653,2.024539,2.251427,5.588754,-0.413329,-1.332313,-2.026414,-0.7988,-1.455086,1.15482,-0.472169,-1.022026,2.340616,-0.065429,1.653781,-1
18.128511,-1.159265,4.508307,-0.630642,4.346507,1.41355,-0.651628,-3.882833,-1.494938,-0.460387,1.431341,0.642976,1.005122,2.563451,0.691289,1
26.615713,-2.136531,0.478825,-3.928471,1.563543,1.821486,1.728446,-1.032266,3.31592,4.718743,-1.857257,-0.592151,-0.207134,1.418159,0.613551,1
-2.582989,-3.269558,5.400753,0.323347,-3.306334,0.610937,0.525134,2.308227,-2.200318,-0.305031,1.134357,2.376607,-0.358467,-0.960664,1.840437,-1
5.562978,0.451104,-0.294827,-1.41049,1.623467,2.140444,0.552223,-0.278239,1.283934,-2.066112,-1.590428,-1.684476,1.289397,0.252963,1.565581,1
-5.920387,3.698895,-0.315002,3.009942,-2.255552,-2.425994,1.126418,2.542158,2.701821,0.603914,-0.491579,-1.157227,0.04125,-1.294609,-0.987154,-1
-11.351252,4.005267,-2.796799,-0.884864,-3.480446,-1.767955,0.317259,-1.962961,1.181812,-3.701461,-0.705219,1.722739,0.914461,0.246801,-0.208,-1
0.89353,0.845257,-1.502035,-0.105077,-0.35604,-1.737992,1.386553,1.162508,2.524359,-0.845622,1.778489,2.821255,0.914907,-0.991259,-0.786459,-1
9.714624,1.009093,-0.832267,-0.750067,0.147795,-4.0216,0.97497,-0.826521,0.919909,1.258894,-0.805635,-0.582011,-0.976678,1.66395,-0.031427,1
2.682109,0.808609,-3.306854,-2.458537,-0.6674,-1.703184,2.157453,0.929808,0.124546,1.324899,1.373472,0.301648,0.992534,2.363274,-0.088001,-1
3.854944,2.469972,-2.235888,1.182908,-2.137624,1.619269,-0.281582,1.288802,-1.119034,-0.887722,0.63304,0.799691,-0.662545,-1.311721,1.225956,1
0.175169,4.707964,1.774739,-2.38532,4.143228,0.309045,-2.0378,0.878149,-0.500413,-2.296111,-0.913561,2.379984,-0.38637,-1.257181,0.285524,-1
-3.74212,3.310666,0.069823,-3.735794,-0.30541,-0.361896,-1.632646,0.674284,-3.188239,0.935726,1.864922,2.379376,-1.555346,-1.650149,-0.498778,-1
5.187975,-2.253187,-3.381891,-3.136041,-3.739657,3.544504,-2.30155,2.853836,3.812133,2.819364,1.316085,-0.342996,0.195537,2.170314,-0.44106,1
2.11692,-1.292867,-0.746451,-2.171812,-3.128427,0.117967,1.242058,-2.750668,-0.035111,0.068938,-0.845661,-1.470091,0.633224,1.136394,-0.796484,1
1.750935,-2.838417,-4.612522,2.031227,0.341551,5.915044,-3.047342,1.245843,-1.89525,2.302803,-1.454062,0.279906,2.109186,1.412684,-3.818247,-1
9.85039,4.565835,5.814534,3.813897,1.011743,1.701425,0.78548,-1.118754,0.27964,-0.326221,-0.679929,0.539535,0.177887,0.75059,-0.182272,1
-6.681023,1.604581,1.995206,-0.809575,-2.912198,0.316293,-0.750317,-0.916755,-0.868044,-0.623425,0.474384,-0.608502,0.093678,-0.553607,-0.147277,-1
0.096059,1.835419,1.527536,-0.695492,-0.496498,-0.291787,-1.812482,-0.192062,-0.022182,1.241412,-1.177387,0.77859,1.066104,1.275026,-2.723886,-1
-0.262921,-5.848245,-7.435433,10.139985,-3.060156,2.409828,1.50454,-9.461259,-1.622784,5.192279,1.304421,3.885071,-3.694621,-0.488022,-3.624494,1
5.846263,4.216214,-0.435331,-1.541903,1.095656,0.700092,0.070162,-1.341677,-1.038127,-0.014081,-0.48792,1.225561,-0.194827,-1.578401,2.315506,1
4.647363,-2.727931,0.033172,2.886571,-0.860703,-0.616819,3.313507,0.835959,1.371308,1.964205,-0.700439,0.520742,-2.366737,-1.744167,-0.649318,1
