@relation 'Music_Emotion_Recognition_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A10-M10'

@attribute -0.121Feature52-0.121Feature85-0.121Feature78-0.12Feature84-0.12Feature86-0.119Feature58-0.119Feature57-0.119Feature163-0.119Feature83+0.118Feature148... numeric
@attribute '-0.229Feature33-0.227Feature34-0.223Feature35+0.215Feature98-0.193Feature32-0.191Feature36+0.19 Feature99+0.174Feature97+0.173Feature101+0.163Feature100...' numeric
@attribute -0.226Feature29+0.217Feature94+0.214Feature93+0.203Feature95-0.183Feature30+0.181Feature96+0.166Feature18-0.166Feature28+0.162Feature92-0.151Feature31... numeric
@attribute -0.21Feature25-0.208Feature103-0.207Feature102-0.2Feature27-0.186Feature11+0.165Feature116-0.158Feature26-0.153Feature104-0.149Feature51-0.142Feature89... numeric
@attribute '0.225Feature50+0.22 Feature154-0.218Feature115+0.213Feature128+0.212Feature76+0.197Feature24-0.197Feature141+0.194Feature14+0.186Feature105-0.16Feature96...' numeric
@attribute '0.235Feature13+0.229Feature91+0.212Feature104+0.207Feature12+0.2  Feature107+0.186Feature141-0.183Feature76-0.182Feature50-0.177Feature128+0.176Feature16...' numeric
@attribute '0.36 Feature110+0.311Feature19+0.296Feature109+0.252Feature111+0.22 Feature18+0.211Feature108+0.21 Feature20+0.174Feature97+0.168Feature17+0.134Feature30...' numeric
@attribute 0.344Feature106+0.286Feature15+0.271Feature107+0.245Feature16-0.223Feature12-0.211Feature90-0.204Feature89-0.194Feature11+0.188Feature28-0.171Feature102... numeric
@attribute '0.302Feature21-0.246Feature23+0.23 Feature99-0.226Feature114+0.209Feature20-0.203Feature108+0.195Feature112-0.19Feature17+0.175Feature98-0.149Feature105...' numeric
@attribute '-0.315Feature17-0.286Feature108-0.253Feature95+0.174Feature3-0.165Feature99-0.157Feature21-0.155Feature9+0.153Feature4+0.141Feature24+0.14 Feature15...' numeric
@attribute Class {-1,1}

@data
-7.469169,-0.365731,-0.981812,4.070728,2.910952,-1.108827,0.404047,-2.808618,-0.424152,-3.123988,1
-4.546047,2.295462,2.390453,1.645855,-2.177417,-2.153352,1.001579,3.291388,-3.299544,1.227417,-1
1.116586,-4.35602,-1.556175,-0.979345,3.873766,-0.56553,-0.878445,3.353214,-0.409513,0.760308,1
5.487842,-8.853339,2.031155,-0.346207,-3.840041,-1.321348,1.645323,-0.794637,-0.573206,-3.243956,1
13.391073,3.542267,1.405982,-1.288481,0.963319,-3.323344,2.054664,1.654787,1.489795,-1.769859,1
5.901221,-4.154409,0.577798,-5.965124,0.056278,0.880409,2.637607,0.93014,-2.94493,-1.215693,1
-0.497021,-0.466408,0.847225,1.931929,-2.271978,-2.045441,-3.600834,1.228929,0.842932,-0.329395,-1
5.890884,1.282593,-2.189121,3.778404,-0.267691,-0.933607,2.484025,0.244881,0.926006,0.3273,1
0.707871,-5.145934,1.746131,-3.584958,-3.002518,1.425994,-0.478744,2.17354,-3.136634,1.307358,1
0.482097,-3.19038,0.788728,-4.428391,0.699394,-0.47309,-0.871216,-1.104824,1.632625,0.015039,1
2.377124,0.234106,-0.800673,2.120606,-2.425015,1.111902,0.885645,-1.291113,1.249121,-0.400811,-1
5.887133,-1.310592,-0.591455,-0.55686,-1.65343,-0.447287,4.270837,-1.655006,1.660074,-3.018961,1
-8.20947,2.212452,4.870082,0.692205,3.732673,1.091722,0.129624,0.734064,1.504795,-0.356971,-1
-5.222483,-2.341038,9.858081,-3.845206,3.449421,1.573235,0.209756,2.154817,-3.011116,-0.940411,-1
-20.549394,-7.590199,0.663327,2.712324,3.710978,4.112615,-1.23146,1.126621,1.228081,-0.900674,-1
-1.847729,-0.94471,-0.995418,1.329852,5.940013,0.996298,4.825512,0.625182,0.233634,-3.083073,-1
12.190112,-1.338137,0.800789,-0.140389,-0.320141,-1.926357,0.977675,-1.82393,1.335749,-2.538731,1
-1.064852,-2.500671,1.129968,0.155075,2.88569,-0.447566,3.582192,0.187161,-0.791759,-2.039003,1
0.423024,1.294778,-1.843914,0.537051,-0.716785,2.765226,2.456934,1.884819,0.223216,3.230012,1
3.924204,2.123741,-3.314484,-0.489043,-1.103978,-2.222731,-1.824762,-0.694944,-3.195545,-0.85226,1
-2.616106,-4.517847,6.834583,-0.433966,4.0211,-1.299905,-0.620572,2.131788,-2.384372,1.507288,1
9.090775,-4.836234,-1.921704,-2.042041,5.516863,0.682299,0.849633,-3.285661,0.135398,0.427028,1
-3.514325,-1.535517,-2.36654,2.178297,3.810457,3.14514,-3.899618,-4.613694,-0.167418,0.708081,1
17.669331,-1.234738,4.826242,-1.112454,3.383629,1.217649,-1.021879,4.368482,0.246627,1.3936,1
7.115806,2.577355,2.259954,1.67844,-0.749083,2.148996,0.858322,-1.768797,-0.813752,1.466753,-1
-6.408328,1.49004,7.11644,-5.620998,4.725351,-5.647629,2.270444,0.375695,0.309078,2.192143,-1
8.153564,-2.83741,-10.838304,-0.395816,2.246572,-1.115041,8.825982,1.460617,4.38561,1.179118,1
-1.834904,3.616533,-0.206344,4.813523,-1.64025,-2.072001,0.413393,1.087124,-0.09604,-0.765875,-1
-5.99561,3.5163,-0.419577,0.202892,1.332817,-0.476676,0.232064,-0.762858,-1.619031,2.102883,-1
1.990841,3.93065,-1.815891,-1.368775,1.268235,4.71072,-0.013927,-0.09269,2.333017,0.094315,1
-0.791701,-0.777641,4.199318,2.085681,-2.521549,-2.950753,-2.653359,1.700356,-2.806968,-0.267985,-1
-4.16632,0.513585,-0.402406,-1.358789,-2.168812,0.302154,-0.572472,1.27883,-2.536674,2.544303,-1
-4.509391,0.795289,1.843669,0.977274,-2.840893,-1.773619,0.51516,0.623627,1.344387,-0.982733,1
-6.73186,-0.602333,-2.112915,-2.074937,-1.818331,3.151082,-1.109039,1.254282,1.312846,-1.239521,1
3.881585,4.274547,2.539122,4.552678,-2.322506,3.261828,1.923231,1.464266,0.759944,5.399246,1
-3.961412,1.336281,-2.504558,3.769393,0.995015,0.858554,-1.576055,0.348423,2.239368,1.238831,-1
1.739457,-2.418435,-0.293344,0.338561,-1.876354,0.785804,-2.988599,-1.062487,-0.149744,-1.272422,-1
4.968952,0.997664,0.972504,1.899516,0.035446,0.603459,0.057852,-0.863525,-2.284496,0.02519,-1
2.717396,2.384337,-1.747873,-2.377938,-0.522779,2.193588,-2.435312,0.720803,1.034444,0.479227,1
-7.715584,-2.605957,0.205663,-0.90196,-0.395785,2.598118,-1.196945,-0.079717,-1.55008,-1.424491,1
4.452168,0.291817,-2.008626,-0.95888,-1.851541,2.707423,3.880479,-2.428136,0.011296,3.118291,1
-0.913835,3.565584,-1.215821,0.503786,0.721416,0.517183,-2.389898,-0.537356,0.63978,-0.597009,-1
1.242954,0.778362,3.36,0.590573,-0.266688,1.256786,0.6072,1.754203,0.247201,-1.271012,-1
-2.223242,4.398383,-0.027402,1.063686,-1.660661,3.245524,-3.172531,-2.736346,0.55397,-0.345416,-1
0.124187,2.39366,-1.098974,-2.085254,-0.892391,-0.499718,-1.782924,-0.688501,-1.845393,2.177189,1
3.577267,2.181254,-1.107598,0.325521,-0.998334,0.12944,-1.347596,1.028967,1.215465,0.882321,-1
4.483623,1.232198,2.952418,-0.398398,-2.036362,0.846057,0.79694,-0.553059,1.145237,3.085644,1
11.530151,-1.950428,-0.58545,1.776078,0.650086,2.140284,-0.106683,-0.059657,0.768014,-1.289387,1
4.961513,1.665473,1.015317,3.473574,4.47243,-2.594988,2.814364,-0.417171,-1.533265,-5.041763,-1
6.144031,0.024228,-2.866064,1.766154,1.59891,0.290895,-3.214769,-2.866854,-1.56125,-0.956898,-1
-4.67701,-2.085793,1.19233,4.528265,-1.646082,1.735944,-3.643303,-0.120101,-1.027852,-0.494399,-1
-9.926841,1.575112,-1.972275,-4.943567,1.808197,-0.858535,1.732694,3.142681,0.828204,-0.689505,-1
4.061649,-1.037966,-1.821934,6.858148,0.076825,-0.4159,2.925273,0.340354,-0.091919,-0.30985,-1
5.364543,5.233705,1.615501,1.163181,1.939204,0.894977,-4.057378,1.364712,-2.013258,-0.029479,-1
1.492462,2.375718,3.494367,1.291658,-2.793239,1.961503,2.18884,-2.760121,0.664818,1.319763,-1
0.776726,-3.579454,2.70651,1.887162,-0.686944,-0.906008,-0.720248,-2.603024,-1.394401,-1.460219,1
1.57182,4.312493,-0.805269,-5.476234,4.85228,-0.803292,0.845057,-0.452273,0.18292,-1.155525,1
4.75315,1.602627,-1.789613,0.289752,1.993185,-3.962286,-2.25188,-3.45583,0.192246,1.117193,1
-14.147837,-6.213264,-0.794986,2.32611,1.877918,3.408792,-1.295834,2.053728,2.041433,-0.654737,-1
-1.98093,0.54797,2.321186,0.420632,-3.089983,-2.083278,-0.150365,0.878989,0.792922,0.544011,-1
0.906385,1.402843,-3.399154,1.777566,0.144227,0.747109,1.839884,0.588853,-2.450065,0.480106,1
1.607737,2.931629,-1.286513,-3.061222,-2.260621,2.745081,0.055163,0.000212,-0.956818,2.278789,1
13.060431,-5.097038,-5.623368,-1.241493,-2.001444,-2.702479,-0.370892,-1.752529,0.651146,2.346224,1
0.001034,1.783139,2.803444,-1.28289,-2.027066,-0.056607,0.595334,0.385272,2.55229,0.052063,-1
-0.58005,-1.561306,-2.90176,-0.735773,-2.142352,-1.02415,2.488336,-0.741924,-1.576653,0.538453,1
-10.176488,-0.958091,6.873755,2.956768,4.039388,-4.647752,2.540536,1.845714,3.482797,-1.995436,-1
5.765623,1.062961,1.463994,-0.339256,-0.05223,2.458347,-2.463052,-0.513639,0.094319,0.849958,1
-9.171191,3.195127,-3.534464,-5.475057,3.591272,-3.968732,-2.57681,-3.023977,-1.590532,3.240405,1
-9.276239,1.855723,-5.658506,1.408524,-1.483258,-0.221584,0.328613,-2.271216,1.783691,-0.708254,-1
-7.084524,-2.47622,-0.798378,2.964505,-0.550807,0.170158,-0.08184,-0.377059,-3.757742,0.03073,-1
-8.818604,2.587343,1.506594,1.059331,3.54628,2.507574,3.908267,0.100581,-3.179587,-0.24688,-1
7.501499,-0.505868,-1.273168,0.033684,1.43398,1.49724,-2.2744,-1.316366,0.489158,-0.628603,1
-3.902531,-8.907424,3.911314,-2.376085,-3.624179,1.439809,0.939928,-1.785312,1.174499,0.63304,1
10.285411,-1.977292,-3.168535,-4.113369,-0.376268,0.504144,0.507893,-4.510116,2.564192,0.804323,1
6.064445,-0.612008,-1.84988,-2.540877,2.351965,2.885759,2.967199,0.924111,-0.339805,0.604263,1
-0.316502,-5.291974,-12.773498,-0.922968,3.007353,3.979624,-4.38353,8.388423,-2.295017,-1.195011,1
-1.674674,1.805312,5.69162,1.503766,-3.291389,1.064401,1.301063,-0.99249,0.818335,-0.977005,-1
-4.012006,0.092198,-0.77923,0.68598,4.534106,1.164846,1.898725,2.857787,0.365763,4.188274,1
-5.285077,-0.434997,-7.161098,0.290029,3.401382,3.15918,-1.976643,-0.002929,-0.073784,-0.923061,1
-5.299852,-0.360979,0.700205,-0.11047,-0.328801,-3.674291,-2.982799,-0.464265,-0.067142,-2.389207,-1
-4.592418,-1.264163,-2.773131,-0.937097,0.066765,0.824915,-1.150031,-1.105601,-1.008628,-0.711774,1
-6.248507,5.335933,-1.910182,0.604247,0.82637,0.130543,0.276147,0.719393,-0.390467,-2.473249,1
-3.13316,0.077526,-2.873325,3.791485,0.279956,1.104635,0.909477,0.110358,-0.58243,-0.943694,-1
0.411929,1.377296,-1.111372,2.880688,-2.659457,-2.509023,-0.01061,1.143973,-3.819039,1.034119,1
5.868683,2.512643,-0.806103,3.805183,-1.777841,2.234956,-1.537099,-2.493595,-0.711657,0.077398,1
5.893376,8.751836,6.644262,0.10861,2.201005,-0.384668,0.073496,0.474055,-0.00803,-1.850128,-1
-1.426644,-0.251876,2.337278,-2.61872,-3.629163,1.015503,0.969244,1.66907,1.09254,-1.785466,-1
9.2945,1.345005,-0.424273,0.974565,-0.854422,-3.969904,-1.323654,0.813374,-1.029228,-1.357645,1
0.484342,-0.647937,-0.476611,0.604487,2.367248,-0.031604,-0.362358,-0.324187,-1.872311,-4.040115,1
-12.647808,0.891391,1.273804,-2.703137,0.416876,-7.034571,-0.250008,-1.300404,-2.491495,-0.626566,-1
-3.069065,-2.043573,-1.135421,-0.115015,-0.94906,2.159328,0.98816,-1.780992,-0.820018,2.591839,1
10.057067,-2.652352,-2.243601,-3.072947,1.787817,-1.340471,-2.126605,0.621269,2.879933,0.704031,1
-10.212979,3.276385,-0.56919,-3.945008,0.807481,-2.372157,1.91595,1.98203,1.478895,-1.327657,-1
-2.294791,-6.175646,0.071312,3.395416,5.709199,-1.872395,0.429082,-3.062836,-1.527596,-0.560023,-1
-3.759621,3.25097,2.734078,1.974138,-1.811877,0.054642,0.763251,-0.27307,2.517065,0.878848,-1
-1.989934,1.140002,0.961347,-1.07788,-3.119034,0.196621,-1.85023,1.96248,2.743576,0.686361,-1
-8.76005,-2.892029,2.244108,5.260138,0.411555,-1.786191,-3.632881,-1.694216,0.630554,-0.536728,-1
1.658604,4.966647,-2.109285,-0.154041,-0.810182,-0.118929,-2.118205,1.033013,0.806901,0.924304,-1
0.649878,-7.526799,-0.311732,-3.62208,2.699275,0.837204,-0.907227,-2.266359,0.615946,-0.431362,1
-0.003716,0.616743,-2.435659,-1.16689,0.010159,-1.116187,-0.021562,-0.922246,-0.756516,0.11706,-1
-8.319145,-1.171998,-1.08372,-0.252581,-3.456216,-1.108135,0.08697,0.024936,1.134537,1.994272,1
0.758956,2.016107,0.184112,1.818829,2.749988,1.386665,-1.187232,-1.112652,-0.390492,0.208205,-1
-2.207419,2.16806,3.085273,1.855405,5.885084,0.319351,-2.479,-1.042364,3.272321,0.456339,-1
0.070903,1.730767,-1.153397,-0.613459,-1.977411,-1.44378,-0.52799,1.69568,-1.272531,-0.046142,1
3.642146,0.605294,0.671417,-2.823418,-1.880554,-0.809076,-0.905677,1.242713,2.712361,-2.817723,-1
3.131783,2.480366,-1.745463,3.897576,-1.632621,1.979517,-1.690525,-2.61685,1.274945,0.786348,1
-4.460602,-0.709262,1.319938,4.005464,-0.828718,3.011741,-0.972992,-0.002664,-0.612514,-0.83326,1
-4.031036,0.124773,-3.435728,5.321522,1.325364,-1.098881,3.846381,0.592188,0.231869,2.007463,-1
6.568394,4.733189,3.321218,-0.513185,0.386237,2.229354,0.325344,0.472379,0.033344,-0.150913,1
