@relation 'Music_Emotion_Recognition_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A10-M10'

@attribute -0.124Feature84-0.122Feature85-0.121Feature162+0.121Feature149-0.121Feature52-0.121Feature86-0.12Feature58-0.12Feature78+0.119Feature148+0.119Feature150... numeric
@attribute -0.23Feature33-0.226Feature34-0.21Feature35+0.203Feature98+0.196Feature99-0.195Feature32-0.178Feature31-0.174Feature36+0.174Feature97+0.156Feature100... numeric
@attribute 0.186Feature103+0.157Feature96+0.149Feature94+0.148Feature95+0.147Feature25-0.146Feature116-0.14Feature30+0.139Feature51+0.134Feature129-0.133Feature115... numeric
@attribute '0.215Feature26+0.209Feature29+0.206Feature27+0.19 Feature28+0.189Feature102+0.157Feature11-0.148Feature95-0.145Feature93+0.141Feature104-0.136Feature96...' numeric
@attribute 0.216Feature50+0.215Feature14+0.214Feature92+0.212Feature128+0.207Feature76-0.206Feature141+0.206Feature154-0.203Feature115+0.175Feature90+0.152Feature105... numeric
@attribute 0.258Feature13+0.257Feature91+0.226Feature104+0.208Feature89+0.202Feature12+0.196Feature90+0.175Feature105+0.157Feature14+0.154Feature11-0.152Feature50... numeric
@attribute -0.321Feature110-0.316Feature19-0.278Feature111-0.259Feature20-0.254Feature109-0.195Feature108-0.192Feature97-0.168Feature18-0.144Feature17-0.135Feature30... numeric
@attribute '-0.284Feature106-0.282Feature107-0.268Feature16-0.244Feature15-0.202Feature94+0.19 Feature89+0.19 Feature11+0.187Feature90-0.186Feature23+0.176Feature12...' numeric
@attribute '-0.312Feature21+0.238Feature23-0.235Feature99+0.234Feature114-0.206Feature20-0.187Feature112+0.163Feature17-0.161Feature106+0.16 Feature101-0.155Feature1...' numeric
@attribute '0.33 Feature108+0.321Feature17-0.225Feature114-0.213Feature23+0.203Feature95-0.201Feature91-0.187Feature19-0.182Feature13-0.158Feature104+0.158Feature105...' numeric
@attribute Class {-1,1}

@data
0.314001,3.478211,-0.579124,1.380859,0.952801,-3.014684,1.604712,-1.170312,0.334772,1.108831,-1
-0.934955,5.359405,-2.189872,-1.485402,0.773584,1.358848,1.429974,-2.156342,-2.097249,0.750668,-1
-7.517488,0.959916,0.603583,0.866732,-0.863778,1.524346,0.492835,-2.368156,1.664532,-3.683682,1
-6.790547,-0.183115,0.316891,2.403339,-3.335908,2.585944,0.9334,-1.163641,-1.467799,-1.830132,1
8.97217,0.533005,-0.766584,1.592223,-0.050372,-3.294344,2.942793,1.726704,-2.068124,-0.083438,1
15.214411,1.447081,3.65748,3.724272,3.103956,-1.293227,1.435332,-1.54385,2.553681,-3.319901,1
-4.483084,0.581084,-1.890662,-1.112558,2.610041,0.15675,-1.738499,-0.757722,-1.979106,-2.112778,-1
-0.847732,-6.326328,1.237404,-3.179198,3.842418,1.987904,3.030613,-3.128382,0.031834,-1.474149,1
7.946914,-2.291778,0.520988,0.666678,0.002771,3.026784,0.144664,0.341231,5.006916,4.824814,1
19.775991,-11.697972,-0.492606,-1.446815,3.133101,0.575997,-0.681378,-4.952374,-2.035624,0.282668,1
1.101013,-3.913952,0.584039,3.579498,2.510377,-0.799935,0.607258,-3.180681,-0.319138,1.813249,1
-11.382954,-4.446092,5.03648,-4.502236,-2.711104,1.086283,-2.472897,1.151059,1.974619,-0.547926,-1
6.38369,-0.121845,-2.862137,1.113269,1.522447,0.641029,3.993508,0.936344,1.017968,1.144549,-1
-10.590622,0.584278,-0.219471,-0.434699,0.626638,3.213667,0.232097,1.787804,0.214459,0.487866,-1
4.37842,2.568239,-0.655406,-0.193958,-1.325218,0.195067,-0.315712,-0.86644,-1.452554,-0.303631,1
3.274609,-1.865661,-3.522686,1.596514,-0.823792,-1.870206,2.097418,-1.185812,-0.251932,-1.103464,-1
-8.400737,-0.849222,-0.160156,-0.671216,-3.908905,-1.126643,0.065687,0.878046,-0.600104,-0.075877,1
3.208072,2.572921,-1.227598,2.747515,-3.092179,-2.966891,1.6048,1.388827,-3.269395,-1.893598,1
-3.119045,0.902413,0.703787,0.29747,-2.199393,2.285115,1.745621,-2.137831,-0.148592,-0.660886,-1
0.911364,-4.540411,4.572106,-0.022914,-3.415132,1.394102,-1.023985,-3.160748,1.773513,0.010583,1
-4.590999,-1.90578,-5.770606,2.75452,0.433977,-0.002939,-0.833757,4.246346,0.184968,5.164135,-1
0.43034,3.868062,-1.026724,-2.219595,0.469589,0.043361,1.084894,-0.791896,-2.960094,-0.875429,-1
-10.475281,3.918879,2.437765,3.895315,-0.471412,-2.923876,-2.062527,-0.411246,-1.89437,3.237986,-1
-1.177436,1.830753,-0.768006,-3.041236,4.224313,-4.596521,-1.315116,-0.838167,-0.700541,2.595339,-1
-14.667982,-1.638974,-0.057002,-1.007561,1.50594,1.596093,3.151174,-1.47104,-3.313899,-1.235032,-1
-1.652324,-0.341099,0.009152,-0.473951,-2.578726,1.281285,0.752956,1.108726,1.124049,1.071503,-1
0.130825,-1.079978,-1.296912,-2.286609,-1.6918,-0.967549,-2.675371,-1.927823,1.087074,0.551218,1
-9.128528,-3.740408,-1.763448,-2.070976,-1.145731,-2.534527,2.82125,-1.290853,1.499912,0.454543,-1
-9.537699,1.59039,3.893225,5.105388,-3.351458,1.374505,0.625381,0.488337,-0.553025,0.533393,1
5.128467,1.106767,-0.831109,-1.940444,1.416188,1.41697,0.93384,0.283922,2.664096,1.550976,-1
-7.561477,-0.86417,-3.697062,-1.069757,3.413925,-0.990454,0.975704,2.46883,1.197979,1.821112,1
1.896414,-2.137516,0.318251,-0.831356,-1.904334,0.453033,3.01333,-1.044645,-1.199101,-1.32158,-1
0.739267,-1.26656,-3.022034,3.481925,2.534167,3.101646,5.56265,0.55086,-0.758531,-1.120393,1
3.652864,-2.721355,-1.490095,1.004239,-3.719309,1.959516,-2.148538,0.138637,5.059714,0.666665,1
6.751602,4.903224,2.062153,-1.370818,1.930293,2.186259,-0.827644,-0.984968,-1.574311,0.00376,1
-4.817691,4.616496,-3.933541,1.542694,0.747478,0.764992,-2.844126,1.4515,-1.522518,-0.077374,-1
-7.040477,-10.601435,0.307287,1.279563,0.62822,-1.653297,-0.537652,-2.733358,-3.731763,-0.278473,1
-1.444579,3.173201,-4.123152,-4.248916,0.675685,-0.779332,-0.704778,-2.091018,-1.208808,-0.935502,-1
-5.552494,1.186833,2.209137,4.78081,-5.690494,2.100326,-1.797828,-0.110274,-0.884249,1.217457,1
1.939821,4.031786,-0.986043,2.979033,0.234901,4.733297,0.620893,0.073355,-1.005243,-1.112757,1
-2.047607,-1.317277,-1.974103,2.543885,5.862965,1.231861,-3.867186,0.390891,-0.276363,2.553732,-1
6.138946,0.797172,-4.199986,-0.966365,0.64911,-0.721787,-1.367848,0.743089,-0.16194,-0.563977,1
-2.628297,3.956895,0.41007,5.00171,-1.147871,-2.49661,0.500159,-0.065822,-0.517687,1.467707,1
-9.945299,0.416571,-2.724431,-2.648005,2.899623,-2.498404,-3.864059,0.956847,-2.978317,0.957729,-1
6.064769,-1.418104,0.000532,-0.22547,-1.225798,0.628258,-1.883802,3.897528,-3.023605,3.29798,1
-2.731913,0.417449,5.766258,1.523241,0.752301,-1.758134,0.124011,1.098443,1.267828,2.683892,1
-7.495181,3.736147,-0.589327,0.737351,2.210235,3.112964,-1.710976,0.226097,1.579741,2.503407,-1
3.306281,2.232264,-4.12823,-2.118674,-0.922888,2.048551,2.786575,1.653699,-0.81162,-1.369762,1
1.003634,1.222207,-2.601035,1.298215,-2.228744,-0.263513,1.548355,0.800128,0.887133,0.197136,1
-2.657005,-1.451171,4.234971,5.124571,-1.477715,1.576711,1.170426,-3.018945,-0.448491,0.584341,1
0.961182,1.144304,-3.779202,1.262936,0.525808,0.685567,-1.499199,-1.018926,1.885467,0.024817,1
0.604161,1.039151,-2.874715,-2.453759,-1.874093,-2.51552,-1.307936,-2.263443,2.344359,0.724909,1
8.854123,-1.163786,-0.662861,1.948895,1.977163,2.579053,-3.994078,1.625866,-0.948064,1.165087,1
3.97975,1.527912,3.287769,1.626475,2.562878,-0.655746,0.576404,0.789884,-1.765166,-1.530798,1
2.986656,6.010473,3.050395,0.439736,4.298724,1.92941,-0.696998,-0.03826,-0.539762,-0.010714,1
-15.362002,-12.750333,4.768642,-7.450857,0.115395,1.247809,2.576278,1.132604,-4.098179,-1.71525,1
-8.701117,-1.054645,1.947944,4.70223,-3.685305,1.660908,0.580842,-0.171516,-0.238139,-1.250646,1
-6.323672,2.621732,3.928993,1.475814,2.407486,-1.043054,1.71159,3.800675,0.971313,0.956752,-1
-4.899944,3.690042,-3.816534,-0.183986,2.452928,0.150388,2.48416,0.342431,-2.524622,0.132799,-1
2.948347,1.08975,1.064995,0.444967,-2.740056,-3.052067,-0.003994,-1.052251,2.00226,0.260712,1
-1.35643,0.061629,-1.969388,0.159079,-0.221884,-1.935766,-0.219999,-4.330668,0.995898,2.471937,1
11.180506,-3.870278,1.589012,-3.40664,-2.415762,0.279318,-0.143517,3.615764,-0.553479,1.744373,1
5.489574,5.304944,-0.182376,-0.92591,3.08186,0.481635,2.648682,-3.24823,0.54158,0.710465,-1
-4.729756,-1.757909,-1.868714,-4.26796,-0.2217,2.180639,4.179411,-1.35832,0.935102,1.793413,-1
-0.875859,3.348369,-0.096303,-0.674295,-0.135523,0.644821,0.194666,-0.855227,-0.336733,0.796371,-1
-8.655018,1.721163,-2.837792,0.522659,2.50941,0.867412,-4.871452,-0.347202,1.634106,-1.474183,-1
7.762939,4.668865,-1.127886,-2.209422,0.050582,0.316884,1.008371,-0.685226,-1.517347,-2.905269,1
-10.200653,2.024539,2.251427,5.588754,-0.413329,-1.332313,-2.026414,-0.7988,-1.455086,1.15482,-1
18.128511,-1.159265,4.508307,-0.630642,4.346507,1.41355,-0.651628,-3.882833,-1.494938,-0.460387,1
26.615713,-2.136531,0.478825,-3.928471,1.563543,1.821486,1.728446,-1.032266,3.31592,4.718743,1
-2.582989,-3.269558,5.400753,0.323347,-3.306334,0.610937,0.525134,2.308227,-2.200318,-0.305031,-1
5.562978,0.451104,-0.294827,-1.41049,1.623467,2.140444,0.552223,-0.278239,1.283934,-2.066112,1
-5.920387,3.698895,-0.315002,3.009942,-2.255552,-2.425994,1.126418,2.542158,2.701821,0.603914,-1
-11.351252,4.005267,-2.796799,-0.884864,-3.480446,-1.767955,0.317259,-1.962961,1.181812,-3.701461,-1
0.89353,0.845257,-1.502035,-0.105077,-0.35604,-1.737992,1.386553,1.162508,2.524359,-0.845622,-1
9.714624,1.009093,-0.832267,-0.750067,0.147795,-4.0216,0.97497,-0.826521,0.919909,1.258894,1
2.682109,0.808609,-3.306854,-2.458537,-0.6674,-1.703184,2.157453,0.929808,0.124546,1.324899,-1
3.854944,2.469972,-2.235888,1.182908,-2.137624,1.619269,-0.281582,1.288802,-1.119034,-0.887722,1
0.175169,4.707964,1.774739,-2.38532,4.143228,0.309045,-2.0378,0.878149,-0.500413,-2.296111,-1
-3.74212,3.310666,0.069823,-3.735794,-0.30541,-0.361896,-1.632646,0.674284,-3.188239,0.935726,-1
5.187975,-2.253187,-3.381891,-3.136041,-3.739657,3.544504,-2.30155,2.853836,3.812133,2.819364,1
2.11692,-1.292867,-0.746451,-2.171812,-3.128427,0.117967,1.242058,-2.750668,-0.035111,0.068938,1
1.750935,-2.838417,-4.612522,2.031227,0.341551,5.915044,-3.047342,1.245843,-1.89525,2.302803,-1
9.85039,4.565835,5.814534,3.813897,1.011743,1.701425,0.78548,-1.118754,0.27964,-0.326221,1
-6.681023,1.604581,1.995206,-0.809575,-2.912198,0.316293,-0.750317,-0.916755,-0.868044,-0.623425,-1
0.096059,1.835419,1.527536,-0.695492,-0.496498,-0.291787,-1.812482,-0.192062,-0.022182,1.241412,-1
-0.262921,-5.848245,-7.435433,10.139985,-3.060156,2.409828,1.50454,-9.461259,-1.622784,5.192279,1
5.846263,4.216214,-0.435331,-1.541903,1.095656,0.700092,0.070162,-1.341677,-1.038127,-0.014081,1
4.647363,-2.727931,0.033172,2.886571,-0.860703,-0.616819,3.313507,0.835959,1.371308,1.964205,1
-3.953106,-8.112434,5.293403,-2.69449,-3.105342,2.598535,-0.65194,1.662694,-0.313853,-1.050724,1
-0.83489,-0.7088,-0.611127,-3.852545,0.634148,1.001094,-0.60271,-0.201541,-0.407073,0.352839,1
-1.890668,4.924001,2.276683,2.417889,2.500563,-1.407947,-1.46785,-0.510685,0.467281,-0.43693,-1
3.513796,-1.366617,2.841951,1.756581,-2.07756,-1.617582,-0.226086,-1.466293,-2.322018,-0.934217,1
5.797293,-3.035504,3.359445,-2.675049,0.610643,0.707365,-2.199974,-0.773272,-0.858851,1.042158,1
5.916235,-4.681004,1.753441,0.028317,5.054344,0.503818,1.482207,-1.476942,4.938156,-3.417385,1
-5.139193,0.935991,-0.627197,0.438699,-0.651564,2.914716,-0.361742,1.205491,1.391964,0.060754,1
6.119875,2.35468,-3.60739,-2.631149,-0.309391,2.541332,2.327561,1.417159,0.639958,-1.057479,1
5.365033,-9.306754,-3.216292,5.113,1.970931,-3.295753,2.247863,1.844482,-0.664724,-0.827443,1
8.650671,-2.942198,2.511614,-3.251089,-2.067831,1.850022,-1.117217,1.239625,0.766005,0.418883,1
9.176366,-4.940688,0.51622,4.609185,4.065841,1.76674,0.183154,2.423905,1.030535,-1.377264,1
3.404644,0.482621,1.037246,2.177248,-2.89138,0.471848,-0.858142,-1.072374,-2.891637,2.993917,1
4.036423,4.21745,-2.091277,-5.193696,0.59077,3.544082,-2.494883,-1.179004,-2.405059,-1.908248,1
8.608806,6.797032,-0.734633,-4.366161,1.396796,0.759474,0.724876,-1.452093,-2.430128,0.005953,-1
-8.129861,1.368114,4.783472,3.055519,0.745813,-1.681517,0.152963,2.006933,1.398791,-1.747464,-1
3.73396,-3.009994,0.86816,0.314223,-1.780015,-0.685497,0.08456,-1.133339,0.607387,-0.089459,1
-1.736995,3.385676,-4.155767,-3.551256,-0.061019,-2.41057,-0.683544,-0.41178,-0.405069,2.024874,-1
2.254861,2.880112,-2.437144,-1.583889,-2.271472,-1.325326,0.155796,-1.337628,-1.495111,-0.038703,-1
0.127995,0.464081,-0.925595,2.064066,-0.603258,-0.755095,0.47777,0.940062,1.875489,-0.216953,-1
-3.150596,-0.411497,-4.729857,-0.415248,0.632091,0.205816,-1.211548,-0.739888,-0.351664,0.217326,-1
-11.451121,0.476002,1.573552,-1.578003,-3.671329,3.168447,0.185696,2.076277,-2.145985,0.119529,-1
-1.605683,2.013282,2.446898,-6.016867,-0.587665,1.58485,-1.467904,1.771389,-1.443899,0.827538,-1
1.429653,0.064133,-2.872209,1.436746,0.771904,2.936338,-0.411328,0.135739,-0.401282,0.300557,1
-9.753237,0.049713,-1.474653,2.070519,-1.737042,1.966161,0.443771,-2.459288,1.463939,3.272196,-1
-9.279077,-6.539925,-4.193776,-3.376445,2.564727,1.504658,2.297921,-0.490511,-2.417009,-0.794258,-1
9.330801,0.447733,5.406823,3.155415,3.389516,4.962625,-3.043792,0.762589,0.688937,0.985017,1
-12.737568,1.526401,3.300818,0.94153,0.705554,-6.591699,0.865985,2.752511,3.831062,1.878074,-1
3.652622,0.309399,-1.599389,1.799758,-2.585772,-2.881235,-2.672292,1.080386,2.473583,1.503065,-1
-11.164005,-1.006481,-5.234983,-1.34733,3.743364,-1.183866,-2.588501,1.555861,-2.12007,-0.986461,-1
-4.472751,1.018613,0.781033,-2.916873,-1.952143,-1.748908,0.065345,0.343316,-0.701551,0.68457,1
4.755949,-2.189045,8.394209,1.096597,1.953738,0.270458,1.862995,3.125014,-1.536017,1.202056,1
-8.765555,-2.762923,-1.488952,-4.714015,2.52998,-2.423733,4.023284,-0.182322,-0.747626,1.349807,-1
-18.638068,-6.672324,-7.865719,1.298053,2.806689,-6.916907,-1.44251,5.367265,-0.366023,-1.67189,-1
8.548398,-3.789894,-7.036435,8.213711,-0.827057,-1.06172,-7.297734,2.667706,-3.074925,-3.783125,1
-10.048586,3.86218,-0.95353,-1.840678,2.695565,-2.982771,-1.8214,0.317204,1.259633,1.030267,-1
12.559718,-1.408803,0.794204,-0.728511,0.518335,0.068656,1.507951,4.714066,0.055426,5.796927,1
1.761509,4.932238,-1.721522,1.297707,-1.229208,-1.088869,1.084136,-1.592348,-1.597156,-1.103707,-1
-8.763904,2.686205,-0.392281,2.884203,-0.691545,-2.454519,0.063812,1.695898,2.457032,-0.265312,-1
-4.176563,0.328515,-0.63248,2.588837,4.182408,0.910384,-1.683251,-2.443439,-1.232203,-1.860222,1
13.821614,3.399135,1.79733,0.745345,1.792048,-3.131879,-1.645772,0.30753,-0.803303,0.703071,1
1.947228,5.678876,1.605521,3.632623,0.587804,0.681071,-2.362737,-0.708943,0.137913,-1.550461,1
-4.685093,-0.686248,3.952858,-4.851245,-3.259911,-3.558521,-0.924178,0.215213,-0.007249,-0.70564,-1
4.155675,-3.956621,3.176063,0.087095,2.984559,1.752923,-6.357698,0.371139,-2.001791,1.046286,1
2.438249,0.03935,-2.166053,-1.937715,-1.75043,1.706885,-0.147447,2.047626,-0.313253,1.628255,-1
-1.970716,3.975144,-1.760044,0.502479,-2.586405,0.297224,1.086118,-1.986402,-0.166406,-0.440139,-1
-4.511314,-0.451528,-1.755209,-3.526912,0.511163,2.832645,1.543734,-1.744808,-1.148217,0.477221,1
0.414615,-1.29213,-2.343051,0.227975,-0.124581,-0.389394,1.297963,0.589256,2.351592,0.418924,1
2.158619,-5.965205,2.369083,-1.686767,0.005064,-0.808948,-3.232191,-1.791457,-0.337101,-1.672074,1
-7.166277,-2.611158,-2.823466,-1.963954,-0.412711,0.882959,0.265431,-0.755227,3.693345,-0.316671,-1
-9.322584,-1.550323,3.127471,-3.483816,-4.552445,-0.26315,0.047641,-0.581251,-2.694732,-1.409292,-1
-11.307461,-1.204243,2.937108,-5.023456,-3.0663,-0.526571,1.869291,-0.609483,1.934136,1.114239,-1
-11.1266,2.560052,-0.023894,3.462021,3.190847,0.212076,-0.4213,0.45446,-0.638395,2.874185,-1
7.50063,-0.80393,3.683728,1.200917,0.771984,-0.752258,0.753508,0.553268,-0.720754,2.212056,1
8.175998,3.902856,-1.599216,-4.107631,5.609117,-1.262178,-0.652296,1.095158,-2.414167,0.953591,-1
-11.67222,-4.672688,-3.337995,-3.096581,1.934409,-1.026958,-3.49533,-0.617422,4.395437,-2.02094,-1
0.963175,-3.581626,0.844457,-3.685608,0.525826,-0.08075,1.354084,1.970898,1.490341,2.084515,1
-5.795635,3.179284,-0.219351,1.742631,-5.037543,0.37067,-1.642567,1.14066,-0.462817,-0.446375,1
-1.318534,2.69383,-0.129596,1.724053,0.771165,-4.307281,1.589332,0.351177,-0.650445,0.746246,1
-5.544303,-1.007076,-1.045279,0.266393,3.029452,-0.350586,-3.778758,-0.879422,-0.403891,1.361235,-1
-3.637749,-1.7002,-2.984713,1.363769,3.353579,3.048333,5.041003,1.366403,2.022958,-3.342598,1
-7.923739,-2.190611,1.445588,0.512799,-0.852347,2.23648,1.100115,-0.943428,0.743654,-0.143483,1
0.52319,-2.612329,4.363831,2.579783,-0.48798,-0.143005,1.390121,1.324069,-0.552132,-0.400877,1
6.311733,-3.011536,-0.789975,-3.54033,-1.120465,-0.101671,0.513618,2.96124,-1.101958,0.685825,-1
-12.902534,3.014752,0.554991,2.82264,-4.473733,3.136995,-0.800067,3.674854,-2.021341,-0.822653,-1
-9.354142,-1.140518,0.958772,-2.502454,-3.216486,1.725114,-1.766263,1.561098,-1.482566,-0.45087,-1
10.965592,2.724215,-1.00785,-1.993601,-1.122429,1.710301,-0.040774,0.907887,-0.356484,-0.613863,1
-4.192635,0.870376,1.569448,0.823461,0.038156,-0.605263,0.659988,1.290398,1.785647,0.462065,-1
12.805212,-2.919562,-3.398319,1.748787,-1.441637,-2.127855,-5.312599,-1.190375,3.492683,-7.545084,1
3.208989,-3.028119,3.282007,1.5325,-3.767776,-0.219667,0.087834,1.56007,-1.95524,-2.823661,1
-4.451936,0.967513,1.003876,-3.500125,4.968968,1.166155,-3.867025,1.221413,0.263648,-2.616341,-1
4.719313,1.520591,2.347486,-2.288439,-0.733621,1.743758,-1.198492,0.424269,-0.88805,0.23424,1
3.915192,-0.928552,0.506136,-2.428471,-0.797245,-2.768601,-2.22648,-2.433551,0.134518,1.423657,1
5.722073,4.035857,-2.323202,0.126329,-0.389906,0.536183,-0.005825,-1.456673,0.137172,-1.063841,1
